%Recollect Version 2.3. Scene/Level: , Session: 20, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,6A,6A,,,0,1487887605129,,1487887607457,1487887609957
3,1,2,CD,CD,,,0,1487887611929,,1487887614325,1487887615791
3,2,3,32A,32A,,,0,1487887617763,,1487887621258,1487887622891
3,3,3,935,935,,,0,1487887624863,,1487887628392,1487887630292
10,0,0,,,1,1,0,1487887663729,1487887663727,1487887628392,1487887666861
10,1,0,,,1,1,0,1487887668862,1487887668862,1487887628392,1487887671994
10,2,0,,,0,0,0,1487887673995,1487887673995,1487887628392,1487887675161
10,3,0,,,1,1,0,1487887677128,1487887677128,1487887628392,1487887680095
10,4,0,,,1,1,0,1487887682095,1487887682095,1487887628392,1487887684662
10,5,0,,,0,0,0,1487887686629,1487887686629,1487887628392,1487887690629
10,6,0,,,0,0,0,1487887692629,1487887692629,1487887628392,1487887694329
10,7,0,,,1,1,0,1487887696329,1487887696329,1487887628392,1487887698862
10,8,0,,,0,0,0,1487887700863,1487887700863,1487887628392,1487887703163
10,9,0,,,0,0,0,1487887705163,1487887705163,1487887628392,1487887707563
10,10,0,,,0,0,0,1487887709564,1487887709563,1487887628392,1487887710863
10,11,0,,,1,1,0,1487887712864,1487887712864,1487887628392,1487887716063
10,12,0,,,0,0,0,1487887718064,1487887718064,1487887628392,1487887720263
10,13,0,,,0,0,0,1487887722264,1487887722264,1487887628392,1487887723363
10,14,0,,,0,0,0,1487887725331,1487887725331,1487887628392,1487887727564
10,15,0,,,1,1,0,1487887729565,1487887729564,1487887628392,1487887732831
13,0,2,5B,5A,10,1Z,0,1487887760087,1487887766755,1487887771222,1487887773950
13,1,2,27,27,00,00,0,1487887775955,1487887781855,1487887783156,1487887785017
13,2,2,B0,B1,10,10,0,1487887787022,1487887792856,1487887793990,1487887795751
14,0,4,AE0F,9D0F,0001,0001,0,1487887808289,1487887819024,1487887821124,1487887823719
14,1,2,B2,B1,10,10,0,1487887825724,1487887831091,1487887833592,1487887836121
14,2,3,FB9,FB9,101,101,0,1487887838126,1487887847225,1487887849359,1487887851321
14,3,3,96F,A7F,101,101,0,1487887853292,1487887862126,1487887863593,1487887865422
14,4,5,B2481,B2856,01111,01111,0,1487887867393,1487887884328,1487887887162,1487887892390
14,5,4,D85E,D86E,1010,1010,0,1487887894362,1487887907562,1487887908829,1487887910958
14,6,2,2A,19,00,00,0,1487887912930,1487887918496,1487887920064,1487887922491
14,7,5,6DA91,69DB5,01001,01011,0,1487887924463,1487887944198,1487887947699,1487887951293
14,8,5,B2D0F,BD20F,01111,01111,0,1487887953265,1487887969032,1487887971433,1487887977195
14,9,2,54,64,00,01,0,1487887979199,1487887984434,1487887986167,1487887988195
14,10,4,1938,1938,0010,0010,0,1487887990200,1487888000668,1487888001668,1487888003963
14,11,3,56F,56F,101,101,0,1487888005936,1487888013901,1487888015436,1487888017363
