%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486417085816,1486417088817,1486417099080
1,G4,G,4,1486417100599,1486417103601,1486417110636
2,3W5,W,35,1486417112166,1486417116668,1486417122419
3,T7L,LT,7,1486417123950,1486417128452,1486417135138
4,1JA,AJ,1,1486417136667,1486417141170,1486417147091
0,L2,L,2,1486417153018,1486417156020,1486417160885
1,6P,P,6,1486417162419,1486417165420,1486417169653
2,B5,B,5,1486417171186,1486417174188,1486417178436
3,F7L,FL,7,1486417179937,1486417184438,1486417190320
4,R4D,DR,4,1486417191854,1486417196355,1486417201143
5,H18,H,18,1486417202672,1486417207173,1486417211498
6,T9A3,AT,38800,1486417213022,1486417219023,1486417246635
7,V1J5,JV,15,1486417248157,1486417254159,1486417267693
8,7N4L,NL,47,1486417269225,1486417275227,1486417284090
9,8D6G1,DG,168,1486417285609,1486417293127,1486417299777
10,K2C7S,CKS,27,1486417301310,1486417308812,1486417327378
11,5P3Y9,PY,359,1486417328878,1486417336380,1486417343787
12,M4E7Q2,EMQ,247,1486417345312,1486417354315,1486417361447
13,W8H5F3,FHW,358,1486417362981,1486417371982,1486417389852
14,6G9A2S,AGS,269,1486417391382,1486417400383,1486417410466
15,R3B4Z1C,BCRZ,134,1486417412000,1486417422501,1486417439968
16,5T9B4K3,BTK,3459,1486417441501,1486417452003,1486417464903
17,E1H8R4D,EHR,134,1486417466436,1486417476938,1486417489076
18,5H9S2N6A,AHSN,2598,1486417490604,1486417502606,1486417514957
19,D1R9B4K3,BDR,1349,1486417516472,1486417528474,1486417545774
20,7M2T6F1Z,BMDT,1267,1486417547307,1486417559310,1486417581370
