%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486171429983,1486171432985,1486171444755
1,G4,G,4,1486171446285,1486171449286,1486171454957
2,3W5,W,5,1486171456485,1486171460987,1486171466369
3,T7L,LT,7,1486171469369,1486171473871,1486171483675
4,1JA,JA,1,1486171485203,1486171489705,1486171499288
0,L2,L,2,1486171505922,1486171508923,1486171513531
1,6P,P,6,1486171515055,1486171518057,1486171523170
2,B5,B,5,1486171524689,1486171527690,1486171532960
3,F7L,FL,7,1486171534489,1486171538991,1486171545740
4,R4D,DR,4,1486171547273,1486171551775,1486171559255
5,H18,H,18,1486171560774,1486171565276,1486171570975
6,T9A3,AT,39,1486171572508,1486171578510,1486171587425
7,V1J5,JV,15,1486171588959,1486171594961,1486171602410
8,7N4L,LN,47,1486171603943,1486171609945,1486171618454
9,8D6G1,DG,18,1486171619977,1486171627479,1486171647879
10,K2C7S,CKS,17,1486171649412,1486171656914,1486171669234
11,5P3Y9,KPS,359,1486171670764,1486171678266,1486171691018
