%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,63,63,,,0,1487959564256,,1487959566617,1487959569051
3,1,2,FD,FD,,,0,1487959571054,,1487959573417,1487959575384
3,2,3,BC7,BC7,,,0,1487959577388,,1487959580884,1487959582818
3,3,3,8B2,8B2,,,0,1487959584823,,1487959588351,1487959592086
10,0,0,,,1,1,0,1487959607867,1487959607860,1487959588351,1487959609387
10,1,0,,,1,1,0,1487959611386,1487959611386,1487959588351,1487959612552
10,2,0,,,1,1,0,1487959614553,1487959614553,1487959588351,1487959615653
10,3,0,,,1,1,0,1487959617620,1487959617620,1487959588351,1487959620153
10,4,0,,,0,0,0,1487959622120,1487959622120,1487959588351,1487959623387
10,5,0,,,0,0,0,1487959625387,1487959625387,1487959588351,1487959626653
10,6,0,,,0,0,0,1487959628620,1487959628620,1487959588351,1487959630154
10,7,0,,,1,1,0,1487959632154,1487959632154,1487959588351,1487959634155
10,8,0,,,0,0,0,1487959636122,1487959636121,1487959588351,1487959637387
10,9,0,,,0,0,0,1487959639355,1487959639354,1487959588351,1487959640721
10,10,0,,,1,1,0,1487959642721,1487959642721,1487959588351,1487959644088
10,11,0,,,0,1,0,1487959646088,1487959646088,1487959588351,1487959647855
10,12,0,,,0,0,0,1487959649856,1487959649856,1487959588351,1487959651121
10,13,0,,,1,1,0,1487959653089,1487959653089,1487959588351,1487959654322
10,14,0,,,1,1,0,1487959656289,1487959656289,1487959588351,1487959657588
10,15,0,,,0,0,0,1487959659589,1487959659589,1487959588351,1487959660589
13,0,2,35,35,00,Z0,0,1487959679961,1487959685696,1487959687596,1487959689790
13,1,2,49,49,01,Z1,0,1487959691762,1487959697529,1487959698729,1487959701924
13,2,2,1E,1E,10,10,0,1487959703895,1487959708563,1487959709396,1487959711925
14,0,5,931CB,931CB,00011,00011,0,1487959724596,1487959737598,1487959738665,1487959741826
14,1,2,82,82,10,10,0,1487959743799,1487959748532,1487959749732,1487959752361
14,2,2,F1,F1,00,00,0,1487959754332,1487959758899,1487959759966,1487959761961
14,3,4,97A4,974A,1111,1111,0,1487959763933,1487959775366,1487959776734,1487959781895
14,4,3,74D,47D,000,000,0,1487959783900,1487959791468,1487959792635,1487959796129
14,5,4,426E,426E,1010,1010,0,1487959798135,1487959809535,1487959810503,1487959812530
14,6,3,613,613,110,110,0,1487959814502,1487959822870,1487959823903,1487959825998
14,7,5,B072D,B071D,11001,11001,0,1487959828003,1487959840370,1487959841537,1487959844499
14,8,4,C78A,D78A,1100,1100,0,1487959846471,1487959857204,1487959858305,1487959861133
14,9,2,76,76,01,01,0,1487959863106,1487959867539,1487959868773,1487959870867
14,10,3,513,513,011,011,0,1487959872839,1487959880005,1487959881173,1487959883068
14,11,5,28E5C,8E5C,01010,11010,0,1487959885072,1487959899540,1487959900508,1487959902669
