%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487960506556,1487960513456
1,1,34,34,0,1487960514457,1487960521422
2,0,15,15,0,1487960528058,1487960534223
2,1,73,73,0,1487960535224,1487960542123
2,2,164,164,0,1487960543092,1487960551757
2,3,705,705,0,1487960552725,1487960562057
2,4,2173,2173,0,1487960563026,1487960575092
2,5,1504,1504,0,1487960576093,1487960590292
2,6,42350,23450,0,1487960591294,1487960605227
2,7,24061,24061,0,1487960606229,1487960619361
2,8,061743,063173,0,1487960620362,1487960638062
2,9,625037,625037,0,1487960639064,1487960654130
2,10,7152305,7152305,0,1487960655098,1487960672898
2,11,3157264,31725064,0,1487960673899,1487960691315
2,12,64527631,64524731,0,1487960692316,1487960722150
2,13,05631742,6054283142,0,1487960723152,1487960741418
3,0,60,06,0,1487960750220,1487960756519
3,1,24,42,0,1487960757488,1487960763385
4,0,25,52,0,1487960767054,1487960772987
4,1,63,36,0,1487960773988,1487960779853
4,2,574,75,0,1487960780855,1487960791054
4,3,207,702,0,1487960792023,1487960800121
4,4,7305,503,0,1487960801090,1487960810888
4,5,4130,0314,0,1487960811890,1487960823589
4,6,35741,17534,0,1487960824591,1487960841690
4,7,70526,62507,0,1487960842660,1487960856524
4,8,607251,150367,0,1487960857526,1487960873258
4,9,270643,476302,0,1487960874227,1487960890559
