%Recollect Version 2.3. Scene/Level: nback1, Session: 1, GameNumber: 7
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,4,1,3,0,2.15332,1488306708104,4.65332,1488306710603
0,4,1,3,3,5.12036,1488306711063,7.65381,1488306713598
0,4,1,3,4,8.12012,1488306714062,10.62036,1488306716566
0,4,1,3,7,11.12085,1488306717063,13.62085,1488306719564
0,4,1,2,3,14.12036,1488306720062,16.62061,1488306722566
0,4,1,2,7,17.12061,1488306723063,19.62085,1488306725566
0,4,1,0,2,20.12085,1488306726063,22.62085,1488306728566
0,4,1,0,1,23.12109,1488306729063,25.62109,1488306731565
0,4,1,2,7,26.12109,1488306732063,28.62134,1488306734567
0,4,1,1,7,29.12134,1488306735064,30.48804,1488306736433
0,4,1,1,2,32.12183,1488306738064,33.22217,1488306739168
0,4,1,1,1,35.12158,1488306741064,36.15479,1488306742099
0,4,1,2,2,38.12183,1488306744064,40.62207,1488306746568
0,4,1,0,4,41.12207,1488306747064,43.62231,1488306749566
0,4,1,1,2,44.12231,1488306750064,45.22241,1488306751169
0,4,1,0,6,47.12231,1488306753064,49.62256,1488306755568
0,4,1,2,1,50.12231,1488306756064,52.62280,1488306758569
0,4,1,2,2,53.12256,1488306759065,55.62280,1488306761567
0,4,1,0,5,56.12280,1488306762065,58.58960,1488306764533
0,4,1,0,5,59.08984,1488306765033,61.58984,1488306767534
0,4,0,2,2,62.09009,1488306768032,63.29004,1488306769235
0,4,1,0,7,65.09009,1488306771032,67.59009,1488306773534
0,4,1,2,1,68.09009,1488306774032,70.59033,1488306776534
0,4,1,0,1,71.09058,1488306777036,73.59058,1488306779535
0,4,1,1,2,74.09058,1488306780034,75.19067,1488306781134
0,4,1,0,3,77.09058,1488306783033,79.59082,1488306785535
0,4,1,0,4,80.09106,1488306786033,82.59106,1488306788536
0,4,1,1,1,83.09204,1488306789036,84.15796,1488306790103
0,4,1,2,1,86.09131,1488306792033,88.59131,1488306794535
0,4,0,2,2,89.09131,1488306795034,90.55835,1488306796503
0,4,1,1,4,92.09155,1488306798033,93.22485,1488306799171
0,4,1,0,5,95.12500,1488306801067,97.59204,1488306803536
0,4,1,1,1,98.09180,1488306804034,99.72510,1488306805668
0,4,1,1,2,101.09250,1488306807035,102.59200,1488306808537
0,4,1,0,0,104.09200,1488306810035,106.59230,1488306812536
0,4,1,0,6,107.09230,1488306813034,109.59250,1488306815537
0,4,1,1,1,110.09250,1488306816035,111.35940,1488306817305
0,4,0,1,2,113.09280,1488306819036,115.59300,1488306821537
0,4,1,2,1,116.09300,1488306822035,118.59300,1488306824538
0,4,1,0,4,119.09350,1488306825036,121.59300,1488306827538
0,4,1,0,5,122.09330,1488306828036,124.59380,1488306830538
0,4,1,0,0,125.09330,1488306831036,127.56030,1488306833506
0,4,1,1,1,128.06030,1488306834004,129.46040,1488306835405
0,4,1,2,0,131.06030,1488306837002,133.56050,1488306839505
