%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 8
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%LameBackObject:AlgorithmCondition,BlockNumber,Trial,CurrentNLevel,LureRate,IsCorrect,StimulusType,StimulusColor,PresentationTime(R),PresentationTime(A),ResponseTime(R),ResponseTime(A),ExpireTime(R),ExpireTime(A)
%Possible values for "Color":Red=0,Blue=1,Green=2,Yellow=3,Purple=4,LightBlue=5,Brown=6,White=7,Gray=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,LessThanN=3,
3,4,28,3,0.3,1,0,1,677.1389,1488304720084,-1,-1,676.6056,1488304719555
3,4,29,3,0.3,1,0,3,680.2057,1488304723151,-1,-1,679.6724,1488304722622
3,4,30,3,0.3,1,0,7,683.2394,1488304726185,-1,-1,682.7062,1488304725656
3,4,31,3,0.3,1,0,0,686.3063,1488304729251,-1,-1,685.7395,1488304728690
3,4,32,3,0.3,1,0,5,689.3729,1488304732318,-1,-1,688.8396,1488304731790
3,4,33,3,0.3,1,1,7,692.4065,1488304735352,693.0732,1488304736019,691.873,1488304734824
3,4,34,3,0.3,1,0,1,695.4399,1488304738385,-1,-1,694.9066,1488304737857
3,4,35,3,0.3,1,2,7,698.4734,1488304741419,-1,-1,697.9401,1488304740890
3,4,36,3,0.3,1,1,7,701.5402,1488304744485,702.307,1488304745253,700.9736,1488304743925
3,4,37,3,0.3,1,0,4,704.574,1488304747519,-1,-1,704.0405,1488304746991
3,4,38,3,0.3,1,2,1,707.6738,1488304750619,-1,-1,707.1077,1488304750058
3,4,39,3,0.3,1,0,0,710.7075,1488304753653,-1,-1,710.1741,1488304753125
3,4,40,3,0.3,1,2,7,713.7743,1488304756719,-1,-1,713.2078,1488304756157
3,4,41,3,0.3,1,2,7,716.8079,1488304759753,-1,-1,716.2745,1488304759224
3,4,42,3,0.3,1,0,3,719.8748,1488304762820,-1,-1,719.3413,1488304762291
3,5,0,4,0.3,1,3,5,727.3085,1488304770254,-1,-1,726.775,1488304769724
3,5,1,4,0.3,1,3,0,730.3752,1488304773320,-1,-1,729.8419,1488304772792
3,5,2,4,0.3,1,3,3,733.4088,1488304776354,-1,-1,732.8754,1488304775826
3,5,3,4,0.3,1,3,4,736.4424,1488304779387,-1,-1,735.9089,1488304778860
3,5,4,4,0.3,0,2,0,739.4758,1488304782421,740.3425,1488304783288,738.9425,1488304781893
3,5,5,4,0.3,0,1,0,742.5426,1488304785488,-1,-1,741.976,1488304784926
3,5,6,4,0.3,1,0,2,745.6095,1488304788555,-1,-1,745.0428,1488304787993
3,5,7,4,0.3,1,2,3,748.6764,1488304791622,-1,-1,748.1096,1488304791059
3,5,8,4,0.3,1,1,0,751.7432,1488304794688,753.0099,1488304795956,751.2098,1488304794160
3,5,9,4,0.3,1,2,4,754.8101,1488304797755,-1,-1,754.2433,1488304797194
3,5,10,4,0.3,1,2,0,757.8771,1488304800822,-1,-1,757.3436,1488304800294
3,5,11,4,0.3,1,0,6,760.9769,1488304803922,-1,-1,760.4103,1488304803361
3,5,12,4,0.3,1,1,0,764.0443,1488304806989,765.2771,1488304808223,763.4773,1488304806427
3,5,13,4,0.3,0,1,4,767.1107,1488304810056,-1,-1,766.5774,1488304809528
3,5,14,4,0.3,1,0,2,770.1443,1488304813089,-1,-1,769.6108,1488304812561
3,5,15,4,0.3,0,2,0,773.2111,1488304816156,774.4119,1488304817357,772.6777,1488304815628
3,5,16,4,0.3,1,0,5,776.3112,1488304819256,-1,-1,775.7445,1488304818694
3,5,17,4,0.3,1,0,7,779.3782,1488304822323,-1,-1,778.8113,1488304821761
3,5,18,4,0.3,1,2,0,782.4449,1488304825390,-1,-1,781.9116,1488304824862
3,5,19,4,0.3,0,2,2,785.5117,1488304828457,787.6451,1488304830591,784.9451,1488304827896
3,5,20,4,0.3,0,1,5,788.5453,1488304831490,-1,-1,788.0118,1488304830962
3,5,21,4,0.3,1,0,4,791.5787,1488304834524,-1,-1,791.0454,1488304833995
3,5,22,4,0.3,0,2,2,794.6123,1488304837557,795.7122,1488304838658,794.079,1488304837029
3,5,23,4,0.3,1,0,1,797.6791,1488304840624,-1,-1,797.1124,1488304840062
3,5,24,4,0.3,0,1,5,800.7794,1488304843724,-1,-1,800.2125,1488304843163
3,5,25,4,0.3,1,2,1,803.8462,1488304846791,-1,-1,803.3127,1488304846263
3,5,26,4,0.3,0,2,5,806.913,1488304849858,808.1798,1488304851126,806.3796,1488304849330
