%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,02,02,,,0,1486142138153,,1486142140515,1486142143949
3,1,2,23,23,,,0,1486142145953,,1486142148282,1486142150716
3,2,3,47B,47B,,,0,1486142152720,,1486142156216,1486142159250
3,3,3,AF5,AF5,,,0,1486142161221,,1486142164783,1486142167550
10,0,0,,,1,1,0,1486142215255,1486142215253,1486142164783,1486142223720
10,1,0,,,1,Z,0,1486142225688,1486142225688,1486142164783,1486142235687
10,2,0,,,1,1,0,1486142237689,1486142237689,1486142164783,1486142240287
10,3,0,,,0,0,0,1486142242288,1486142242288,1486142164783,1486142244088
10,4,0,,,0,0,0,1486142246090,1486142246089,1486142164783,1486142248155
10,5,0,,,0,0,0,1486142250155,1486142250155,1486142164783,1486142253488
10,6,0,,,0,0,0,1486142255489,1486142255489,1486142164783,1486142257355
10,7,0,,,1,1,0,1486142259322,1486142259322,1486142164783,1486142261056
10,8,0,,,0,0,0,1486142263056,1486142263056,1486142164783,1486142266322
10,9,0,,,1,1,0,1486142268323,1486142268323,1486142164783,1486142270622
10,10,0,,,0,0,0,1486142272623,1486142272623,1486142164783,1486142274724
10,11,0,,,1,1,0,1486142276723,1486142276723,1486142164783,1486142278890
10,12,0,,,1,1,0,1486142280890,1486142280890,1486142164783,1486142283024
10,13,0,,,0,0,0,1486142284991,1486142284991,1486142164783,1486142286190
10,14,0,,,0,1,0,1486142288191,1486142288191,1486142164783,1486142291091
10,15,0,,,1,1,0,1486142293091,1486142293091,1486142164783,1486142297891
13,0,2,3E,3D,01,01,0,1486142402073,1486142411574,1486142414740,1486142419603
13,1,2,97,97,11,11,0,1486142421607,1486142428575,1486142434342,1486142436537
13,2,2,3E,3A,00,00,0,1486142438508,1486142446942,1486142451976,1486142454971
14,0,4,263A,2693,0110,0110,0,1486142471444,1486142493278,1486142498811,1486142506041
14,1,3,6E9,6E9,000,000,0,1486142508046,1486142521613,1486142528681,1486142532309
14,2,2,5A,5A,11,11,0,1486142534282,1486142540748,1486142546882,1486142550910
14,3,2,40,50,10,10,0,1486142552914,1486142560916,1486142565049,1486142567411
14,4,4,A5B7,A5F7,1000,1000,0,1486142569382,1486142587250,1486142592519,1486142599513
14,5,4,0FE6,0FA2,1111,1111,0,1486142601517,1486142620852,1486142626489,1486142630781
14,6,2,5C,5C,01,01,0,1486142632786,1486142639186,1486142642120,1486142645882
14,7,5,83E72,8D34,10011,10111,0,1486142647887,1486142670888,1486142674988,1486142681951
14,8,3,014,014,100,100,0,1486142683955,1486142695957,1486142699091,1486142702818
14,9,5,B8517,8DB50,10001,10001,0,1486142704823,1486142724859,1486142728160,1486142732987
14,10,3,A98,A98,100,100,0,1486142734959,1486142746592,1486142749993,1486142753421
14,11,5,C5E89,D898,11111,11111,0,1486142755427,1486142776494,1486142779861,1486142784790
