61120660303305113355 1 
2102510406066774474767 2 
32552224624477452463313 3 
653155410103 4 
71561566633625702752476633 3 
0153555362656655747505 2 
4166676660060632713 3 
272211232237574461613133304442225225226054 2 
17277224020202 2 
2311411616661670 3 
4006766671217046464 2 
3610000011111316730 3 
7552121432060556516171711 2 
354555775772300747611 1 
472122221 2 
753353564 1 
7077147044406644464546771110373 1 
3703322276676673130110662255214200 1 
70700033031625345554507332232327232 2 
621421164034131 3 
7171311750234242244202 2 
14444333141246576757 2 
3603007727511616046636 3 
073645765270627340 4 
42042536646744775751545 3 
4166617236464666006656 2 
0650663036 3 
2124141405262452255232 2 
137547577157727772264312 3 
7171777007027703215057554537771000 2 
04106424264503113 3 
43363351040600004454 2 
03403562147141412111217525635045544554 3 
5314070474077504632263 4 
52740510413507724 5 
750622601210106620232243 4 
157445454574 4 
127776776676040143326766060540450414 3 
4144042544077774730232234242 2 
53121 3 
15666161316 2 
2134233 2 
2620036767166 2 
5253036252655272777 2 
2625173703007070 2 
742574 3 
25331336743472757754540111 2 
5125557354352233 3 
62202600 2 
51311313136210413727 2 
7167277 3 
655235733777763636515 2 
0565557350310775405 3 
4737034344 2 
322321414622406060 2 
672523044347667 3 
54444433424625556676 2 
373730242034160100111 2 
205055 3 
6464660006562072252 2 
24333321350314004136126 3 
34723273212 4 
0514344545457751771074646 3 
32220011611615750707233535 2 
17011045234 3 
1515540600600031071343 2 
0256254 3 
01031151010001116372351141 2 
315751 3 
5255325556762125114101 2 
34734415711114402060 3 
524352575675755573343 2 
641210046154 3 
3622332444272423656161 2 
3544545570527505124374404442461400750 3 
502131143 3 
1744440035577554060606 2 
17444777321521576176456 3 
43570674110420047204270 4 
5276407024273524630426301663324073 5 
05620312463224122222 4 
730565602006026 5 
74352032247652736363630653 4 
2713535453460646644416624124256565 2 
4613123163131714774533174155475426522322236 3 
2740440042445774604264714 3 
723520432037651275767556 4 
2650127214572646547 5 
02754246504656574304435 4 
25154526017317157177517 3 
16401676263176300154105131504712771770745174 4 
45715213271732743642162 3 
25416662466262506763576 4 
304655400553051020536271661366362 5 
3405530537040 4 
435443434643743543 3 
46154441540254566461601347242325232253772047 4 
04570 4 
561036300 5 
653001030 4 
1724750701000003132171325620650636322275575 3 
671071377036766635731772763235775155 3 
706156670617615367561745 4 
20656046726700011311121 3 
56724673012335302342232216301117314446046604 4 
3512311672340235336031661115461646 4 
7016360136004061030 5 
254360543423412051170163113544615435125331 5 
2307612343110707476714406145446475766710166421 6 
24073127543026747151064156115467 6 
7531423410110102236066370 5 
024361226542606 6 
0453204712137111237246115030200 5 
23502250107367637662361730136174216473357433 4 
34575107610 4 
12345124261663160631 5 
57021464151016131206677226 6 
203467525220777152 7 
40261514341110431116213101663 6 
765416224167674676 5 
42356723241707342607541337 6 
5401763365646 7 
510377153371437072641236 5 
4017254053656554354424633265533266566574750545 6 
356217252717 6 
64132440031346343 5 
534057435044156507744474 4 
430650001556514755 5 
73240372347534351555746064 4 
13752046720716203363523 5 
5207360777575677642247242554026253325206335607 6 
42657126157200437561431 6 
2704310746202576025112227 5 
54305160524024200766236 4 
54731677610645126413124 5 
41732016734024204 6 
13427731222360351 5 
10263226623670342636721471034113512137252766 4 
601153423445125101201 3 
174201720477077546674 4 
731507514572644762137 5 
7215435256735557725674650474102677113642175277 6 
405612506317252647 6 
57610673055510 5 
61423052306160167061 4 
5373160230220425331311 3 
57240734004473303040734577634063624363160512 4 
127314237225306050644314434363 4 
421063313610204675044754527404764360143605523 5 
132752360073671555415445165531150351122541734 5 
263712446114 5 
