4645554043636136040620 2 
2320044044727244521213 2 
0457667575773733731552 2 
4257373773767506112221 2 
7101101141140562631333 2 
7373207202717745750232 2 
5474444157075165567656 2 
5112323223624266646571 2 
6025155050003130570555 2 
0625564545550060303321 2 
3555522256247570744042 2 
4646414012353350151751 2 
2327371424666620600564 2 
3433030334557470004472 2 
0252416616107170273733 2 
2077070602322433340502 2 
2000335360747442474467 2 
3233262661311636417100 2 
4762066366212172222777 2 
2000001104147304017776 2 
0664441343444575317077 2 
3035570500011050007161 2 
4131130311171231337361 2 
5750417741776164243434 2 
7333271514421232333277 2 
2772276666604706164606 2 
4547171371715745650775 2 
4244223332321767472073 2 
6066010274747427722317 2 
2575565561061636307055 2 
4333447020303222352777 2 
4117161666163374770376 2 
5306626261411100011036 2 
7471525221525455441016 2 
0500363665666562204436 2 
7161462117272151315565 2 
7677463373765655500114 2 
1773335300207005515117 2 
2070242222146604044024 2 
2722634777477473725655 2 
7361135350500254174777 2 
3506666766100666023434 2 
3140202713266343444333 2 
2666252520503562426471 2 
2766767674503340141214 2 
1700070777066372427656 2 
0770704525526651513110 2 
5771721016460101055001 2 
0444474445542666347417 2 
5111663663330676565122 2 
6040060330005515712141 2 
3526266626717330663662 2 
5657775050647560663363 2 
2122702212221411165250 2 
3055515514074217171555 2 
0647575555665526246362 2 
4144333114743776663630 2 
6777177317170452421251 2 
5336034767611116743636 2 
6066656751754146307777 2 
1474447404124234455251 2 
6770052040663735333323 2 
0665224744777777141135 2 
5667737646041412262126 2 
2044242523033010515003 2 
5141144412022201012467 2 
2427202444334060056557 2 
3737273371413376464433 2 
4263433611512122122266 2 
0466262222332337324410 2 
3747213035335335567677 2 
7414630162222522556161 2 
0646303647466444050777 2 
5155727555224434631010 2 
7122111212703330601054 2 
1716251551424245006505 2 
0565053413111171163355 2 
3171707461747747446725 2 
6767630530033131707406 2 
6504056262262602712422 2 
0255524525220706003731 2 
2112214145417574233363 2 
0476340700013115555755 2 
5721744424420001717000 2 
6547572752024531535555 2 
6065260660110131615145 2 
7444143515737574671151 2 
7573633731322244504505 2 
5050471616551110016466 2 
2777711353761611634442 2 
3144414530111122216444 2 
2776323324161662150505 2 
1474155156707414114441 2 
4111101113037604244033 2 
6546652563433161111106 2 
0777767766664033530265 2 
7000775454445141712507 2 
1576542454540040006634 2 
5055645424004545524347 2 
3553246674747101122323 2 
0200003365645020022215 2 
2070732243202625664666 2 
6242626661166114543407 2 
4555616066603747573227 2 
7365171776764466463033 2 
7073133033242000044021 2 
2026236666563746355566 2 
6000541251515560500201 2 
0303632533252216174143 2 
1015753544450553070117 2 
7006060247573731263326 2 
4744424054454515574072 2 
6161474676632765755737 2 
1575553760666002202757 2 
7646666506360071016434 2 
1651444644145005055303 2 
4003344443404044536716 2 
2116067607533033304242 2 
5175725552555763333441 2 
1575220264223232444664 2 
6227767662651424245245 2 
2777131641467605220303 2 
5757755424505075666170 2 
2112717134547444060442 2 
7272227414454554066734 2 
5677264444344167464676 2 
4540314111171463310300 2 
0121102522222276177066 2 
3262722725705233473737 2 
7544550545222116110161 2 
6325527555740404424261 2 
1556546464633550550716 2 
1515115510301724260201 2 
0103260612121261136536 2 
4521515572717172667260 2 
3207727272003054471117 2 
2002324460400533332321 2 
6441510433535777575572 2 
1211141411445057650457 2 
5755745525553121553530 2 
6115555574543367640737 2 
4223131111707100454301 2 
6002002261212326264174 2 
5115150333042443237535 2 
3034243675775077752522 2 
6226262127163514155755 2 
2101154517557176121215 2 
6244244260641410147333 2 
