%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,7,1486170062472,-1,1486170061972
6,0,2,1,1,1,7,1486170065538,1486170066272,1486170065010
6,0,3,1,1,0,0,1486170068605,-1,1486170068075
6,0,4,1,1,0,1,1486170071639,-1,1486170071109
6,0,5,1,1,0,2,1486170074672,-1,1486170074142
6,0,6,1,1,1,2,1486170077739,1486170078940,1486170077209
6,0,7,1,1,0,1,1486170080773,-1,1486170080275
6,0,8,1,1,0,7,1486170083806,-1,1486170083276
6,0,9,1,1,1,7,1486170086829,1486170087696,1486170086300
6,0,10,1,1,0,6,1486170089862,-1,1486170089332
6,0,11,1,1,0,4,1486170092896,-1,1486170092366
6,1,1,1,1,3,5,1486170111663,-1,1486170111131
6,1,2,1,1,0,1,1486170114697,-1,1486170114166
6,1,3,1,1,0,6,1486170117730,-1,1486170117200
6,1,4,1,1,0,5,1486170120764,-1,1486170120234
6,1,5,1,1,0,0,1486170123831,-1,1486170123300
6,1,6,1,1,0,6,1486170126864,-1,1486170126335
6,1,7,1,1,1,6,1486170129898,1486170130498,1486170129367
6,1,8,1,1,1,6,1486170132931,1486170134032,1486170132401
6,1,9,1,1,0,0,1486170135965,-1,1486170135435
6,1,10,1,1,0,7,1486170138998,-1,1486170138468
6,1,11,1,1,1,7,1486170142065,1486170142799,1486170141535
6,1,12,1,1,0,0,1486170145132,-1,1486170144601
6,1,13,1,1,0,6,1486170148166,-1,1486170147636
6,1,14,1,1,0,2,1486170151199,-1,1486170150669
6,1,15,1,1,0,7,1486170154266,-1,1486170153736
6,1,16,1,1,0,6,1486170157333,-1,1486170156802
6,1,17,1,1,0,3,1486170160366,-1,1486170159836
6,1,18,1,1,1,3,1486170163400,1486170164433,1486170162869
6,1,19,1,1,1,3,1486170166433,1486170167167,1486170165936
6,1,20,1,1,0,0,1486170169500,-1,1486170168969
6,1,21,1,1,1,0,1486170172567,1486170173267,1486170172037
6,2,1,2,1,3,2,1486170203252,-1,1486170202719
6,2,2,2,1,3,5,1486170206285,-1,1486170205756
6,2,3,2,1,1,2,1486170209319,1486170209853,1486170208789
6,2,4,2,1,1,5,1486170212353,1486170213152,1486170211822
6,2,5,2,1,0,7,1486170215387,-1,1486170214890
6,2,6,2,1,0,6,1486170218420,-1,1486170217922
6,2,7,2,1,0,3,1486170221486,-1,1486170220956
6,2,8,2,1,0,4,1486170224520,-1,1486170223989
6,2,9,2,1,0,2,1486170227553,-1,1486170227023
6,2,10,2,1,1,4,1486170230620,1486170231387,1486170230090
6,2,11,2,1,0,1,1486170233621,-1,1486170233123
6,2,12,2,1,0,7,1486170236687,-1,1486170236157
6,3,1,2,1,3,1,1486170255255,-1,1486170254722
6,3,2,2,1,3,4,1486170258322,-1,1486170257792
6,3,3,2,1,0,7,1486170261355,-1,1486170260825
