%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,,0,1488248051417,1488248057016
1,1,34,34,0,1488248058019,1488248064749
2,0,52,52,0,1488248073252,1488248079284
2,1,36,36,1,1488248080254,1488248088784
2,2,368,368,0,1488248089754,1488248097551
2,3,208,208,0,1488248098522,1488248106151
2,4,2306,2306,0,1488248107120,1488248116885
2,5,5047,5047,0,1488248117887,1488248127619
2,6,41075,41075,0,1488248128588,1488248140736
2,7,31620,31620,0,1488248141707,1488248154071
2,8,281376,281376,1,1488248155041,1488248172872
2,9,816508,816508,0,1488248173840,1488248189607
2,10,4806317,0831467,0,1488248190610,1488248207907
2,11,0851680,0851640,0,1488248208878,1488248226008
3,0,60,06,0,1488248235077,1488248241376
3,1,24,42,0,1488248242347,1488248248543
4,0,51,15,0,1488248253680,1488248260544
4,1,37,73,0,1488248261514,1488248267877
4,2,630,036,0,1488248268879,1488248276578
4,3,580,085,0,1488248277580,1488248285479
4,4,5683,3865,0,1488248286449,1488248296446
4,5,2841,1482,0,1488248297416,1488248307481
4,6,47812,21874,0,1488248308483,1488248321180
4,7,03415,51430,0,1488248322149,1488248334881
4,8,507613,317640,0,1488248335883,1488248351282
4,9,073280,027380,0,1488248352286,1488248366949
