%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 7
%HeartsAndFlowers:Stage,TrailNum,Target,TargetPos,ChoicePos,TimeOfPresentation,TimeOfResponse
1,0,1,0,0,1488248977471,1488248978702
1,1,1,0,0,1488248979670,1488248980669
1,2,1,1,1,1488248981670,1488248982436
1,3,1,1,1,1488248983405,1488248984070
2,0,1,0,0,1488248990553,1488248991386
2,1,1,0,0,1488248992353,1488248993053
2,2,1,1,1,1488248994021,1488248994688
2,3,1,1,1,1488248995655,1488248996320
2,4,1,0,0,1488248997288,1488248997854
2,5,1,0,0,1488248998822,1488248999454
2,6,1,1,1,1488249000454,1488249000987
2,7,1,0,0,1488249001987,1488249002554
2,8,1,1,1,1488249003521,1488249004154
2,9,1,1,1,1488249005122,1488249005788
2,10,1,1,1,1488249006756,1488249007388
2,11,1,0,0,1488249008389,1488249009021
3,0,0,1,0,1488249016756,1488249017622
3,1,0,1,0,1488249018590,1488249019255
3,2,0,0,1,1488249020256,1488249021588
3,3,0,0,1,1488249022555,1488249023188
4,0,0,1,0,1488249026406,1488249027206
4,1,0,0,1,1488249028173,1488249029272
4,2,0,0,1,1488249030273,1488249030939
4,3,0,1,0,1488249031907,1488249032572
4,4,0,0,1,1488249033572,1488249034239
4,5,0,0,1,1488249035206,1488249035805
4,6,0,0,1,1488249036773,1488249037373
4,7,0,1,0,1488249038340,1488249038873
4,8,0,0,1,1488249039874,1488249040440
4,9,0,1,0,1488249041407,1488249042007
4,10,0,1,0,1488249043006,1488249043573
4,11,0,1,0,1488249044573,1488249045139
5,0,1,1,1,1488249050508,1488249051474
5,1,0,1,0,1488249052443,1488249053140
5,2,0,0,1,1488249054140,1488249055073
5,3,1,0,0,1488249056041,1488249057040
6,0,1,1,1,1488249059075,1488249059674
6,1,0,1,0,1488249060675,1488249061475
6,2,1,0,0,1488249062476,1488249063108
6,3,1,1,1,1488249064109,1488249065007
6,4,0,0,1,1488249065974,1488249066907
6,5,1,1,1,1488249067874,1488249068774
6,6,0,0,1,1488249069742,1488249070775
6,7,0,1,0,1488249071742,1488249072808
6,8,0,0,1,1488249073776,1488249074608
6,9,1,0,0,1488249075608,1488249076374
6,10,0,0,1,1488249077342,1488249078308
6,11,0,1,0,1488249079275,1488249080542
6,12,0,1,0,1488249081543,1488249083043
6,13,1,0,0,1488249084043,1488249084775
6,14,1,0,0,1488249085743,1488249086575
6,15,0,1,0,1488249087542,1488249088408
6,16,0,0,1,1488249089409,1488249090275
6,17,1,1,1,1488249091244,1488249092009
6,18,0,0,1,1488249092977,1488249093643
6,19,0,1,0,1488249094611,1488249095443
6,20,1,0,0,1488249096411,1488249097142
6,21,1,0,0,1488249098143,1488249098876
6,22,0,0,1,1488249099876,1488249100742
6,23,1,1,1,1488249101710,1488249102510
6,24,0,0,1,1488249103511,1488249104243
6,25,0,1,0,1488249105245,1488249105843
6,26,0,1,0,1488249106844,1488249107543
6,27,1,0,0,1488249108543,1488249109510
6,28,0,1,0,1488249110510,1488249111876
6,29,1,1,1,1488249112845,1488249114244
6,30,1,1,1,1488249115245,1488249116044
6,31,1,0,0,1488249117045,1488249118244
6,32,0,1,0,1488249119244,1488249120144
6,33,0,0,1,1488249121111,1488249121844
6,34,1,0,0,1488249122811,1488249123645
6,35,1,0,0,1488249124612,1488249125211
6,36,0,1,0,1488249126179,1488249127045
6,37,1,1,1,1488249128012,1488249128846
6,38,1,0,0,1488249129845,1488249130978
6,39,0,0,1,1488249131945,1488249132878
6,40,0,1,0,1488249133845,1488249134812
6,41,1,1,1,1488249135813,1488249136545
6,42,1,1,1,1488249137547,1488249138145
6,43,1,0,0,1488249139113,1488249140046
6,44,0,0,1,1488249141045,1488249142278
6,45,0,0,1,1488249143245,1488249144045
6,46,1,1,1,1488249145013,1488249145847
6,47,1,1,1,1488249146814,1488249147479
