%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,4A,4A,,,0,1488246919389,,1488246921752,1488246925319
3,1,2,F3,F3,,,0,1488246927323,,1488246929651,1488246932052
3,2,3,CDF,CDF,,,0,1488246934025,,1488246937519,1488246940069
3,3,3,DAF,DAF,,,0,1488246942040,,1488246945537,1488246947636
10,0,0,,,1,1,0,1488246973338,1488246973338,1488246945537,1488246979372
10,1,0,,,1,1,0,1488246981572,1488246981572,1488246945537,1488246987105
10,2,0,,,0,0,0,1488246989074,1488246989074,1488246945537,1488246991306
10,3,0,,,1,1,0,1488246993306,1488246993306,1488246945537,1488246996972
10,4,0,,,0,0,0,1488246998941,1488246998941,1488246945537,1488247004405
10,5,0,,,0,0,0,1488247006373,1488247006373,1488246945537,1488247011040
10,6,0,,,1,1,0,1488247013008,1488247013008,1488246945537,1488247017906
10,7,0,,,0,0,0,1488247019875,1488247019875,1488246945537,1488247022274
10,8,0,,,0,1,0,1488247024242,1488247024242,1488246945537,1488247031341
10,9,0,,,1,1,0,1488247033526,1488247033526,1488246945537,1488247036924
10,10,0,,,1,1,0,1488247039108,1488247039108,1488246945537,1488247042375
10,11,0,,,0,0,0,1488247044343,1488247044343,1488246945537,1488247046674
10,12,0,,,0,0,0,1488247048642,1488247048642,1488246945537,1488247054343
10,13,0,,,1,1,0,1488247056545,1488247056545,1488246945537,1488247058942
10,14,0,,,1,1,0,1488247060910,1488247060909,1488246945537,1488247064643
10,15,0,,,1,1,0,1488247066844,1488247066844,1488246945537,1488247070476
13,0,2,82,82,01,01,0,1488247114050,1488247122634,1488247126134,1488247130230
13,1,2,4A,4A,11,11,0,1488247132436,1488247142303,1488247147435,1488247149831
13,2,2,F3,F3,00,Z0,0,1488247151804,1488247162938,1488247165270,1488247167998
14,0,5,7962C,31A9,00111,00111,1,1488247179020,1488247197423,1488247199389,1488247213150
14,1,5,20931,30A1,00001,00011,0,1488247215124,1488247234823,1488247238992,1488247244952
14,2,3,E1D,E1D,111,111,0,1488247247142,1488247256876,1488247258476,1488247262238
14,3,3,8D5,ED5,000,000,0,1488247264475,1488247274143,1488247277809,1488247281572
14,4,4,75A1,57A1,1010,1010,0,1488247283545,1488247297711,1488247299577,1488247307539
14,5,2,24,24,10,10,0,1488247309744,1488247315913,1488247320345,1488247324775
14,6,4,5AC9,5AC9,1111,1111,0,1488247326747,1488247341146,1488247342547,1488247345575
14,7,3,F65,F54,001,001,1,1488247347781,1488247357215,1488247362181,1488247372643
14,8,5,F6D01,F5C7,00100,00100,0,1488247374614,1488247394483,1488247398251,1488247404078
14,9,2,58,54,11,11,0,1488247406283,1488247412118,1488247414751,1488247417779
14,10,4,FEDA,FEDA,0010,0010,0,1488247419752,1488247432786,1488247434018,1488247436346
14,11,2,1B,1B,01,01,0,1488247438318,1488247443153,1488247444554,1488247447847
