%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,21,21,,,0,1486155937687,,1486155940082,1486155952349
3,1,2,CA,CA,,,0,1486155954388,,1486155956716,1486155959750
3,2,3,D76,D76,,,0,1486155961755,,1486155965317,1486155968084
3,3,3,56A,56A,,,0,1486155970088,,1486155973651,1486155975717
10,0,0,,,0,0,0,1486156045991,1486156045989,1486155973651,1486156051722
10,1,0,,,0,0,0,1486156053722,1486156053722,1486155973651,1486156057555
10,2,0,,,0,0,0,1486156059556,1486156059556,1486155973651,1486156063289
10,3,0,,,1,1,0,1486156065290,1486156065290,1486155973651,1486156069022
10,4,0,,,1,1,0,1486156070990,1486156070990,1486155973651,1486156074623
10,5,0,,,1,1,0,1486156076623,1486156076623,1486155973651,1486156080025
10,6,0,,,0,0,0,1486156082024,1486156082024,1486155973651,1486156085057
10,7,0,,,0,0,0,1486156087024,1486156087024,1486155973651,1486156091590
10,8,0,,,0,0,0,1486156093558,1486156093558,1486155973651,1486156096624
10,9,0,,,1,1,0,1486156098625,1486156098625,1486155973651,1486156102524
10,10,0,,,1,1,0,1486156104525,1486156104525,1486155973651,1486156107958
10,11,0,,,1,1,0,1486156109959,1486156109959,1486155973651,1486156114158
10,12,0,,,1,1,0,1486156116159,1486156116159,1486155973651,1486156119559
10,13,0,,,0,0,0,1486156121527,1486156121527,1486155973651,1486156123292
10,14,0,,,0,0,0,1486156125293,1486156125293,1486155973651,1486156128093
10,15,0,,,1,1,0,1486156130094,1486156130093,1486155973651,1486156134393
13,0,2,62,52,10,10,0,1486156215101,1486156221469,1486156223737,1486156226999
13,1,2,E9,E9,11,11,0,1486156229002,1486156234903,1486156237104,1486156238699
13,2,2,18,18,10,10,0,1486156240703,1486156247404,1486156249004,1486156250733
14,0,5,46ACF,46AF,00100,00101,0,1486156271205,1486156288606,1486156291574,1486156295185
14,1,2,04,04,01,01,0,1486156297190,1486156302924,1486156304392,1486156308020
14,2,4,A32D,A32D,1110,1110,0,1486156309990,1486156324691,1486156326859,1486156330787
14,3,2,34,34,11,11,0,1486156332792,1486156339059,1486156340892,1486156344122
14,4,2,72,72,01,01,0,1486156346093,1486156351693,1486156355093,1486156358022
14,5,4,FB46,B76,1011,1011,0,1486156359993,1486156376594,1486156379361,1486156383823
14,6,3,F76,F76,001,001,0,1486156385796,1486156394895,1486156398430,1486156401624
14,7,5,6710C,6718,00100,00100,0,1486156403596,1486156423431,1486156426431,1486156433560
14,8,5,7196A,7196A,11110,11110,0,1486156435564,1486156458333,1486156460333,1486156462928
14,9,4,2965,25865,1000,1000,1,1486156464900,1486156477433,1486156480634,1486156490563
14,10,3,5AC,5AC,101,101,0,1486156492568,1486156503035,1486156506536,1486156513098
14,11,3,60D,60D,000,000,0,1486156515102,1486156524070,1486156527238,1486156529065
