%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486143449449,1486143457148
1,1,34,34,0,1486143458150,1486143465082
2,0,52,52,0,1486143472050,1486143480449
2,1,36,36,0,1486143481451,1486143489050
2,2,368,368,0,1486143490018,1486143499517
2,3,208,208,0,1486143500519,1486143509918
2,4,2306,2306,0,1486143510886,1486143521585
2,5,5047,5047,0,1486143522587,1486143534419
2,6,41075,41075,0,1486143535388,1486143549353
2,7,31620,31620,0,1486143550355,1486143564054
2,8,281376,281367,0,1486143565056,1486143585022
2,9,816508,816508,0,1486143585990,1486143602489
2,10,4806317,4806375,0,1486143603492,1486143621124
2,11,0851680,0851680,0,1486143622126,1486143639258
2,12,47081536,4835760,0,1486143640260,1486143662493
2,13,25408016,25480361,0,1486143663462,1486143683579
3,0,60,06,0,1486143715547,1486143722113
3,1,24,42,0,1486143723115,1486143730113
4,0,51,15,0,1486143735349,1486143742481
4,1,37,73,0,1486143743450,1486143749581
4,2,630,036,0,1486143750549,1486143759515
4,3,580,085,0,1486143760517,1486143769415
4,4,5683,3865,0,1486143770384,1486143781316
4,5,2841,1482,0,1486143782319,1486143797284
4,6,47812,21874,0,1486143798252,1486143815686
4,7,03415,51430,0,1486143816687,1486143830252
4,8,507613,316705,0,1486143831254,1486143847487
4,9,073280,082730,0,1486143848488,1486143866355
4,10,4083671,1763420,0,1486143867323,1486143884422
4,11,8027308,8023,0,1486143885424,1486143906757
