%Recollect Version 2.3; iPad: ; User: Rlb105; Session: 20
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,1,20,0,0.5,2,5,algoNotBayesian
32,1,20,0,1,2,5,algoNotBayesian
32,1,20,0,0.4285714,3,5,algoNotBayesian
32,1,20,0,0.6666667,3,5,algoNotBayesian
32,1,20,0,0.4285714,3,5,algoNotBayesian
32,1,20,0,0.6666667,3,5,algoNotBayesian
32,1,20,0,0,4,5,algoNotBayesian
32,1,20,0,0.7142857,3,5,algoNotBayesian
32,1,20,0,0,4,5,algoNotBayesian
32,1,20,0,0.4285714,3,5,algoNotBayesian
32,1,20,0,0,3,5,algoNotBayesian
32,1,20,0,1,2,5,algoNotBayesian
32,1,20,0,0.1,3,5,algoNotBayesian
32,1,20,0,0.1428571,2,5,algoNotBayesian
32,1,20,0,0.125,2,5,algoNotBayesian
32,1,20,0,0.8333333,2,5,algoNotBayesian
32,1,20,0,0.7142857,3,5,algoNotBayesian
32,1,21,0,0.4285714,3,5,algoNotBayesian
32,1,21,0,0.2222222,3,5,algoNotBayesian
32,1,21,0,0.1666667,2,5,algoNotBayesian
32,1,21,0,0.5,2,5,algoNotBayesian
32,1,21,0,0.5714286,2,5,algoNotBayesian
32,1,21,0,0.7142857,2,5,algoNotBayesian
32,1,21,0,0.8333333,3,5,algoNotBayesian
32,1,21,0,0.125,4,5,algoNotBayesian
32,1,21,0,0.5714286,3,5,algoNotBayesian
32,1,21,0,0,3,5,algoNotBayesian
32,1,21,0,0,2,5,algoNotBayesian
32,1,21,0,0.2222222,2,5,algoNotBayesian
32,1,21,0,0.7142857,2,5,algoNotBayesian
32,1,21,0,0.3333333,3,5,algoNotBayesian
32,1,21,0,0.6666667,3,5,algoNotBayesian
32,1,21,0,0.1111111,4,5,algoNotBayesian
32,1,21,0,0.5555556,3,5,algoNotBayesian
