%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 2
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,,,1487035692185,1487035695188,1487035700602
1,G4,G,4,1487035703620,1487035706622,1487035717938
2,3W5,W,35,1487035719470,1487035723972,1487035733129
3,T7L,TL,7,1487035734654,1487035739156,1487035749907
4,1JA,JA,1,1487035752939,1487035757440,1487035761867
0,L2,L,2,1487035768157,1487035771159,1487035775468
1,6P,P,6,1487035776990,1487035779992,1487035784107
2,B5,B,5,1487035785607,1487035788609,1487035792758
3,F7L,LF,7,1487035794291,1487035798793,1487035804469
4,R4D,DR,4,1487035805992,1487035810493,1487035815352
5,H18,H,81,1487035816876,1487035821378,1487035834893
6,T9A3,AT,93,1487035836427,1487035842429,1487035855601
7,V1J5,JV,15,1487035857128,1487035863130,1487035871151
8,7N4L,LN,74,1487035872679,1487035878681,1487035887030
9,8D6G1,G,861,1487035888530,1487035896032,1487035910864
10,K2C7S,SCK,27,1487035912398,1487035919894,1487035936715
11,5P3Y9,YP,539,1487035938244,1487035945745,1487035958752
