%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486166554116,1486166560581
1,1,34,34,0,1486166561583,1486166567748
2,0,52,52,0,1486166577518,1486166583883
2,1,36,36,0,1486166584851,1486166591183
2,2,368,368,0,1486166592151,1486166600050
2,3,208,208,0,1486166601019,1486166609551
2,4,2306,2306,0,1486166610552,1486166620951
2,5,5047,5047,0,1486166621920,1486166632019
2,6,41075,41075,0,1486166632987,1486166644686
2,7,31620,31620,0,1486166645655,1486166657886
2,8,281376,281376,0,1486166658856,1486166673021
2,9,816508,861504,0,1486166674024,1486166691355
2,10,4806317,4086137,0,1486166692358,1486166710423
2,11,0851680,0581670,0,1486166711425,1486166733624
3,0,60,06,0,1486166742360,1486166748758
3,1,24,42,0,1486166749760,1486166757992
4,0,51,15,0,1486166763994,1486166770727
4,1,37,73,0,1486166771695,1486166777860
4,2,630,036,0,1486166778829,1486166787294
4,3,580,085,0,1486166788263,1486166796461
4,4,5683,3865,0,1486166797429,1486166807628
4,5,2841,1482,0,1486166808630,1486166818796
4,6,47812,21874,0,1486166819765,1486166835864
4,7,03415,51430,0,1486166836865,1486166849131
4,8,507613,316750,0,1486166850133,1486166864265
4,9,073280,037580,1,1486166865234,1486166885233
