%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 2
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1487029271388,1487029274390,1487029281631
1,G4,G,4,1487029283155,1487029286157,1487029291260
2,3W5,W,35,1487029292789,1487029297292,1487029303407
3,T7L,LT,7,1487029304940,1487029309441,1487029315283
4,1JA,AJ,1,1487029316808,1487029321309,1487029326000
0,F4,F,4,1487029332792,1487029335793,1487029340159
1,1J,J,1,1487029341692,1487029344694,1487029349124
2,A7,A,7,1487029350643,1487029353644,1487029357618
3,L1H,HL,1,1487029359143,1487029363645,1487029369334
4,T2S,ST,2,1487029370860,1487029375362,1487029384445
5,K43,K,34,1487029385978,1487029390480,1487029394318
6,R5B2,BR,25,1487029395845,1487029401848,1487029407186
7,N3L9,LN,39,1487029408713,1487029414715,1487029420350
8,5V8P,LV,58,1487029421880,1487029427881,1487029434797
9,4M7S1,FN,147,1487029436331,1487029443833,1487029453673
10,L3E1D,FT,34,1487029455199,1487029462700,1487029488017
11,9M6K2,FK,29,1487029489550,1487029497053,1487029505906
