%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486141362754,1486141365721,1486141373966
1,G4,G,4,1486141375487,1486141378489,1486141382481
2,3W5,W,35,1486141384005,1486141388506,1486141392622
3,T7L,TL,7,1486141394155,1486141398657,1486141404079
4,1JA,JA,1,1486141407106,1486141411608,1486141416606
0,F4,F,4,1486141423341,1486141426342,1486141430657
1,1J,J,1,1486141432191,1486141435193,1486141438878
2,A7,A,7,1486141440408,1486141443409,1486141447075
3,L1H,HL,1,1486141448608,1486141453110,1486141459809
4,T2S,ST,4,1486141461343,1486141465845,1486141474662
5,K43,K,43,1486141476193,1486141480695,1486141484401
6,R5B2,BR,52,1486141485927,1486141491929,1486141500818
7,N3L9,LN,39,1486141502345,1486141508346,1486141513817
8,5V8P,PV,58,1486141515345,1486141521349,1486141528989
9,4M7S1,MS,41,1486141530513,1486141538015,1486141561381
10,L3E1D,DEL,31,1486141562915,1486141570416,1486141585120
11,9M6K2,HMK,576,1486141586649,1486141594151,1486141633502
