%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486400960575,1486400967674
1,1,34,34,0,1486400968643,1486400974842
2,0,15,15,0,1486400977477,1486400984208
2,1,73,73,0,1486400985177,1486400991642
2,2,164,164,0,1486400992644,1486401000576
2,3,705,705,0,1486401001545,1486401010844
2,4,2173,2173,0,1486401011812,1486401022777
2,5,1504,1504,0,1486401023746,1486401035079
2,6,42350,42350,0,1486401036046,1486401048612
2,7,24061,24061,0,1486401049581,1486401062146
2,8,061743,061743,0,1486401063115,1486401077380
2,9,625037,625043434444,0,1486401078349,1486401096898
2,10,7152305,7145032,0,1486401097868,1486401116932
2,11,3157264,31520674,0,1486401117901,1486401134300
3,0,60,60,0,1486401139003,1486401145701
3,1,24,24,0,1486401146670,1486401152835
4,0,25,52,0,1486401161442,1486401167735
4,1,63,36,0,1486401168738,1486401174936
4,2,574,475,0,1486401175906,1486401184003
4,3,207,702,0,1486401184972,1486401193504
4,4,7305,5037,0,1486401194509,1486401204171
4,5,4130,0314,0,1486401205140,1486401215405
4,6,35741,14753,0,1486401216373,1486401228739
4,7,70526,62507,0,1486401229708,1486401243440
4,8,607251,152706,0,1486401244408,1486401258740
4,9,270643,346072,0,1486401259709,1486401274841
4,10,0416327,2761304,1,1486401275810,1486401296643
4,11,5632041,5602431,0,1486401297611,1486401314010
