%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,6,1486161907473,-1,1486161906940
6,0,2,1,1,0,2,1486161910506,-1,1486161909976
6,0,3,1,1,0,4,1486161913573,-1,1486161913043
6,0,4,1,1,1,4,1486161916640,1486161917607,1486161916109
6,0,5,1,1,0,1,1486161919673,-1,1486161919143
6,0,6,1,1,0,5,1486161922740,-1,1486161922209
6,0,7,1,1,1,5,1486161925774,1486161926841,1486161925243
6,0,8,1,1,0,0,1486161928841,-1,1486161928310
6,0,9,1,1,0,7,1486161931874,-1,1486161931343
6,0,10,1,1,0,4,1486161934941,-1,1486161934410
6,0,11,1,1,1,4,1486161937975,1486161938975,1486161937444
6,1,1,1,1,3,4,1486161943508,-1,1486161942975
6,1,2,1,1,0,1,1486161946509,-1,1486161946011
6,1,3,1,1,1,1,1486161949575,1486161950576,1486161949044
6,1,4,1,1,0,7,1486161952609,-1,1486161952112
6,1,5,1,1,0,0,1486161955676,-1,1486161955145
6,1,6,1,1,1,0,1486161958742,1486161959276,1486161958212
6,1,7,1,1,0,7,1486161961777,-1,1486161961245
6,1,8,1,0,1,7,1486161964846,-1,1486161964326
6,1,9,1,1,0,2,1486161967913,-1,1486161967383
6,1,10,1,1,1,2,1486161970980,1486161971680,1486161970448
6,1,11,1,1,0,1,1486161974013,-1,1486161973483
6,1,12,1,1,0,5,1486161977047,-1,1486161976516
6,1,13,1,1,0,2,1486161980080,-1,1486161979582
6,1,14,1,1,0,4,1486161983147,-1,1486161982616
6,1,15,1,1,1,4,1486161986214,1486161986848,1486161985683
6,1,16,1,1,0,2,1486161989281,-1,1486161988750
6,1,17,1,1,0,0,1486161992314,-1,1486161991784
6,1,18,1,1,0,5,1486161995348,-1,1486161994817
6,1,19,1,1,1,5,1486161998381,1486161999148,1486161997883
6,1,20,1,1,0,7,1486162001415,-1,1486162000885
6,1,21,1,1,0,6,1486162004449,-1,1486162003917
6,2,1,2,1,3,1,1486162018416,-1,1486162017883
6,2,2,2,1,3,5,1486162021449,-1,1486162020918
6,2,3,2,1,0,3,1486162024483,-1,1486162023952
6,2,4,2,1,1,5,1486162027549,1486162028483,1486162027020
6,2,5,2,1,0,4,1486162030550,-1,1486162030052
6,2,6,2,1,0,7,1486162033617,-1,1486162033087
6,2,7,2,1,0,0,1486162036651,-1,1486162036152
6,2,8,2,1,0,2,1486162039717,-1,1486162039186
6,2,9,2,1,0,1,1486162042784,-1,1486162042253
6,2,10,2,1,1,2,1486162045817,1486162046751,1486162045286
6,2,11,2,1,0,7,1486162048884,-1,1486162048354
6,2,12,2,0,1,2,1486162051918,-1,1486162051386
6,3,1,2,0,3,1,1486162057785,-1,1486162057252
6,3,2,2,0,3,4,1486162060818,-1,1486162060288
6,3,3,2,1,0,2,1486162063852,-1,1486162063322
6,3,4,2,1,0,0,1486162066885,-1,1486162066356
6,3,5,2,1,0,6,1486162069919,-1,1486162069388
6,3,6,2,1,1,0,1486162072952,1486162073886,1486162072421
6,3,7,2,1,0,7,1486162075986,-1,1486162075455
6,3,8,2,0,1,0,1486162079019,-1,1486162078521
6,3,9,2,0,1,7,1486162082087,-1,1486162081555
6,3,10,2,1,0,4,1486162085153,-1,1486162084622
6,3,11,2,1,1,7,1486162088220,1486162089020,1486162087689
6,3,12,2,1,0,0,1486162091220,-1,1486162090724
6,3,13,2,1,1,7,1486162094287,1486162094987,1486162093756
6,3,14,2,1,0,4,1486162097320,-1,1486162096790
6,3,15,2,1,1,7,1486162100387,1486162101120,1486162099856
6,3,16,2,1,0,3,1486162103420,-1,1486162102890
6,3,17,2,1,0,6,1486162106488,-1,1486162105957
6,3,18,2,1,0,0,1486162109554,-1,1486162109025
6,3,19,2,1,0,7,1486162112588,-1,1486162112058
6,3,20,2,1,0,2,1486162115621,-1,1486162115090
6,3,21,2,1,0,6,1486162118622,-1,1486162118124
6,3,22,2,1,0,3,1486162121655,-1,1486162121158
6,4,1,3,1,3,5,1486162143689,-1,1486162143157
6,4,2,3,1,3,6,1486162146757,-1,1486162146227
6,4,3,3,1,3,0,1486162149790,-1,1486162149259
6,4,4,3,1,1,5,1486162152823,1486162153790,1486162152294
6,4,5,3,1,1,6,1486162155857,1486162157057,1486162155326
6,4,6,3,1,0,7,1486162158890,-1,1486162158359
6,4,7,3,1,0,2,1486162161957,-1,1486162161426
6,4,8,3,1,0,4,1486162164991,-1,1486162164460
6,4,9,3,1,1,7,1486162168024,1486162168891,1486162167494
6,4,10,3,1,0,0,1486162171058,-1,1486162170527
6,4,11,3,1,0,0,1486162174124,-1,1486162173594
6,4,12,3,1,0,6,1486162177158,-1,1486162176627
6,4,13,3,1,0,6,1486162180192,-1,1486162179694
6,5,1,3,1,3,0,1486162185958,-1,1486162185426
6,5,2,3,1,3,7,1486162188992,-1,1486162188461
6,5,3,3,1,3,4,1486162192025,-1,1486162191495
6,5,4,3,1,0,5,1486162195059,-1,1486162194529
6,5,5,3,1,0,3,1486162198092,-1,1486162197561
6,5,6,3,1,0,6,1486162201126,-1,1486162200596
6,5,7,3,1,1,5,1486162204193,1486162205027,1486162203662
6,5,8,3,1,0,7,1486162207226,-1,1486162206696
6,5,9,3,1,0,7,1486162210260,-1,1486162209730
6,5,10,3,1,1,5,1486162213327,1486162214260,1486162212796
6,5,11,3,1,1,7,1486162216360,1486162217961,1486162215829
6,5,12,3,1,0,2,1486162219427,-1,1486162218896
6,5,13,3,0,0,4,1486162222460,1486162223461,1486162221930
6,5,14,3,1,1,7,1486162225527,1486162226761,1486162224997
6,5,15,3,1,0,0,1486162228561,-1,1486162228035
6,5,16,3,1,0,5,1486162231628,-1,1486162231098
6,5,17,3,1,0,6,1486162234661,-1,1486162234130
6,5,18,3,1,0,3,1486162237728,-1,1486162237198
6,5,19,3,1,0,2,1486162240761,-1,1486162240231
6,5,20,3,1,1,6,1486162243795,1486162244328,1486162243265
6,5,21,3,1,0,1,1486162246862,-1,1486162246331
6,5,22,3,1,0,0,1486162249929,-1,1486162249398
6,5,23,3,1,1,6,1486162252962,1486162253763,1486162252431
6,6,1,4,1,3,1,1486162259496,-1,1486162258964
6,6,2,4,1,3,2,1486162262563,-1,1486162262033
6,6,3,4,1,3,3,1486162265630,-1,1486162265100
6,6,4,4,1,3,7,1486162268663,-1,1486162268132
6,6,5,4,1,0,4,1486162271697,-1,1486162271167
6,6,6,4,1,0,4,1486162274763,-1,1486162274232
6,6,7,4,0,0,6,1486162277830,1486162278897,1486162277301
6,6,8,4,0,0,1,1486162280864,1486162281697,1486162280367
6,6,9,4,1,0,0,1486162283931,-1,1486162283401
6,6,10,4,1,0,7,1486162286964,-1,1486162286433
6,6,11,4,1,1,6,1486162290031,1486162291098,1486162289500
6,6,12,4,0,0,7,1486162293065,1486162295265,1486162292534
6,6,13,4,1,1,0,1486162296131,1486162297065,1486162295601
6,6,14,4,1,0,4,1486162299165,-1,1486162298634
6,6,15,4,1,0,5,1486162302198,-1,1486162301682
6,6,16,4,1,1,7,1486162305265,1486162306499,1486162304735
6,6,17,4,1,0,1,1486162308299,-1,1486162307768
6,6,18,4,1,0,7,1486162311366,-1,1486162310836
6,6,19,4,1,1,5,1486162314432,1486162315233,1486162313901
6,6,20,4,0,0,3,1486162317466,1486162318567,1486162316937
6,6,21,4,0,1,1,1486162320499,-1,1486162319969
6,6,22,4,1,0,4,1486162323566,-1,1486162323035
6,6,23,4,1,0,6,1486162326600,-1,1486162326102
6,6,24,4,1,1,3,1486162329667,1486162330834,1486162329135
6,7,1,1,1,3,0,1486162337567,-1,1486162337034
6,7,2,1,1,1,0,1486162340634,1486162341367,1486162340103
6,7,3,1,1,0,7,1486162343667,-1,1486162343136
6,7,4,1,1,0,4,1486162346734,-1,1486162346204
6,7,5,1,1,0,6,1486162349801,-1,1486162349270
6,7,6,1,1,0,3,1486162352834,-1,1486162352303
6,7,7,1,1,0,2,1486162355901,-1,1486162355371
6,7,8,1,1,0,0,1486162358935,-1,1486162358404
6,7,9,1,1,1,0,1486162361968,1486162363169,1486162361439
6,7,10,1,1,0,2,1486162365035,-1,1486162364504
6,7,11,1,1,0,6,1486162368069,-1,1486162367538
6,7,12,1,1,0,7,1486162371102,-1,1486162370571
6,7,13,1,1,0,5,1486162374103,-1,1486162373605
6,7,14,1,1,1,5,1486162377169,1486162378203,1486162376638
6,7,15,1,1,1,5,1486162380203,1486162381936,1486162379705
6,7,16,1,1,0,2,1486162383270,-1,1486162382738
6,7,17,1,1,0,1,1486162386270,-1,1486162385773
6,7,18,1,1,1,1,1486162389303,1486162390270,1486162388805
6,7,19,1,1,0,6,1486162392304,-1,1486162391806
6,7,20,1,1,1,6,1486162395370,1486162396038,1486162394839
6,7,21,1,1,0,7,1486162398437,-1,1486162397907
6,8,1,2,1,3,0,1486162403137,-1,1486162402605
6,8,2,2,1,3,7,1486162406171,-1,1486162405640
6,8,3,2,1,1,0,1486162409204,1486162410105,1486162408674
6,8,4,2,1,1,7,1486162412238,1486162413238,1486162411707
6,8,5,2,1,2,7,1486162415305,-1,1486162414774
6,8,6,2,1,0,1,1486162418371,-1,1486162417841
6,8,7,2,1,2,1,1486162421405,-1,1486162420875
6,8,8,2,1,1,1,1486162424472,1486162425339,1486162423941
6,8,9,2,1,2,2,1486162427505,-1,1486162426975
6,8,10,2,1,0,3,1486162430573,-1,1486162430041
6,8,11,2,1,1,2,1486162433639,1486162434473,1486162433109
6,8,12,2,1,0,0,1486162436673,-1,1486162436141
6,8,13,2,1,0,7,1486162439706,-1,1486162439176
6,8,14,2,1,2,2,1486162442740,-1,1486162442242
6,8,15,2,1,2,2,1486162445773,-1,1486162445242
6,8,16,2,1,0,5,1486162448807,-1,1486162448310
6,8,17,2,1,0,1,1486162451873,-1,1486162451343
6,8,18,2,1,2,2,1486162454907,-1,1486162454377
6,8,19,2,1,0,6,1486162457974,-1,1486162457443
6,8,20,2,1,0,4,1486162461007,-1,1486162460477
6,8,21,2,1,1,6,1486162464041,1486162465008,1486162463510
6,8,22,2,1,1,4,1486162467074,1486162468375,1486162466543
6,9,1,3,1,3,6,1486162471941,-1,1486162471409
6,9,2,3,1,3,7,1486162475008,-1,1486162474477
6,9,3,3,1,3,5,1486162478075,-1,1486162477544
6,9,4,3,1,0,5,1486162481108,-1,1486162480578
6,9,5,3,1,0,4,1486162484142,-1,1486162483611
6,9,6,3,1,1,5,1486162487175,1486162488009,1486162486644
6,9,7,3,1,1,5,1486162490242,1486162491643,1486162489711
6,9,8,3,1,2,5,1486162493276,-1,1486162492745
6,9,9,3,1,0,3,1486162496310,-1,1486162495778
6,9,10,3,1,2,0,1486162499377,-1,1486162498846
6,9,11,3,0,2,3,1486162502443,1486162504043,1486162501912
6,9,12,3,1,0,6,1486162505477,-1,1486162504946
6,9,13,3,0,2,3,1486162508477,1486162509444,1486162507979
6,9,14,3,0,2,6,1486162511543,1486162513210,1486162511013
6,9,15,3,1,1,6,1486162514577,1486162516411,1486162514046
6,9,16,3,1,0,0,1486162517610,-1,1486162517080
6,9,17,3,0,1,6,1486162520677,-1,1486162520147
6,9,18,3,1,0,5,1486162523711,-1,1486162523214
6,9,19,3,1,0,2,1486162526744,-1,1486162526214
6,9,20,3,1,0,1,1486162529778,-1,1486162529247
6,9,21,3,1,1,5,1486162532811,1486162533645,1486162532314
6,9,22,3,1,1,2,1486162535878,1486162536778,1486162535347
6,9,23,3,1,2,5,1486162538912,-1,1486162538380
