%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,EB,EB,,,0,1487034935903,,1487034938231,1487034941464
3,1,2,3B,3B,,,0,1487034943469,,1487034945798,1487034947666
3,2,3,4F2,4F2,,,0,1487034949636,,1487034953132,1487034955466
3,3,3,796,796,,,0,1487034957469,,1487034960965,1487034963099
10,0,0,,,0,0,0,1487034990003,1487034990001,1487034960965,1487034992401
10,1,0,,,0,0,0,1487034994368,1487034994368,1487034960965,1487034996701
10,2,0,,,1,1,0,1487034998702,1487034998702,1487034960965,1487035001903
10,3,0,,,1,1,0,1487035003902,1487035003902,1487034960965,1487035007735
10,4,0,,,1,1,0,1487035009735,1487035009735,1487034960965,1487035016068
10,5,0,,,0,0,0,1487035018036,1487035018036,1487034960965,1487035027736
10,6,0,,,1,1,0,1487035029737,1487035029736,1487034960965,1487035035469
10,7,0,,,1,1,0,1487035037437,1487035037437,1487034960965,1487035041670
10,8,0,,,1,Z,0,1487035043671,1487035043671,1487034960965,1487035053670
10,9,0,,,0,0,0,1487035055672,1487035055672,1487034960965,1487035059804
10,10,0,,,0,0,0,1487035061805,1487035061805,1487034960965,1487035067838
10,11,0,,,0,0,0,1487035069839,1487035069839,1487034960965,1487035072972
10,12,0,,,1,1,0,1487035074972,1487035074972,1487034960965,1487035078872
10,13,0,,,0,0,0,1487035080873,1487035080873,1487034960965,1487035083172
10,14,0,,,0,0,0,1487035085173,1487035085173,1487034960965,1487035087539
10,15,0,,,0,0,0,1487035089541,1487035089540,1487034960965,1487035091573
13,0,2,C8,88,10,10,0,1487035122363,1487035127796,1487035129396,1487035135492
13,1,2,12,12,10,10,0,1487035137496,1487035143164,1487035144265,1487035145692
13,2,2,E1,E1,10,10,0,1487035147665,1487035153497,1487035154632,1487035156694
14,0,3,BE0,BE0,111,111,0,1487035167932,1487035175298,1487035176866,1487035178528
14,1,2,95,95,10,10,0,1487035180502,1487035185066,1487035186101,1487035188795
14,2,3,0B4,0B4,000,000,0,1487035190801,1487035198000,1487035200034,1487035201829
14,3,3,172,172,001,001,0,1487035203833,1487035211535,1487035212668,1487035214563
14,4,4,AF81,AF81,1011,1011,0,1487035216568,1487035229802,1487035231037,1487035234564
14,5,4,D0B9,D1B9,0011,0011,1,1487035236536,1487035247670,1487035248870,1487035259533
14,6,2,B2,B2,10,10,0,1487035261503,1487035267103,1487035268170,1487035271266
14,7,4,2C56,2D4A,0100,0100,0,1487035273237,1487035285039,1487035286907,1487035290134
14,8,5,FCE05,FCE05,10011,10011,0,1487035292106,1487035305207,1487035306606,1487035311435
14,9,2,4F,4F,00,00,0,1487035313440,1487035317874,1487035319807,1487035322036
14,10,5,D09AB,D09BA,11011,11011,0,1487035324007,1487035339408,1487035340711,1487035347371
14,11,5,53B94,53B98,10000,10000,1,1487035349342,1487035363344,1487035364544,1487035375705
