%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,BD,BD,,,0,1486429738590,,1486429740953,1486429744987
3,1,2,90,90,,,0,1486429746992,,1486429749320,1486429751053
3,2,3,E6D,E6D,,,0,1486429753025,,1486429756554,1486429758420
3,3,3,A83,A83,,,0,1486429760425,,1486429763954,1486429765787
10,0,0,,,0,0,0,1486429793792,1486429793790,1486429763954,1486429797223
10,1,0,,,0,0,0,1486429799223,1486429799223,1486429763954,1486429803490
10,2,0,,,1,1,0,1486429805490,1486429805490,1486429763954,1486429807523
10,3,0,,,0,0,0,1486429809524,1486429809524,1486429763954,1486429811524
10,4,0,,,1,1,0,1486429813524,1486429813524,1486429763954,1486429818290
10,5,0,,,0,0,0,1486429820291,1486429820291,1486429763954,1486429822657
10,6,0,,,0,0,0,1486429824659,1486429824658,1486429763954,1486429829024
10,7,0,,,1,1,0,1486429831025,1486429831025,1486429763954,1486429832725
10,8,0,,,1,1,0,1486429834726,1486429834726,1486429763954,1486429836525
10,9,0,,,0,0,0,1486429838525,1486429838525,1486429763954,1486429840292
10,10,0,,,1,1,0,1486429842292,1486429842292,1486429763954,1486429845892
10,11,0,,,1,1,0,1486429847893,1486429847893,1486429763954,1486429850692
10,12,0,,,1,1,0,1486429852693,1486429852693,1486429763954,1486429854993
10,13,0,,,1,1,0,1486429856994,1486429856994,1486429763954,1486429859593
10,14,0,,,0,0,0,1486429861593,1486429861593,1486429763954,1486429865227
10,15,0,,,0,0,0,1486429867227,1486429867227,1486429763954,1486429869394
13,0,2,7E,7D,10,1Z,1,1486429902500,1486429908267,1486429913601,1486429922496
13,1,2,30,30,01,01,0,1486429924502,1486429931102,1486429932235,1486429934764
13,2,2,0E,2E,11,11,0,1486429936769,1486429941802,1486429943436,1486429945164
14,0,2,2F,2F,01,01,0,1486429956719,1486429962153,1486429963887,1486429965849
14,1,3,A51,A51,101,101,0,1486429967821,1486429975654,1486429977021,1486429979016
14,2,4,0241,0251,1001,1001,0,1486429981021,1486429995388,1486429997055,1486430000384
14,3,5,6B87E,6B5E,10000,10010,0,1486430002356,1486430017590,1486430018857,1486430023319
14,4,3,54B,65B,011,011,0,1486430025323,1486430036325,1486430037558,1486430040620
14,5,4,3CA5,2C65,0010,0010,1,1486430042591,1486430054458,1486430055827,1486430063222
14,6,3,CE8,AD8,111,111,0,1486430065226,1486430075126,1486430076426,1486430079889
14,7,4,80F7,80F7,1101,1101,0,1486430081893,1486430092394,1486430093761,1486430096156
14,8,2,05,05,10,10,0,1486430098128,1486430102861,1486430104061,1486430106757
14,9,5,0962B,0912B,00001,00001,0,1486430108762,1486430122996,1486430124097,1486430126458
14,10,5,20C8E,2149E,11000,11001,1,1486430128430,1486430143096,1486430145064,1486430151226
14,11,2,FE,FE,10,10,0,1486430153230,1486430159097,1486430161799,1486430164260
