%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 4
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,26,0,14,12,1,ebcjbaacgilbmceaaiefbpcaallbbgdcinidcbnnclleahfc,100100001110101001110100001000000000000000000000
1,13,0,8,4,2,edcbchableacclagbpabhckgmcadllibaglbbcdcibpilhnj,110001001000000000000000000000000000000000000000
2,36,0,18,18,1,gchijbhaacmjbbgojbcfeacnaiagbnbcciaodbcilfaahhpd,101110100011001110011001010001000101100000000000
3,35,3,12,20,1,ncefecbbggnmaaeahaochpfmblmcppbcmahbaicbcmkanalb,101110001111001010111111011011011001000000000000
4,28,2,12,14,1,cagonhbcbahnbckpmancmepeabhccfeaopbabknhocbaeibh,101111000011001110101011001010000000000000000000
5,33,0,17,17,0,npcabcnhaikobobcjjnafcbabbolacnfadciacpmbfifnnce,110000110111010011101000001100110100000000000000
6,31,0,13,19,0,hopejldccabhbiakkkjmcbpakbamcaimcbdbcackaoapklob,111111100001010111110010100100110000000000000000
7,29,0,13,15,2,bifbaacopmcmpcodfeebabngackhciaambbedeccdcmeeaam,011000001101101111100011001001000000000000000000
8,38,0,19,16,4,lokacpbbcokjaaecgnfhjbbafcbplcbacfmadapcfjbenfla,111001000111001001001000000110000110101000000000
9,27,2,10,13,3,podjbeeaajbehcjeclbcnbalacjenebmncanogabkcaeclcb,110101100101001101011011000100000000000000000000
10,34,1,13,18,3,nbhcjbcijoaagcbcnadkjkajljbojaamkgkceecdnobbabcc,100010011100101010111101110110001010000000000000
11,30,2,10,18,1,ngohokacaicpdlfoklbbanbahkcljbcacmcbiabjbaabengh,111111000101110111000101110110100000000000000000
