% Tunnel Log: 
% debug seed: 1416855913
%
% SegEncNW { '0'=no panel, '1'=empty panel, '2'=player, '3'=match, '4'=nonmatch, '5'=obstacle, '6'=time warp }
% SegEncN
% SegEncNE
% SegEncE
% SegEncSE
% SegEncS
% SegEncSW
% SegEncW
% Event Number { 0, inf }
% Level Number { 0, inf }
% Task Type { 0=Color/Sound, 1=Shape/Sound, 2=Sound, 3=Holdout, 4=Recess }
% N-Back { 0, inf }
% Player Roll Base { 0, 359 }
% Player Roll Offset { 0, 359 }
% Player Roll Speed { -inf, inf }
% Player Loc { 0=Northwest ... 7=West }
% Pod Loc { -1=N/A, 0=Northwest ... 7=West }
% Pod Color { -1, inf }
% Pod Shape { -1, inf }
% Pod Sound { -1, inf }
% Pod Match { -1=N/A, 0=No, 1=Yes }
% Pod Taken { -1=N/A, 0=No, 1=Yes }
% Pod Zapped { -1=N/A, 0=No, 1=Yes }
% Timestamp (ms)
% Num Obstacles { 0, inf }
% Min Speed { 0, inf }
% Max Speed { 0, inf }
% Base Speed { 0, inf }
% Final Speed { 0, inf }
% Segment Direction { 0=Northwest ... 7=West }
% Segment Angle { 0, inf }
% Segment Panels { 0, inf }
%
% SegEncNW SecEncN SegEncNE SegEncE SegEncSE SegEncS SegEncSW SegEncW EventNumber LevelNumber TaskType N-Back PlayerRollBase PlayerRollOffset PlayerRollSpeed PlayerLoc PodLoc PodColor PodShape PodSound PodMatch PodTaken PodZapped Timestamp NumObs MinSpeed MaxSpeed BaseSpeed FinalSpeed SegmentDir SegmentAngle SegmentPanels
0 0 0 1 1 2 1 1 0 0 0 4 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 162339 0 10 40 25 60 0 1 5
0 0 0 1 1 2 1 1 0 0 0 4 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 162505 0 10 40 25 60 0 1 5
0 0 0 1 1 2 1 1 0 0 0 4 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 162705 0 10 40 25 40.5555 0 1 5
0 0 0 1 1 2 1 1 0 0 0 4 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 163072 0 10 40 25 25 0 1 5
0 0 0 1 1 2 1 1 0 0 0 4 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 163472 0 10 40 25 25 4 3 5
0 0 0 1 1 2 1 1 0 0 0 4 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 163872 0 10 40 25 25 4 3 5
0 0 0 1 1 2 1 1 0 0 0 4 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 164272 0 10 40 25 25 4 3 5
0 0 0 1 1 2 1 1 0 0 0 4 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 164672 0 10 40 25 25 4 3 5
0 0 0 1 1 2 1 1 0 0 0 4 4 0 0 5 -1 -1 -1 -1 -1 -1 -1 165072 0 10 40 25 25 6 2 5
0 0 0 1 1 1 2 1 0 0 0 4 39 0 0 6 -1 -1 -1 -1 -1 -1 -1 165473 0 10 40 25 25 6 2 5
0 0 0 1 1 1 4 1 0 0 0 4 45 0 0 6 6 3 5 3 0 1 0 165873 0 10 40 25 25 6 2 5
0 0 0 1 1 1 2 1 0 0 0 4 44 0 0 6 -1 -1 -1 -1 -1 -1 -1 166273 0 10 40 25 25 6 2 5
0 0 0 1 1 5 2 5 0 0 0 4 44 0 0 6 -1 -1 -1 -1 -1 -1 -1 166673 2 10 40 25 25 4 2 5
0 0 0 1 1 1 2 1 0 0 0 4 62 1 0 6 -1 -1 -1 -1 -1 -1 -1 167073 0 10 40 25 25 4 2 5
0 0 0 1 1 1 1 4 0 0 0 4 75 0 0 7 7 1 5 1 0 1 0 167473 0 10 40 25 25 4 2 5
0 0 0 1 1 1 1 2 0 0 0 4 76 0 0 7 -1 -1 -1 -1 -1 -1 -1 167873 0 10 40 25 25 4 2 5
0 0 0 1 5 5 1 2 0 0 0 4 73 0 0 7 -1 -1 -1 -1 -1 -1 -1 168273 2 10 40 25 25 8 0 5
0 0 0 1 1 1 1 2 0 0 0 4 81 1 37 7 -1 -1 -1 -1 -1 -1 -1 168673 0 10 40 25 25 0 1 5
0 0 0 1 1 1 1 4 0 0 0 4 82 0 0 7 7 3 5 3 0 1 0 169073 0 10 40 25 25 0 1 5
0 0 0 1 1 1 2 1 0 0 0 4 31 -1 0 6 -1 -1 -1 -1 -1 -1 -1 169473 0 10 40 25 25 0 1 5
0 0 0 5 1 1 2 5 0 0 0 4 28 1 0 6 -1 -1 -1 -1 -1 -1 -1 169874 2 10 40 25 25 0 1 5
0 0 0 1 1 1 2 1 0 0 0 4 45 0 0 6 -1 -1 -1 -1 -1 -1 -1 170274 0 10 40 25 25 4 3 5
0 0 0 1 1 1 4 1 0 0 0 4 51 1 0 6 6 3 5 3 0 1 0 170674 0 10 40 25 25 4 3 5
0 0 0 1 1 1 1 2 0 0 0 4 89 1 0 7 -1 -1 -1 -1 -1 -1 -1 171074 0 10 40 25 25 4 3 5
0 0 0 1 5 1 5 2 0 0 0 4 89 0 0 7 -1 -1 -1 -1 -1 -1 -1 171474 2 10 40 25 25 4 3 5
0 0 0 1 1 1 1 2 0 0 0 4 88 0 0 7 -1 -1 -1 -1 -1 -1 -1 171874 0 10 40 25 25 6 2 5
0 0 0 1 1 1 4 1 0 0 0 4 32 -1 0 6 6 1 5 1 0 1 0 172274 0 10 40 25 25 6 2 5
0 0 0 1 1 2 1 1 0 0 0 4 4 0 0 5 -1 -1 -1 -1 -1 -1 -1 172674 0 10 40 25 25 6 2 5
0 0 0 1 1 2 5 5 0 0 0 4 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 173074 2 10 40 25 25 6 2 5
0 0 0 1 1 2 1 1 0 0 0 4 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 173441 0 10 40 26 26 4 2 5
0 0 0 1 1 1 3 1 0 0 0 4 31 1 0 6 6 1 5 1 1 1 1 173841 0 10 40 26 26 4 2 5
0 0 0 1 1 1 1 2 0 0 0 4 72 3 90 7 -1 -1 -1 -1 -1 -1 -1 174208 0 10 40 26 26 4 2 5
0 0 0 1 5 5 1 2 0 0 0 4 89 0 0 7 -1 -1 -1 -1 -1 -1 -1 174608 2 10 40 26 26 4 2 5
0 0 0 1 1 1 2 1 0 0 0 4 48 -1 0 6 -1 -1 -1 -1 -1 -1 -1 175008 0 10 40 26 26 8 0 5
0 0 0 1 1 1 4 1 0 0 0 4 38 0 0 6 6 0 5 0 0 1 0 175375 0 10 40 26 26 0 1 5
0 0 0 1 1 1 2 1 0 0 0 4 26 0 0 6 -1 -1 -1 -1 -1 -1 -1 175775 0 10 40 26 26 0 1 5
0 0 0 1 5 2 1 5 0 0 0 4 2 -1 30 5 -1 -1 -1 -1 -1 -1 -1 176142 2 10 40 26 26 0 1 5
0 0 0 1 1 2 1 1 0 0 0 4 1 0 0 5 -1 -1 -1 -1 -1 -1 -1 176542 0 10 40 26 26 0 1 5
0 0 0 1 1 1 4 1 0 0 0 4 43 0 0 6 6 1 5 1 0 1 0 176908 0 10 40 26 26 4 3 5
0 0 0 1 1 1 2 1 0 0 0 4 32 0 0 6 -1 -1 -1 -1 -1 -1 -1 177308 0 10 40 26 26 4 3 5
0 0 0 1 5 1 2 5 0 0 0 4 32 0 0 6 -1 -1 -1 -1 -1 -1 -1 177675 2 10 40 26 26 4 3 5
0 0 0 1 1 1 2 1 0 0 0 4 32 0 0 6 -1 -1 -1 -1 -1 -1 -1 178075 0 10 40 26 26 4 3 5
0 0 0 1 1 1 3 1 0 0 0 4 32 0 0 6 6 1 5 1 1 1 1 178442 0 10 40 27 27 6 2 5
0 0 0 1 1 1 2 1 0 0 0 4 35 0 0 6 -1 -1 -1 -1 -1 -1 -1 178809 0 10 40 27 27 6 2 5
0 0 0 1 5 5 2 1 0 0 0 4 56 0 0 6 -1 -1 -1 -1 -1 -1 -1 179175 2 10 40 27 27 6 2 5
0 0 0 1 1 1 2 1 0 0 0 4 52 0 0 6 -1 -1 -1 -1 -1 -1 -1 179576 0 10 40 27 27 6 2 5
0 0 0 1 1 1 4 1 0 0 0 4 41 0 0 6 6 0 5 0 0 1 0 179942 0 10 40 27 27 4 2 5
0 0 0 1 1 1 2 1 0 0 0 4 54 0 0 6 -1 -1 -1 -1 -1 -1 -1 180309 0 10 40 27 27 4 2 5
0 0 0 5 1 5 2 1 0 0 0 4 65 0 0 6 -1 -1 -1 -1 -1 -1 -1 180676 2 10 40 27 27 4 2 5
0 0 0 1 1 1 2 1 0 0 0 4 66 0 0 6 -1 -1 -1 -1 -1 -1 -1 181043 0 10 40 27 27 4 2 5
0 0 0 1 1 1 1 3 0 0 0 4 72 1 0 7 7 5 5 0 1 0 0 181409 0 10 40 27 27 8 0 5
