%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 2
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1487379891414,1487379894416,1487379906643
1,G4,G,4,1487379908165,1487379911166,1487379915651
2,3W5,W,35,1487379917182,1487379921684,1487379926751
3,T7L,LT,7,1487379928283,1487379932784,1487379938024
4,1JA,AJ,1,1487379939550,1487379944052,1487379949225
0,F4,F,4,1487379953618,1487379956619,1487379961339
1,1J,J,1,1487379962868,1487379965871,1487379970507
2,A7,A,7,1487379972035,1487379975037,1487379979333
3,L1H,HL,1,1487379980853,1487379985354,1487379995337
4,T2S,RT,2,1487379996871,1487380001372,1487380061707
5,K43,K,34,1487380063241,1487380067742,1487380071891
6,R5B2,BR,25,1487380073425,1487380079427,1487380091292
7,N3L9,LN,39,1487380092825,1487380098827,1487380108643
8,5V8P,PV,58,1487380110176,1487380116178,1487380126258
9,4M7S1,MS,147,1487380127777,1487380135279,1487380161979
10,L3E1D,EL,13,1487380163513,1487380171015,1487380200354
11,9M6K2,KM,269,1487380201882,1487380209384,1487380247678
12,D1B5R9,BDR,159,1487380249201,1487380258203,1487380287920
13,G9T2A5,GT,259,1487380289453,1487380298455,1487380318525
14,3W5A1G,AGW,135,1487380320055,1487380329057,1487380359640
15,B6H7A5K,ABK,56,1487380361174,1487380371676,1487380404036
16,8H4R1C2,AHR,1258,1487380405560,1487380416062,1487380431288
17,C7B5N9Y,BCNY,579,1487380432811,1487380443313,1487380474064
18,3Q8D4R6F,GFRQ,3567,1487380475597,1487380487599,1487380504499
19,P2H8F4Y6,HPY,2456,1487380505999,1487380518001,1487380538017
20,7D9T3E4S,DHRS,379,1487380539551,1487380551553,1487380567685
