%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 4
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,26,10,1,0,16,ikhicgfkbbcahomoaiecbnbkoaajcceabcpijafbcaiapieb,000010001111000010011010001000000000000000000000
1,47,9,13,1,25,ojdicoibhibaecohananajcbcdbmgabachlcfkbemacblkpb,001000010011000010101001000000000000000000010001
2,41,5,14,1,22,cmdgigbpcdhabalcdpemaiobgkblaccopbbcoapancaecdgb,100000100100100000000000001000000000000001000000
3,36,5,12,0,20,pjokhbbhklaccabekahbclagcbhbaekcngfiacobgcaanigg,000000100000001000000000000010010000100000000000
4,39,9,11,0,20,oagabebcecpgggdaabccbpgbbmclcmopnfaagcobgeeiahhc,000010110100000000010001000010000001000100000000
5,45,9,12,0,25,eaankcbmbcpickinnbfhaachbifaagbhblccknidahclibib,000000001000000001000000000110101011000000000100
6,31,9,8,0,15,nnfnabcoabchdfncbcaajbcdcamgghbadjbljmkgdlcolbac,000010100010000010100110010000010000000000000000
7,40,9,10,0,22,dpaicffbnlbladdggcacbcoambbkaegceapndcbfbonmaakc,000000010000100000011000001010010000010010000000
8,47,10,12,1,25,bkingabcapcjaoccgknmhhbdabhcacfbbkghmamaafmcgfbd,100000000000000000000010110111001000000000010011
9,32,10,4,0,19,aeacbdcfnbmgihbpgkccafladilfpbcebaldebjcgacbbahp,000010000100001000111001000001101000000000000000
10,36,6,13,0,18,fccbkkahbjmggapbaojcebpagffjcaacobbcapelaphiccom,000000001000010000010000000000000110100000000000
11,47,7,15,0,26,bfcialablcllaacbcejemeeobebcaadlcdibaghjbfnoinbc,001000010000001010000000000100001000000000000001
