%Recollect Version 2.3. Scene/Level: nback0, Session: 1, GameNumber: 1
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,2,1,3,5,1.11914,1488333203788,3.64685,1488333206321
0,2,1,3,2,4.14636,1488333206816,6.64648,1488333209318
0,2,1,0,4,7.14636,1488333209815,9.64673,1488333212319
0,2,1,0,6,10.14661,1488333212816,12.64734,1488333215319
0,2,1,0,0,13.14697,1488333215816,15.64697,1488333218319
0,2,1,0,3,16.14697,1488333218817,18.64722,1488333221318
0,2,1,0,5,19.14709,1488333221816,21.64722,1488333224318
0,2,0,2,5,22.14734,1488333224816,23.34839,1488333226022
0,2,1,1,5,25.14746,1488333227816,26.24768,1488333228922
0,2,1,1,5,28.14758,1488333230816,29.18127,1488333231854
0,2,1,1,5,31.14771,1488333233817,32.11462,1488333234786
0,2,1,1,5,34.14795,1488333236818,34.94812,1488333237621
0,2,1,0,0,37.14844,1488333239818,39.64819,1488333242319
0,2,1,2,0,40.14832,1488333242817,42.61584,1488333245287
0,2,1,0,6,43.14832,1488333245816,45.64856,1488333248320
0,2,1,0,1,46.14856,1488333248818,48.64905,1488333251319
0,2,1,1,6,49.14905,1488333251818,50.34900,1488333253023
0,2,1,2,0,52.14893,1488333254818,54.61584,1488333257288
0,2,1,0,7,55.11609,1488333257785,57.61646,1488333260286
0,2,1,0,2,58.11597,1488333260785,60.61621,1488333263287
0,2,1,1,7,61.11621,1488333263785,62.14941,1488333264821
0,2,1,0,6,64.11646,1488333266785,66.61646,1488333269288
0,2,1,2,2,67.11646,1488333269785,69.61682,1488333272288
0,2,1,2,2,70.11707,1488333272786,72.65027,1488333275321
0,2,0,2,6,73.11682,1488333275786,74.15039,1488333276822
0,2,0,2,6,76.11707,1488333278788,77.11694,1488333279789
0,2,1,0,4,79.11719,1488333281786,81.61755,1488333284289
0,2,1,1,6,82.11731,1488333284786,83.01721,1488333285689
0,2,1,2,6,85.11755,1488333287787,87.61755,1488333290289
0,2,0,2,4,88.11768,1488333290786,89.38452,1488333292058
0,2,1,1,6,91.11804,1488333293787,91.95129,1488333294623
0,2,1,1,4,94.11792,1488333296787,94.81824,1488333297488
0,2,1,0,5,97.11816,1488333299788,99.61829,1488333302290
0,2,1,0,3,100.11840,1488333302787,102.61850,1488333305290
0,2,1,1,5,103.11850,1488333305788,104.01930,1488333306690
0,2,1,1,3,106.11870,1488333308787,106.75210,1488333309424
0,2,1,0,4,109.15250,1488333311821,111.65230,1488333314323
0,2,1,0,2,112.15230,1488333314821,114.65260,1488333317323
0,2,1,2,2,115.15250,1488333317821,117.65260,1488333320324
0,2,0,2,4,118.15270,1488333320821,119.31980,1488333321992
0,2,1,1,2,121.15280,1488333323822,122.05270,1488333324723
0,2,1,2,2,124.15300,1488333326821,126.65330,1488333329325
