%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487030707765,1487030714997
1,1,34,34,0,1487030715999,1487030722214
2,0,15,15,0,1487030727383,1487030733881
2,1,73,73,0,1487030734883,1487030740915
2,2,164,164,0,1487030741883,1487030750082
2,3,705,705,0,1487030751084,1487030759183
2,4,2173,2173,0,1487030760151,1487030769917
2,5,1504,1504,0,1487030770918,1487030780984
2,6,42350,42350,0,1487030781986,1487030793685
2,7,24061,24061,0,1487030794686,1487030806752
2,8,061743,076134,0,1487030807720,1487030822220
2,9,625037,625308,0,1487030823221,1487030840188
3,0,60,06,0,1487030848656,1487030855222
3,1,24,42,0,1487030856223,1487030862155
4,0,25,52,0,1487030865791,1487030871756
4,1,63,36,0,1487030872724,1487030878856
4,2,574,475,0,1487030879858,1487030887557
4,3,207,702,0,1487030888525,1487030896157
4,4,7305,5037,0,1487030897126,1487030907324
4,5,4130,0314,0,1487030908326,1487030917958
4,6,35741,14753,0,1487030918961,1487030930359
4,7,70526,62507,0,1487030931328,1487030943193
4,8,607251,152706,0,1487030944161,1487030959061
4,9,270643,346072,0,1487030960064,1487030974261
4,10,0416327,7261340,0,1487030975263,1487030991012
4,11,5632041,14023675,0,1487030992014,1487031009147
