%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 0
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1486771174095
1,0,5,1486771176262
1,0,7,1486771178029
1,0,10,1486771179129
1,0,15,1486771181262
-1,0,14,1486771182462
-1,0,14,1486771182963
-1,0,14,1486771183596
-1,0,14,1486771184096
-1,0,14,1486771184430
-1,0,14,1486771184596
-1,0,14,1486771185062
-1,0,14,1486771185262
-1,0,14,1486771185596
-1,0,14,1486771185829
1,0,23,1486771188263
-1,0,14,1486771189262
-1,0,14,1486771189694
-1,0,14,1486771190194
-1,0,14,1486771191329
9,0,-1,1486771192230
-1,0,14,1486771192363
-1,0,14,1486771192995
1,1,0,1486771194263
1,1,2,1486771195696
1,1,6,1486771197296
1,1,8,1486771198130
1,1,9,1486771198830
1,1,11,1486771199631
1,1,16,1486771201130
1,1,17,1486771201963
1,1,20,1486771202830
1,1,21,1486771203597
1,1,29,1486771206063
1,1,30,1486771207096
1,1,31,1486771208163
1,1,33,1486771209064
1,1,34,1486771210131
1,1,38,1486771212130
9,1,-1,1486771213232
1,2,1,1486771215031
1,2,2,1486771215464
1,2,3,1486771216197
1,2,10,1486771218831
1,2,13,1486771220398
1,2,15,1486771221496
1,2,16,1486771222264
1,2,17,1486771222731
1,2,18,1486771223398
1,2,21,1486771224431
1,2,22,1486771225031
1,2,27,1486771226398
1,2,28,1486771227165
1,2,29,1486771228032
1,2,32,1486771229232
1,2,34,1486771230999
1,2,36,1486771231965
1,2,39,1486771233733
9,2,-1,1486771234232
1,3,1,1486771236066
1,3,2,1486771236732
1,3,3,1486771237199
1,3,4,1486771237899
1,3,6,1486771239232
1,3,9,1486771240566
1,3,12,1486771242566
1,3,14,1486771243500
2,3,14,1486771243966
1,3,15,1486771245700
1,3,16,1486771246166
1,3,21,1486771248499
1,3,22,1486771249200
1,3,25,1486771250799
1,3,26,1486771251400
1,3,28,1486771252233
1,3,32,1486771254033
1,3,34,1486771254733
9,3,-1,1486771255234
-1,3,35,1486771255466
1,4,2,1486771257200
1,4,3,1486771257933
1,4,4,1486771258433
1,4,5,1486771259133
1,4,7,1486771260300
