%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
1,0,4,1486175999849
1,0,5,1486176002682
1,0,6,1486176003315
1,0,7,1486176004949
1,0,13,1486176007549
1,0,14,1486176008182
1,0,15,1486176008849
1,0,17,1486176009916
1,0,19,1486176012516
1,0,20,1486176014416
9,0,-1,1486176016084
-1,0,24,1486176016516
1,1,0,1486176019449
1,1,1,1486176019850
1,1,3,1486176020417
1,1,8,1486176022417
1,1,11,1486176024617
1,1,12,1486176025083
1,1,13,1486176025716
1,1,16,1486176027250
1,1,17,1486176028017
1,1,20,1486176029150
1,1,21,1486176029850
1,1,25,1486176031383
1,1,27,1486176032284
1,1,28,1486176032917
1,1,29,1486176033550
1,1,33,1486176035418
9,1,-1,1486176037085
-1,1,34,1486176037284
1,2,2,1486176039651
1,2,3,1486176040350
1,2,5,1486176041284
1,2,6,1486176043284
1,2,9,1486176044785
-1,2,8,1486176045617
1,2,12,1486176047851
1,2,17,1486176050451
1,2,18,1486176051084
1,2,21,1486176052585
1,2,23,1486176053519
1,2,28,1486176056051
1,2,29,1486176056585
9,2,-1,1486176058087
-1,2,33,1486176058585
1,3,0,1486176060185
1,3,1,1486176060818
1,3,6,1486176061919
1,3,9,1486176063319
1,3,12,1486176064619
1,3,16,1486176066186
1,3,19,1486176067185
1,3,20,1486176067885
1,3,21,1486176069219
1,3,22,1486176069719
1,3,27,1486176071720
1,3,28,1486176072152
1,3,29,1486176073786
1,3,31,1486176074686
1,3,32,1486176075619
1,3,35,1486176077187
1,3,36,1486176078386
9,3,-1,1486176079087
1,4,3,1486176082153
1,4,8,1486176085086
1,4,11,1486176086187
1,4,13,1486176088255
1,4,14,1486176088853
1,4,15,1486176090387
1,4,17,1486176091487
1,4,20,1486176093420
1,4,22,1486176095087
1,4,24,1486176095954
1,4,26,1486176097621
1,4,27,1486176098187
1,4,30,1486176099456
9,4,-1,1486176100088
1,5,0,1486176102288
1,5,2,1486176102887
1,5,3,1486176103388
1,5,6,1486176104321
1,5,7,1486176105289
1,5,9,1486176106254
1,5,18,1486176111021
1,5,19,1486176111488
1,5,22,1486176112789
1,5,25,1486176113821
1,5,28,1486176114788
1,5,30,1486176115655
1,5,32,1486176116522
1,5,34,1486176117388
1,5,37,1486176118555
1,5,38,1486176118988
1,5,40,1486176120322
2,5,40,1486176120722
9,5,-1,1486176121090
-1,5,39,1486176121522
1,6,1,1486176123255
1,6,2,1486176123756
1,6,4,1486176124722
1,6,6,1486176125857
1,6,8,1486176126890
1,6,9,1486176127689
1,6,10,1486176128322
1,6,11,1486176128689
1,6,12,1486176129189
1,6,13,1486176130389
1,6,15,1486176131423
1,6,18,1486176132656
1,6,19,1486176133189
1,6,22,1486176134657
1,6,28,1486176137723
1,6,30,1486176138556
1,6,31,1486176139990
1,6,32,1486176140423
9,6,-1,1486176142091
1,7,4,1486176145857
1,7,8,1486176147124
1,7,9,1486176147990
1,7,11,1486176148923
1,7,12,1486176150290
1,7,18,1486176152457
1,7,21,1486176154058
1,7,22,1486176155124
1,7,26,1486176156858
1,7,28,1486176158691
1,7,31,1486176161091
1,7,33,1486176163058
9,7,-1,1486176163092
-1,7,32,1486176163591
1,8,0,1486176165058
1,8,2,1486176165624
1,8,4,1486176166359
1,8,6,1486176167258
1,8,8,1486176168325
1,8,9,1486176169158
1,8,12,1486176170358
1,8,15,1486176171426
1,8,17,1486176172392
1,8,19,1486176173691
1,8,20,1486176174058
1,8,24,1486176175192
1,8,28,1486176177025
1,8,29,1486176177792
1,8,35,1486176180959
1,8,38,1486176183626
9,8,-1,1486176184093
1,9,6,1486176188559
1,9,9,1486176190526
1,9,10,1486176190992
1,9,11,1486176191660
1,9,12,1486176192459
1,9,13,1486176193926
1,9,15,1486176194827
1,9,18,1486176196293
1,9,19,1486176197093
1,9,20,1486176198927
1,9,23,1486176200193
1,9,24,1486176201026
1,9,25,1486176201460
1,9,28,1486176202827
1,9,30,1486176203761
9,9,-1,1486176205094
1,10,0,1486176206993
1,10,2,1486176207760
1,10,3,1486176208494
1,10,4,1486176208960
1,10,5,1486176209494
1,10,6,1486176210394
1,10,8,1486176211527
1,10,12,1486176213061
1,10,14,1486176213994
1,10,19,1486176216628
1,10,20,1486176217794
1,10,23,1486176219194
1,10,25,1486176220394
1,10,26,1486176221061
1,10,30,1486176222594
1,10,32,1486176223794
9,10,-1,1486176226095
-1,10,37,1486176226395
1,11,2,1486176228895
1,11,4,1486176229929
1,11,10,1486176232395
1,11,13,1486176233962
1,11,16,1486176235296
1,11,17,1486176236062
1,11,19,1486176236796
1,11,23,1486176238195
1,11,24,1486176239126
1,11,25,1486176239656
1,11,26,1486176240121
1,11,30,1486176242014
1,11,31,1486176242512
1,11,33,1486176243376
1,11,35,1486176244441
1,11,37,1486176246641
