%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,3,1486167426669,-1,1486167426137
6,0,2,1,1,0,6,1486167429736,-1,1486167429206
6,0,3,1,1,0,5,1486167432770,-1,1486167432239
6,0,4,1,1,0,7,1486167435837,-1,1486167435307
6,0,5,1,1,1,7,1486167438904,1486167439504,1486167438373
6,0,6,1,1,0,2,1486167441970,-1,1486167441441
6,0,7,1,1,1,2,1486167445037,1486167445904,1486167444505
6,0,8,1,1,0,0,1486167448071,-1,1486167447541
6,0,9,1,1,1,0,1486167451071,1486167451638,1486167450574
6,0,10,1,1,0,2,1486167454145,-1,1486167453607
6,0,11,1,1,0,6,1486167457204,-1,1486167456678
6,1,1,1,1,3,6,1486167462839,-1,1486167462306
6,1,2,1,1,0,5,1486167465872,-1,1486167465374
6,1,3,1,1,0,3,1486167468905,-1,1486167468375
6,1,4,1,1,0,7,1486167471939,-1,1486167471408
6,1,5,1,1,1,7,1486167474972,1486167475406,1486167474442
6,1,6,1,0,1,7,1486167478039,-1,1486167477509
6,1,7,1,1,0,6,1486167481073,-1,1486167480542
6,1,8,1,1,0,5,1486167484106,-1,1486167483609
6,1,9,1,1,0,7,1486167487173,-1,1486167486642
6,1,10,1,1,0,1,1486167490240,-1,1486167489709
6,1,11,1,1,0,4,1486167493273,-1,1486167492743
6,1,12,1,1,0,7,1486167496307,-1,1486167495776
6,1,13,1,1,0,2,1486167499373,-1,1486167498843
6,1,14,1,1,0,4,1486167502440,-1,1486167501910
6,1,15,1,1,0,3,1486167505474,-1,1486167504944
6,1,16,1,1,1,3,1486167508507,1486167509174,1486167507977
6,1,17,1,1,0,7,1486167511541,-1,1486167511045
6,1,18,1,1,0,6,1486167514608,-1,1486167514077
6,1,19,1,1,1,6,1486167517675,1486167518308,1486167517144
6,1,20,1,0,1,6,1486167520708,-1,1486167520178
6,1,21,1,1,1,6,1486167523775,1486167525409,1486167523245
6,2,1,2,1,3,4,1486167530075,-1,1486167529576
6,2,2,2,1,3,3,1486167533109,-1,1486167532578
6,2,3,2,0,1,4,1486167536143,-1,1486167535612
6,2,4,2,1,0,5,1486167539209,-1,1486167538680
6,2,5,2,1,0,1,1486167542243,-1,1486167541711
6,2,6,2,1,1,5,1486167545276,1486167545843,1486167544780
6,2,7,2,1,0,7,1486167548344,-1,1486167547812
6,2,8,2,1,0,3,1486167551410,-1,1486167550879
6,2,9,2,1,0,1,1486167554410,-1,1486167553913
6,2,10,2,1,0,2,1486167557477,-1,1486167556946
6,2,11,2,1,1,1,1486167560510,1486167561778,1486167560013
6,2,12,2,1,0,4,1486167563577,-1,1486167563047
6,3,1,2,1,3,0,1486167569711,-1,1486167569178
6,3,2,2,1,3,1,1486167572744,-1,1486167572215
6,3,3,2,1,0,3,1486167575745,-1,1486167575247
6,3,4,2,1,0,6,1486167578811,-1,1486167578281
6,3,5,2,1,0,4,1486167581845,-1,1486167581315
6,3,6,2,1,0,2,1486167584912,-1,1486167584382
6,3,7,2,0,0,0,1486167587945,1486167588880,1486167587415
6,3,8,2,1,0,6,1486167590979,-1,1486167590448
6,3,9,2,1,1,0,1486167593979,1486167595246,1486167593482
6,3,10,2,1,0,7,1486167597013,-1,1486167596515
6,3,11,2,1,1,0,1486167600080,1486167601380,1486167599549
6,3,12,2,1,1,7,1486167603080,1486167604313,1486167602583
6,3,13,2,1,1,0,1486167606147,1486167606980,1486167605617
6,3,14,2,1,1,7,1486167609213,1486167610014,1486167608682
6,3,15,2,1,0,6,1486167612247,-1,1486167611717
6,3,16,2,1,0,3,1486167615280,-1,1486167614783
6,3,17,2,1,0,2,1486167618314,-1,1486167617783
6,3,18,2,1,0,0,1486167621347,-1,1486167620817
6,3,19,2,1,0,6,1486167624381,-1,1486167623850
6,3,20,2,1,0,3,1486167627382,-1,1486167626883
6,3,21,2,1,0,4,1486167630448,-1,1486167629918
6,3,22,2,1,1,3,1486167633481,1486167634348,1486167632951
6,4,1,3,1,3,7,1486167653716,-1,1486167653183
6,4,2,3,1,3,1,1486167656782,-1,1486167656253
6,4,3,3,1,3,4,1486167659849,-1,1486167659319
6,4,4,3,1,0,6,1486167662883,-1,1486167662352
6,4,5,3,1,0,0,1486167665916,-1,1486167665419
