%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,1,1486155468484,-1,1486155467952
6,0,2,1,1,0,4,1486155471517,-1,1486155470989
6,0,3,1,1,1,4,1486155474550,1486155475584,1486155474020
6,0,4,1,1,0,7,1486155477584,-1,1486155477053
6,0,5,1,1,0,2,1486155480651,-1,1486155480120
6,0,6,1,1,0,4,1486155483684,-1,1486155483154
6,0,7,1,1,1,4,1486155486751,1486155487585,1486155486221
6,0,8,1,1,0,3,1486155489785,-1,1486155489255
6,0,9,1,1,1,3,1486155492851,1486155493552,1486155492321
6,0,10,1,1,0,6,1486155495885,-1,1486155495355
6,0,11,1,1,0,5,1486155498885,-1,1486155498388
6,1,1,1,1,3,3,1486155504885,-1,1486155504353
6,1,2,1,1,0,4,1486155507952,-1,1486155507422
6,1,3,1,1,0,1,1486155510986,-1,1486155510489
6,1,4,1,1,1,1,1486155514019,1486155514787,1486155513489
6,1,5,1,1,0,7,1486155517053,-1,1486155516522
6,1,6,1,1,0,2,1486155520086,-1,1486155519556
6,1,7,1,1,0,3,1486155523120,-1,1486155522590
6,1,8,1,1,1,3,1486155526187,1486155526787,1486155525656
6,1,9,1,1,1,3,1486155529254,1486155530721,1486155528723
6,1,10,1,1,0,2,1486155532287,-1,1486155531756
6,1,11,1,1,1,2,1486155535321,1486155536021,1486155534790
6,1,12,1,1,0,0,1486155538387,-1,1486155537857
6,1,13,1,1,1,0,1486155541454,1486155542188,1486155540924
6,1,14,1,1,0,4,1486155544488,-1,1486155543974
6,1,15,1,1,0,7,1486155547488,-1,1486155546991
6,1,16,1,1,0,2,1486155550555,-1,1486155550024
6,1,17,1,1,0,3,1486155553588,-1,1486155553057
6,1,18,1,1,0,5,1486155556655,-1,1486155556125
6,1,19,1,1,1,5,1486155559689,1486155560456,1486155559158
6,1,20,1,1,0,7,1486155562756,-1,1486155562225
6,1,21,1,1,0,6,1486155565822,-1,1486155565292
6,2,1,2,1,3,4,1486155582590,-1,1486155582057
6,2,2,2,1,3,6,1486155585657,-1,1486155585128
6,2,3,2,1,0,2,1486155588691,-1,1486155588193
6,2,4,2,1,1,6,1486155591757,1486155592492,1486155591227
6,2,5,2,1,0,0,1486155594824,-1,1486155594293
6,2,6,2,1,0,5,1486155597891,-1,1486155597361
6,2,7,2,1,0,1,1486155600958,-1,1486155600427
