%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 23
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1488238758352
1,0,5,1488238761486
1,0,8,1488238762919
1,0,9,1488238763653
1,0,11,1488238765620
1,0,14,1488238766686
1,0,17,1488238768088
1,0,20,1488238769488
1,0,21,1488238771020
1,0,27,1488238773321
2,0,27,1488238774988
1,0,29,1488238776220
9,0,-1,1488238776555
1,1,0,1488238778455
1,1,3,1488238780054
1,1,4,1488238780754
1,1,7,1488238782287
1,1,10,1488238783620
1,1,14,1488238785188
1,1,15,1488238785887
1,1,16,1488238787488
1,1,17,1488238787788
1,1,18,1488238788554
1,1,19,1488238789054
1,1,22,1488238791688
1,1,24,1488238792488
1,1,26,1488238793922
1,1,27,1488238794388
1,1,28,1488238794955
9,1,-1,1488238797557
-1,1,34,1488238797855
1,2,1,1488238800122
1,2,2,1488238800621
1,2,6,1488238802655
1,2,7,1488238803355
1,2,9,1488238804755
1,2,10,1488238805522
1,2,12,1488238806355
1,2,16,1488238808189
1,2,18,1488238809222
1,2,19,1488238810089
1,2,26,1488238813222
2,2,26,1488238814022
1,2,25,1488238815422
1,2,27,1488238816457
1,2,29,1488238817622
1,2,30,1488238818256
9,2,-1,1488238818557
-1,2,30,1488238818789
1,3,0,1488238820390
1,3,1,1488238820889
1,3,3,1488238821990
1,3,6,1488238823589
1,3,8,1488238825190
1,3,9,1488238825723
1,3,11,1488238827225
1,3,12,1488238827924
1,3,16,1488238829857
1,3,17,1488238830557
1,3,22,1488238832757
1,3,26,1488238834491
2,3,26,1488238835190
1,3,25,1488238835657
1,3,28,1488238836857
1,3,29,1488238838290
1,3,31,1488238839090
9,3,-1,1488238839558
1,4,0,1488238841091
1,4,1,1488238842291
1,4,8,1488238844891
1,4,9,1488238845691
1,4,12,1488238847025
1,4,16,1488238848924
1,4,17,1488238849358
1,4,18,1488238849958
1,4,20,1488238851391
1,4,21,1488238852191
1,4,23,1488238852959
1,4,25,1488238853758
1,4,26,1488238854225
1,4,27,1488238854891
1,4,28,1488238855392
2,4,28,1488238856091
1,4,34,1488238858391
1,4,36,1488238859525
9,4,-1,1488238860560
1,5,0,1488238862225
1,5,1,1488238863459
1,5,3,1488238864625
1,5,6,1488238865692
1,5,8,1488238866459
1,5,11,1488238867425
1,5,12,1488238868125
1,5,15,1488238869526
1,5,18,1488238871226
1,5,19,1488238872692
1,5,23,1488238874359
1,5,25,1488238876692
1,5,28,1488238877927
1,5,30,1488238879227
1,5,31,1488238880259
1,5,33,1488238881126
9,5,-1,1488238881561
-1,5,32,1488238881794
1,6,3,1488238884426
1,6,4,1488238885360
1,6,5,1488238886460
1,6,7,1488238887726
1,6,10,1488238889193
1,6,13,1488238890495
1,6,15,1488238891460
1,6,16,1488238892427
1,6,17,1488238893193
1,6,18,1488238893960
1,6,21,1488238895594
1,6,22,1488238897427
1,6,24,1488238898694
1,6,25,1488238899461
1,6,26,1488238900127
1,6,29,1488238901427
1,6,30,1488238901861
2,6,30,1488238902461
9,6,-1,1488238902561
1,7,1,1488238904494
1,7,2,1488238905994
1,7,4,1488238907128
1,7,5,1488238907694
1,7,12,1488238911328
1,7,15,1488238913029
1,7,16,1488238913661
1,7,18,1488238914562
1,7,21,1488238915895
1,7,22,1488238916595
1,7,25,1488238917928
1,7,29,1488238920128
1,7,30,1488238921095
9,7,-1,1488238923564
1,8,0,1488238925162
1,8,2,1488238925795
1,8,5,1488238927529
1,8,7,1488238928396
1,8,9,1488238929262
1,8,13,1488238932230
1,8,15,1488238933063
1,8,16,1488238933596
1,8,18,1488238934697
1,8,20,1488238936429
1,8,22,1488238937063
2,8,22,1488238937630
1,8,23,1488238938296
1,8,24,1488238939263
1,8,31,1488238943096
1,8,32,1488238943730
1,8,33,1488238944563
9,8,-1,1488238944567
1,9,2,1488238946830
1,9,3,1488238947497
1,9,6,1488238949097
1,9,7,1488238949797
1,9,8,1488238950464
1,9,9,1488238951030
1,9,11,1488238952130
1,9,12,1488238953464
1,9,13,1488238954997
1,9,19,1488238956665
1,9,23,1488238958998
1,9,25,1488238959931
1,9,27,1488238962231
1,9,32,1488238964332
1,9,33,1488238965198
9,9,-1,1488238965566
-1,9,35,1488238966064
1,10,0,1488238967198
1,10,2,1488238967964
1,10,6,1488238970632
1,10,7,1488238971298
1,10,11,1488238972765
1,10,17,1488238975832
1,10,18,1488238976465
1,10,19,1488238977865
1,10,23,1488238979665
2,10,23,1488238980565
1,10,22,1488238980965
1,10,24,1488238982099
1,10,25,1488238982832
1,10,28,1488238984399
1,10,29,1488238985532
1,10,30,1488238986299
9,10,-1,1488238986567
-1,10,31,1488238986866
1,11,0,1488238987833
2,11,0,1488238988633
1,11,1,1488238989533
1,11,3,1488238990699
1,11,4,1488238991366
1,11,5,1488238992032
1,11,6,1488238992466
1,11,7,1488238993033
1,11,10,1488238994533
1,11,13,1488238995801
1,11,14,1488238997366
1,11,17,1488238998333
1,11,21,1488238999433
-1,11,20,1488239000033
2,11,21,1488239000533
1,11,20,1488239000866
1,11,23,1488239002400
2,11,23,1488239003100
1,11,22,1488239003466
1,11,24,1488239004333
1,11,28,1488239005833
1,11,29,1488239006867
