%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 7
%HeartsAndFlowers:Stage,TrailNum,Target,TargetPos,ChoicePos,TimeOfPresentation,TimeOfResponse
1,0,1,1,1,1488240328267,1488240329367
1,1,1,0,0,1488240330367,1488240331567
1,2,1,0,0,1488240332567,1488240333167
1,3,1,1,1,1488240334168,1488240334967
2,0,1,0,0,1488240336767,1488240337401
2,1,1,1,1,1488240338368,1488240339001
2,2,1,1,1,1488240340001,1488240340635
2,3,1,0,0,1488240341635,1488240342235
2,4,1,1,1,1488240343234,1488240343834
2,5,1,1,1,1488240344834,1488240345468
2,6,1,1,1,1488240346468,1488240347068
2,7,1,0,0,1488240348068,1488240348668
2,8,1,0,0,1488240349635,1488240350201
2,9,1,0,0,1488240351204,1488240351768
2,10,1,1,1,1488240352768,1488240353368
2,11,1,0,0,1488240354368,1488240354902
3,0,0,0,1,1488240356802,1488240358235
3,1,0,0,1,1488240359203,1488240359902
3,2,0,1,0,1488240360903,1488240361502
3,3,0,1,0,1488240362503,1488240363069
4,0,0,1,0,1488240364952,1488240365952
4,1,0,1,0,1488240366952,1488240367719
4,2,0,0,1,1488240368720,1488240369385
4,3,0,0,1,1488240370352,1488240371019
4,4,0,0,1,1488240371986,1488240372620
4,5,0,1,0,1488240373619,1488240374252
4,6,0,1,0,1488240375253,1488240375886
4,7,0,0,1,1488240376886,1488240377487
4,8,0,1,0,1488240378487,1488240379119
4,9,0,1,0,1488240380120,1488240380720
4,10,0,0,1,1488240381720,1488240382354
4,11,0,0,1,1488240383353,1488240383986
5,0,1,0,0,1488240385787,1488240386453
5,1,1,1,1,1488240387454,1488240388520
5,2,0,0,1,1488240389520,1488240390387
5,3,0,1,0,1488240391388,1488240392254
6,0,1,1,1,1488240393988,1488240394787
6,1,0,0,1,1488240395787,1488240396687
6,2,0,0,1,1488240397687,1488240398387
6,3,0,0,1,1488240399388,1488240400121
6,4,1,1,1,1488240401121,1488240401987
6,5,1,0,0,1488240402988,1488240403654
6,6,1,1,1,1488240404654,1488240405321
6,7,0,0,1,1488240406321,1488240407188
6,8,1,0,0,1488240408188,1488240409221
6,9,0,0,1,1488240410221,1488240411089
6,10,0,1,0,1488240412088,1488240413121
6,11,1,1,1,1488240414123,1488240414922
6,12,1,1,1,1488240415922,1488240416655
6,13,1,0,0,1488240417655,1488240418256
6,14,0,1,0,1488240419255,1488240420024
6,15,1,0,0,1488240421022,1488240421889
6,16,0,1,0,1488240422889,1488240423689
6,17,0,1,0,1488240424691,1488240425322
6,18,0,0,1,1488240426322,1488240426922
6,19,1,0,0,1488240427922,1488240428658
6,20,1,0,0,1488240429656,1488240430256
6,21,0,1,0,1488240431256,1488240432022
6,22,0,1,0,1488240432989,1488240433589
6,23,0,0,1,1488240434590,1488240435389
6,24,1,1,1,1488240436357,1488240437189
6,25,0,1,0,1488240438190,1488240438990
6,26,1,1,1,1488240439956,1488240441424
6,27,0,0,1,1488240442423,1488240443357
6,28,1,0,0,1488240444357,1488240445024
6,29,0,1,0,1488240446023,1488240446990
6,30,0,0,1,1488240447991,1488240448857
6,31,1,0,0,1488240449857,1488240450624
6,32,1,0,0,1488240451624,1488240452290
6,33,1,1,1,1488240453291,1488240453923
6,34,0,1,0,1488240454891,1488240455690
6,35,1,1,1,1488240456657,1488240457424
6,36,0,0,1,1488240458424,1488240459291
6,37,1,1,1,1488240460291,1488240461024
6,38,0,1,0,1488240461992,1488240462724
6,39,1,0,0,1488240463725,1488240464524
6,40,0,1,0,1488240465525,1488240467091
6,41,0,0,1,1488240468092,1488240468791
6,42,1,1,1,1488240469791,1488240470592
6,43,0,0,1,1488240471592,1488240472458
6,44,1,0,0,1488240473425,1488240474158
6,45,1,1,1,1488240475158,1488240475991
6,46,1,0,0,1488240476992,1488240477792
6,47,0,1,0,1488240478792,1488240479592
