%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486425880510,1486425883477,1486425895490
1,G4,G,4,1486425897010,1486425900012,1486425904827
2,3W5,W,35,1486425906361,1486425910862,1486425915181
3,T7L,TL,7,1486425916711,1486425921213,1486425925656
4,1JA,JA,1,1486425928679,1486425933181,1486425937602
0,F4,F,4,1486425948163,1486425951165,1486425957015
1,1J,J,1,1486425958547,1486425961548,1486425965314
2,A7,A,7,1486425966847,1486425969850,1486425974464
3,L1H,HL,1,1486425975998,1486425980500,1486425995822
4,T2S,TS,2,1486425997349,1486426001851,1486426008803
5,K43,K,34,1486426010333,1486426014835,1486426022340
6,R5B2,BR,25,1486426023867,1486426029869,1486426037203
7,N3L9,LN,39,1486426038735,1486426044736,1486426053986
8,5V8P,PV,58,1486426055519,1486426061521,1486426068486
9,4M7S1,MS,147,1486426069987,1486426077489,1486426091675
10,L3E1D,EL,13,1486426093204,1486426100707,1486426123562
11,9M6K2,MK,269,1486426125090,1486426132591,1486426163292
12,D1B5R9,BDK,159,1486426164825,1486426173827,1486426191613
13,G9T2A5,GD,259,1486426193143,1486426202145,1486426218312
14,3W5A1G,GKW,135,1486426219845,1486426228847,1486426238674
