%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487011233470,1487011240460
1,1,34,34,0,1487011241463,1487011247494
2,0,52,52,0,1487011253362,1487011259162
2,1,36,36,0,1487011260163,1487011266262
2,2,368,368,0,1487011267264,1487011275395
2,3,208,208,0,1487011276397,1487011284429
2,4,2306,2306,1,1487011285398,1487011298330
2,5,5047,5047,0,1487011299332,1487011309597
2,6,41075,41075,0,1487011310599,1487011321614
2,7,31620,31620,0,1487011322616,1487011334649
2,8,281376,281376,0,1487011335650,1487011349283
2,9,816508,816508,0,1487011350284,1487011365050
2,10,4806317,4806317,0,1487011366019,1487011381685
2,11,0851680,0851680,1,1487011382687,1487011408853
2,12,47081536,47081536,0,1487011409855,1487011428154
2,13,25408016,245080316,0,1487011429155,1487011449688
2,14,315706824,317506824,0,1487011450690,1487011473256
2,15,427601358,476083158,0,1487011474259,1487011495258
3,0,60,06,0,1487011502593,1487011508925
3,1,24,24,0,1487011509928,1487011520293
4,0,51,15,0,1487011525494,1487011532360
4,1,37,73,0,1487011533361,1487011539593
4,2,630,036,0,1487011540595,1487011548327
4,3,580,580,0,1487011549296,1487011560828
4,4,5683,3865,0,1487011561830,1487011572329
4,5,2841,0832,0,1487011573297,1487011589563
4,6,47812,21874,0,1487011590565,1487011603197
4,7,03415,51230,0,1487011604199,1487011619298
4,8,507613,3167054,0,1487011620300,1487011639966
4,9,073280,082370,0,1487011640968,1487011656167
4,10,4083671,138042,1,1487011657169,1487011677969
4,11,8027308,803428,0,1487011678970,1487011698236
