%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,E0,E0,,,0,1488417080329,,1488417082658,1488417084992
3,1,2,C7,C7,,,0,1488417086996,,1488417089325,1488417090892
3,2,3,8EC,8EC,,,0,1488417092863,,1488417096459,1488417098025
3,3,3,57E,57E,,,0,1488417099997,,1488417103526,1488417105259
10,0,0,,,1,1,0,1488417117229,1488417117227,1488417103526,1488417118693
10,1,0,,,1,1,0,1488417120694,1488417120694,1488417103526,1488417122594
10,2,0,,,1,1,0,1488417124595,1488417124594,1488417103526,1488417126394
10,3,0,,,0,0,0,1488417128395,1488417128395,1488417103526,1488417129494
10,4,0,,,0,0,0,1488417131495,1488417131495,1488417103526,1488417133095
10,5,0,,,1,1,0,1488417135062,1488417135062,1488417103526,1488417136162
10,6,0,,,0,0,0,1488417138128,1488417138128,1488417103526,1488417139495
10,7,0,,,0,0,0,1488417141495,1488417141495,1488417103526,1488417142496
10,8,0,,,0,0,0,1488417144496,1488417144496,1488417103526,1488417145462
10,9,0,,,1,1,0,1488417147462,1488417147462,1488417103526,1488417148362
10,10,0,,,0,0,0,1488417150329,1488417150329,1488417103526,1488417151296
10,11,0,,,1,1,0,1488417153296,1488417153296,1488417103526,1488417154062
10,12,0,,,1,1,0,1488417156063,1488417156063,1488417103526,1488417156862
10,13,0,,,1,1,0,1488417158863,1488417158863,1488417103526,1488417159696
10,14,0,,,1,1,0,1488417161697,1488417161696,1488417103526,1488417162663
10,15,0,,,0,0,0,1488417164663,1488417164663,1488417103526,1488417166629
13,0,2,6F,5B,10,10,0,1488417187735,1488417192535,1488417193603,1488417197098
13,1,2,C0,C0,11,11,0,1488417199070,1488417203603,1488417204537,1488417205533
13,2,2,F6,F1,00,00,0,1488417207503,1488417211838,1488417212905,1488417214099
14,0,3,714,724,010,010,0,1488417224170,1488417230905,1488417231872,1488417233333
14,1,4,8FEB,4FE7,1011,1011,0,1488417235304,1488417244638,1488417246005,1488417248251
14,2,2,B6,B6,01,01,0,1488417250256,1488417254822,1488417255758,1488417258285
14,3,4,C736,CB76,1000,1000,0,1488417260256,1488417270223,1488417271090,1488417275919
14,4,2,3E,3E,00,00,0,1488417277924,1488417282091,1488417282958,1488417284753
14,5,5,46A23,46A23,11111,11111,0,1488417286724,1488417299092,1488417299958,1488417302387
14,6,5,C5408,CD608,00100,00100,0,1488417304359,1488417315860,1488417316792,1488417325622
14,7,4,8624,C564,1001,1001,0,1488417327594,1488417337093,1488417338394,1488417343923
14,8,3,FAB,FAB,100,100,0,1488417345927,1488417352596,1488417353395,1488417355057
14,9,3,5AD,65A,111,111,0,1488417357062,1488417363928,1488417365230,1488417367124
14,10,2,05,05,00,00,0,1488417369128,1488417373529,1488417374596,1488417376491
14,11,5,73E6D,73E6,00101,00101,0,1488417378496,1488417390886,1488417391852,1488417395750
