%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487899588746,1487899594977
1,1,34,34,0,1487899595946,1487899601811
2,0,15,15,0,1487899607780,1487899613879
2,1,73,73,0,1487899614847,1487899620579
2,2,164,164,0,1487899621547,1487899628979
2,3,705,705,0,1487899629948,1487899637681
2,4,2173,2173,0,1487899638648,1487899648380
2,5,1504,1504,0,1487899649349,1487899660015
2,6,42350,42350,0,1487899661017,1487899672415
2,7,24061,24061,0,1487899673384,1487899684416
2,8,061743,061743,0,1487899685385,1487899698717
2,9,625037,625037,0,1487899699685,1487899712717
2,10,7152305,7152305,0,1487899713686,1487899728685
2,11,3157264,3157264,0,1487899729653,1487899745953
2,12,64527631,64527631,0,1487899746922,1487899765237
2,13,05631742,05631742,0,1487899766239,1487899785738
2,14,164751743,167451743,0,1487899786741,1487899806740
2,15,2084365170,2084365170,0,1487899807741,1487899828274
3,0,60,06,0,1487899833976,1487899839941
3,1,24,42,0,1487899840943,1487899846608
4,0,25,52,0,1487899851677,1487899857309
4,1,63,36,0,1487899858278,1487899864010
4,2,574,475,0,1487899864979,1487899872795
4,3,207,702,0,1487899873760,1487899881055
4,4,7305,5037,0,1487899882024,1487899891088
4,5,4130,0314,0,1487899892057,1487899901122
4,6,35741,14753,0,1487899902091,1487899913357
4,7,70526,62507,0,1487899914326,1487899925824
4,8,607251,152706,0,1487899926792,1487899943099
4,9,270643,346072,0,1487899944068,1487899957200
4,10,0416327,7236140,0,1487899958168,1487899973301
4,11,5632041,0142365,1,1487899974270,1487900003302
4,12,48256132,23165284,0,1487900004271,1487900023770
4,13,04523765,56372540,0,1487900024739,1487900043771
4,14,164751473,37517461,0,1487900044740,1487900065407
4,15,451387620,026783154,0,1487900066408,1487900091241
