%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 7
%HeartsAndFlowers:Stage,TrailNum,Target,TargetPos,ChoicePos,TimeOfPresentation,TimeOfResponse
1,0,1,1,1,1488322632142,1488322633208
1,1,1,1,1,1488322634175,1488322634908
1,2,1,0,0,1488322635875,1488322636741
1,3,1,0,0,1488322637709,1488322638442
2,0,1,0,0,1488322651609,1488322652410
2,1,1,1,1,1488322653376,1488322654076
2,2,1,1,1,1488322655043,1488322655676
2,3,1,1,1,1488322656676,1488322657309
2,4,1,0,0,1488322658310,1488322658943
2,5,1,0,0,1488322659910,1488322660609
2,6,1,1,1,1488322661577,1488322662143
2,7,1,0,0,1488322663110,1488322663710
2,8,1,0,0,1488322664677,1488322665376
2,9,1,0,0,1488322666344,1488322667010
2,10,1,1,1,1488322667977,1488322668610
2,11,1,1,1,1488322669578,1488322670244
3,0,0,1,0,1488322682779,1488322683844
3,1,0,0,1,1488322684846,1488322685544
3,2,0,1,0,1488322686512,1488322687312
3,3,0,0,1,1488322688312,1488322689045
4,0,0,0,1,1488322695412,1488322695978
4,1,0,0,1,1488322696946,1488322697612
4,2,0,1,0,1488322698579,1488322699212
4,3,0,0,1,1488322700180,1488322700812
4,4,0,0,1,1488322701779,1488322702445
4,5,0,1,0,1488322703412,1488322704112
4,6,0,1,0,1488322705079,1488322705879
4,7,0,1,0,1488322706847,1488322707546
4,8,0,0,1,1488322708547,1488322709146
4,9,0,1,0,1488322710113,1488322710679
4,10,0,0,1,1488322711647,1488322712212
4,11,0,1,0,1488322713180,1488322713813
5,0,1,0,0,1488322725514,1488322726580
5,1,0,1,0,1488322727547,1488322728413
5,2,1,1,1,1488322729384,1488322730480
5,3,0,0,1,1488322731482,1488322732414
6,0,1,1,1,1488322735548,1488322736414
6,1,0,0,1,1488322737415,1488322738381
6,2,0,1,0,1488322739348,1488322740248
6,3,1,1,1,1488322741248,1488322742014
6,4,1,1,1,1488322742982,1488322743781
6,5,1,0,0,1488322744782,1488322745714
6,6,0,0,1,1488322746682,1488322747414
6,7,1,0,0,1488322748382,1488322749515
6,8,0,1,0,1488322750515,1488322751515
6,9,1,0,0,1488322752482,1488322753581
6,10,0,0,1,1488322754549,1488322755615
6,11,1,0,0,1488322756582,1488322757549
6,12,0,1,0,1488322758550,1488322759548
6,13,1,1,1,1488322760549,1488322761349
6,14,0,1,0,1488322762349,1488322763149
6,15,1,0,0,1488322764117,1488322764949
6,16,1,0,0,1488322765917,1488322766882
6,17,0,0,1,1488322767884,1488322768682
6,18,1,1,1,1488322769684,1488322770749
6,19,1,0,0,1488322771716,1488322773083
6,20,1,0,0,1488322774050,1488322774983
6,21,0,0,1,1488322775950,1488322776751
6,22,0,1,0,1488322777717,1488322778550
6,23,0,1,0,1488322779517,1488322780550
6,24,1,1,1,1488322781550,1488322782350
6,25,0,0,1,1488322783351,1488322784183
6,26,1,1,1,1488322785184,1488322786517
6,27,1,0,0,1488322787484,1488322788517
6,28,0,0,1,1488322789517,1488322790317
6,29,0,0,1,1488322791317,1488322792250
6,30,1,1,1,1488322793218,1488322794250
6,31,0,0,1,1488322795218,1488322796150
6,32,0,1,0,1488322797118,1488322798017
6,33,0,0,1,1488322798985,1488322799884
6,34,1,1,1,1488322800851,1488322801684
6,35,0,1,0,1488322802652,1488322803818
6,36,1,1,1,1488322804785,1488322805584
6,37,0,0,1,1488322806585,1488322807518
6,38,0,1,0,1488322808485,1488322809385
6,39,0,1,0,1488322810353,1488322811451
6,40,1,0,0,1488322812419,1488322813485
6,41,1,0,0,1488322814485,1488322815618
6,42,0,0,1,1488322816619,1488322817552
6,43,1,1,1,1488322818520,1488322819319
6,44,0,1,0,1488322820319,1488322821219
6,45,1,1,1,1488322822219,1488322823052
6,46,1,0,0,1488322824019,1488322825119
6,47,0,1,0,1488322826120,1488322827052
