%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,2,1486495038939,-1,1486495038407
6,0,2,1,1,0,0,1486495041972,-1,1486495041442
6,0,3,1,0,0,2,1486495045006,1486495045840,1486495044476
6,0,4,1,0,1,2,1486495048039,-1,1486495047509
6,0,5,1,1,0,4,1486495051073,-1,1486495050543
6,0,6,1,1,0,3,1486495054140,-1,1486495053609
6,0,7,1,0,1,3,1486495057173,-1,1486495056643
6,0,8,1,1,0,7,1486495060240,-1,1486495059710
6,0,9,1,0,0,6,1486495063307,1486495065674,1486495062777
6,0,10,1,0,1,6,1486495066341,-1,1486495065842
6,0,11,1,1,0,5,1486495069407,-1,1486495068877
6,1,1,1,1,3,5,1486495075908,-1,1486495075376
6,1,2,1,1,0,2,1486495078941,-1,1486495078444
6,1,3,1,1,0,6,1486495081975,-1,1486495081444
6,1,4,1,0,1,6,1486495085008,-1,1486495084477
6,1,5,1,0,0,4,1486495088042,1486495089309,1486495087511
6,1,6,1,1,0,2,1486495091075,-1,1486495090578
6,1,7,1,0,0,7,1486495094112,1486495094142,1486495093611
6,1,8,1,1,0,6,1486495097176,-1,1486495096646
6,1,9,1,1,0,5,1486495100242,-1,1486495099712
6,1,10,1,0,1,5,1486495103276,-1,1486495102745
6,1,11,1,0,0,7,1486495106309,1486495107576,1486495105779
6,1,12,1,0,0,1,1486495109343,1486495110576,1486495108812
6,1,13,1,0,0,0,1486495112343,1486495113077,1486495111846
6,1,14,1,0,1,0,1486495115410,-1,1486495114879
6,1,15,1,1,0,1,1486495118444,-1,1486495117913
6,1,16,1,0,1,1,1486495121511,-1,1486495120980
6,1,17,1,1,1,1,1486495124577,1486495125244,1486495124047
6,1,18,1,1,0,6,1486495127611,-1,1486495127080
6,1,19,1,1,1,6,1486495130644,1486495131111,1486495130147
6,1,20,1,1,0,3,1486495133711,-1,1486495133180
6,1,21,1,0,0,7,1486495136744,1486495137845,1486495136214
6,2,1,2,0,3,2,1486495158112,-1,1486495157580
6,2,2,2,0,3,3,1486495161146,-1,1486495160615
6,2,3,2,1,0,6,1486495164213,-1,1486495163682
6,2,4,2,0,1,3,1486495167246,-1,1486495166715
