%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487037039825,1487037046323
1,1,34,34,0,1487037047293,1487037052990
2,0,15,15,0,1487037056426,1487037062425
2,1,73,73,0,1487037063427,1487037069259
2,2,164,164,0,1487037070260,1487037077625
2,3,705,705,0,1487037078594,1487037086493
2,4,2173,2173,0,1487037087461,1487037097359
2,5,1504,1504,0,1487037098328,1487037108027
2,6,42350,42350,0,1487037109029,1487037120061
2,7,24061,24361,0,1487037121063,1487037133428
2,8,061743,071643,0,1487037134397,1487037148163
2,9,625037,60537,0,1487037149165,1487037162763
3,0,60,06,0,1487037166832,1487037173664
3,1,24,42,0,1487037174633,1487037180297
4,0,25,52,0,1487037183499,1487037189165
4,1,63,36,0,1487037190133,1487037195932
4,2,574,475,0,1487037196934,1487037204465
4,3,207,702,0,1487037205467,1487037212999
4,4,7305,5037,0,1487037213969,1487037223267
4,5,4130,0314,1,1487037224268,1487037236801
4,6,35741,14753,0,1487037237803,1487037249435
4,7,70526,625470,0,1487037250438,1487037262469
4,8,607251,152706,0,1487037263438,1487037276970
4,9,270643,346072,0,1487037277972,1487037292070
4,10,0416327,723610,0,1487037293039,1487037308605
4,11,5632041,1402356,0,1487037309573,1487037324839
