%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,2,1486152516136,-1,1486152515603
6,0,2,1,1,0,6,1486152519203,-1,1486152518673
6,0,3,1,1,1,6,1486152522269,1486152523503,1486152521739
6,0,4,1,1,1,6,1486152525303,1486152526270,1486152524776
6,0,5,1,1,0,5,1486152528370,-1,1486152527839
6,0,6,1,1,0,2,1486152531403,-1,1486152530873
6,0,7,1,1,0,0,1486152534470,-1,1486152533939
6,0,8,1,1,0,1,1486152537504,-1,1486152537007
6,0,9,1,1,1,1,1486152540537,1486152541537,1486152540006
6,0,10,1,1,0,7,1486152543604,-1,1486152543073
6,0,11,1,1,0,0,1486152546671,-1,1486152546140
6,1,1,1,1,3,2,1486152558538,-1,1486152558006
6,1,2,1,1,1,2,1486152561572,1486152562472,1486152561041
6,1,3,1,1,0,7,1486152564605,-1,1486152564074
6,1,4,1,1,0,0,1486152567672,-1,1486152567141
6,1,5,1,1,1,0,1486152570705,1486152571973,1486152570175
6,1,6,1,1,0,6,1486152573739,-1,1486152573208
6,1,7,1,1,0,2,1486152576806,-1,1486152576275
6,1,8,1,1,1,2,1486152579873,1486152580706,1486152579342
6,1,9,1,1,0,6,1486152582906,-1,1486152582375
6,1,10,1,1,0,5,1486152585940,-1,1486152585410
6,1,11,1,1,0,7,1486152588973,-1,1486152588443
6,1,12,1,1,0,2,1486152592007,-1,1486152591476
6,1,13,1,1,1,2,1486152595040,1486152595740,1486152594512
6,1,14,1,1,1,2,1486152598107,1486152598974,1486152597576
6,1,15,1,1,0,6,1486152601174,-1,1486152600643
6,1,16,1,1,1,6,1486152604207,1486152604908,1486152603677
6,1,17,1,1,0,0,1486152607241,-1,1486152606711
6,1,18,1,1,0,1,1486152610274,-1,1486152609744
6,1,19,1,1,0,7,1486152613341,-1,1486152612810
6,1,20,1,1,0,5,1486152616375,-1,1486152615845
6,1,21,1,1,0,1,1486152619408,-1,1486152618877
6,2,1,2,1,3,2,1486152632759,-1,1486152632227
6,2,2,2,1,3,4,1486152635792,-1,1486152635296
6,2,3,2,1,0,3,1486152638859,-1,1486152638329
6,2,4,2,1,1,4,1486152641893,1486152643260,1486152641362
6,2,5,2,1,0,6,1486152644960,-1,1486152644430
6,2,6,2,1,0,7,1486152647993,-1,1486152647464
6,2,7,2,1,0,2,1486152651060,-1,1486152650529
6,2,8,2,0,1,7,1486152654093,-1,1486152653563
6,2,9,2,1,0,4,1486152657160,-1,1486152656630
6,2,10,2,1,0,0,1486152660194,-1,1486152659696
6,2,11,2,1,0,1,1486152663227,-1,1486152662730
6,2,12,2,1,1,0,1486152666261,1486152667161,1486152665763
6,3,1,2,1,3,5,1486152684862,-1,1486152684329
6,3,2,2,1,3,2,1486152687929,-1,1486152687398
6,3,3,2,1,0,3,1486152690995,-1,1486152690465
6,3,4,2,1,0,6,1486152694029,-1,1486152693498
6,3,5,2,1,1,3,1486152697063,1486152698363,1486152696532
6,3,6,2,1,0,4,1486152700129,-1,1486152699599
6,3,7,2,1,0,7,1486152703196,-1,1486152702665
6,3,8,2,1,0,6,1486152706230,-1,1486152705699
6,3,9,2,1,0,3,1486152709296,-1,1486152708766
6,3,10,2,1,0,0,1486152712330,-1,1486152711799
6,3,11,2,0,0,7,1486152715397,1486152716097,1486152714868
6,3,12,2,1,1,0,1486152718430,1486152720231,1486152717900
6,3,13,2,1,1,7,1486152721498,1486152723164,1486152720967
6,3,14,2,1,0,4,1486152724564,-1,1486152724033
6,3,15,2,1,1,7,1486152727598,1486152728531,1486152727067
6,3,16,2,1,1,4,1486152730631,1486152731631,1486152730134
6,3,17,2,1,1,7,1486152733665,1486152734531,1486152733167
6,3,18,2,1,0,5,1486152736698,-1,1486152736167
6,3,19,2,1,0,2,1486152739732,-1,1486152739201
6,3,20,2,1,0,0,1486152742765,-1,1486152742235
6,3,21,2,1,0,1,1486152745799,-1,1486152745304
6,3,22,2,1,0,3,1486152748865,-1,1486152748335
6,4,1,3,1,3,7,1486152783601,-1,1486152783069
6,4,2,3,1,3,5,1486152786634,-1,1486152786104
6,4,3,3,1,3,4,1486152789668,-1,1486152789137
6,4,4,3,1,1,7,1486152792701,1486152793335,1486152792171
6,4,5,3,1,0,0,1486152795735,-1,1486152795205
6,4,6,3,1,0,1,1486152798768,-1,1486152798237
6,4,7,3,1,0,1,1486152801802,-1,1486152801271
6,4,8,3,0,0,5,1486152804869,1486152805802,1486152804338
