%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486416457972,1486416466005
1,1,34,34,0,1486416467007,1486416473671
2,0,15,15,0,1486416479974,1486416486972
2,1,73,73,0,1486416487974,1486416494806
2,2,164,164,0,1486416495808,1486416503640
2,3,705,705,0,1486416504642,1486416513874
2,4,2173,2173,0,1486416514876,1486416525374
2,5,1504,1504,0,1486416526376,1486416537008
2,6,42350,42350,0,1486416538010,1486416551642
2,7,24061,42061,0,1486416552645,1486416568110
2,8,061743,061743,0,1486416569112,1486416586078
2,9,625037,625043,0,1486416587080,1486416614313
2,10,7152305,7125034,0,1486416615315,1486416645748
2,11,3157264,3152604,0,1486416646750,1486416669149
3,0,60,06,0,1486416676318,1486416683283
3,1,24,42,0,1486416684285,1486416690484
4,0,25,52,0,1486416696552,1486416702818
4,1,63,36,0,1486416703819,1486416710187
4,2,574,475,0,1486416711186,1486416720385
4,3,207,702,0,1486416721387,1486416730053
4,4,7305,5037,0,1486416731055,1486416742253
4,5,4130,0314,0,1486416743255,1486416754354
4,6,35741,14753,0,1486416755356,1486416767788
4,7,70526,62057,0,1486416768790,1486416789822
4,8,607251,152706,0,1486416790825,1486416807989
4,9,270643,346072,0,1486416808991,1486416824223
4,10,0416327,7236140,0,1486416825225,1486416841525
4,11,5632041,1402675,0,1486416842526,1486416863192
4,12,48256132,23165048,0,1486416864194,1486416888244
4,13,04523765,56704238,0,1486416889245,1486416914578
