%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,6,1487792621402,-1,1487792620870
6,0,2,1,1,1,6,1487792624436,1487792625369,1487792623906
6,0,3,1,1,0,2,1487792627436,-1,1487792626938
6,0,4,1,1,0,5,1487792630503,-1,1487792629972
6,0,5,1,1,0,3,1487792633569,-1,1487792633039
6,0,6,1,1,0,2,1487792636603,-1,1487792636073
6,0,7,1,1,0,0,1487792639636,-1,1487792639107
6,0,8,1,1,0,5,1487792642703,-1,1487792642173
6,0,9,1,1,0,1,1487792645737,-1,1487792645206
6,0,10,1,1,1,1,1487792648771,1487792649671,1487792648272
6,0,11,1,1,1,1,1487792651837,1487792652671,1487792651306
6,1,1,1,1,3,4,1487792659638,-1,1487792659105
6,1,2,1,1,1,4,1487792662671,1487792663806,1487792662174
6,1,3,1,1,0,0,1487792665738,-1,1487792665207
6,1,4,1,1,0,7,1487792668772,-1,1487792668274
6,1,5,1,1,1,7,1487792671805,1487792672672,1487792671275
6,1,6,1,1,0,4,1487792674838,-1,1487792674308
6,1,7,1,1,0,6,1487792677872,-1,1487792677348
6,1,8,1,1,0,5,1487792680872,-1,1487792680375
6,1,9,1,1,0,1,1487792683939,-1,1487792683409
6,1,10,1,1,0,7,1487792687006,-1,1487792686475
6,1,11,1,1,1,7,1487792690039,1487792690806,1487792689509
6,1,12,1,1,0,0,1487792693106,-1,1487792692576
6,1,13,1,1,0,6,1487792696173,-1,1487792695642
6,1,14,1,1,1,6,1487792699206,1487792700240,1487792698677
6,1,15,1,1,1,6,1487792702273,1487792703007,1487792701743
6,1,16,1,1,0,0,1487792705340,-1,1487792704810
6,1,17,1,1,0,4,1487792708374,-1,1487792707843
6,1,18,1,1,0,5,1487792711440,-1,1487792710910
6,1,19,1,1,0,6,1487792714474,-1,1487792713943
6,1,20,1,1,1,6,1487792717474,1487792718541,1487792716976
6,1,21,1,1,0,7,1487792720541,-1,1487792720011
6,2,1,2,1,3,5,1487792728108,-1,1487792727576
6,2,2,2,1,3,0,1487792731175,-1,1487792730646
6,2,3,2,1,0,4,1487792734208,-1,1487792733678
6,2,4,2,1,1,0,1487792737275,1487792737977,1487792736744
6,2,5,2,1,0,2,1487792740309,-1,1487792739779
6,2,6,2,1,0,5,1487792743376,-1,1487792742845
6,2,7,2,1,0,1,1487792746409,-1,1487792745880
6,2,8,2,1,0,6,1487792749443,-1,1487792748912
6,2,9,2,1,1,1,1487792752510,1487792753210,1487792751979
6,2,10,2,1,1,6,1487792755576,1487792756310,1487792755046
6,2,11,2,1,0,2,1487792758610,-1,1487792758079
6,2,12,2,1,0,5,1487792761677,-1,1487792761146
6,3,1,2,1,3,1,1487792768510,-1,1487792767978
6,3,2,2,1,3,0,1487792771544,-1,1487792771013
6,3,3,2,1,0,7,1487792774611,-1,1487792774080
6,3,4,2,1,1,0,1487792777678,1487792778478,1487792777147
6,3,5,2,1,1,7,1487792780711,1487792781779,1487792780181
6,3,6,2,1,0,5,1487792783745,-1,1487792783214
6,3,7,2,1,1,7,1487792786811,1487792787845,1487792786281
6,3,8,2,1,0,6,1487792789845,-1,1487792789315
6,3,9,2,1,0,2,1487792792878,-1,1487792792348
