%Recollect Version 2.3. Scene/Level: , Session: 25, GameNumber: 14
%HeartsAndFlowers:Stage,TrailNum,Target,TargetPos,ChoicePos,TimeOfPresentation,TimeOfResponse
1,0,1,1,1,1488332906596,1488332910063
1,1,1,1,1,1488332911063,1488332911996
1,2,1,0,0,1488332912997,1488332913829
1,3,1,0,0,1488332914830,1488332915398
2,0,1,0,0,1488332917164,1488332917830
2,1,1,0,0,1488332918830,1488332919396
2,2,1,1,1,1488332920397,1488332921097
2,3,1,1,1,1488332922064,1488332922663
2,4,1,0,0,1488332923663,1488332924263
2,5,1,0,0,1488332925231,1488332925797
2,6,1,1,1,1488332926797,1488332927397
2,7,1,0,0,1488332928397,1488332928930
2,8,1,0,0,1488332929931,1488332930531
2,9,1,1,1,1488332931532,1488332932531
2,10,1,1,1,1488332933532,1488332934164
2,11,1,1,1,1488332935164,1488332935764
3,0,0,1,0,1488332937632,1488332938264
3,1,0,0,1,1488332939265,1488332939931
3,2,0,0,1,1488332940898,1488332941564
3,3,0,1,0,1488332942565,1488332943298
4,0,0,0,1,1488332945048,1488332945683
4,1,0,0,1,1488332946682,1488332947315
4,2,0,1,0,1488332948315,1488332949081
4,3,0,0,1,1488332950083,1488332950748
4,4,0,0,1,1488332951748,1488332952415
4,5,0,1,0,1488332953415,1488332953948
4,6,0,1,0,1488332954916,1488332955515
4,7,0,1,0,1488332956516,1488332957015
4,8,0,0,1,1488332958016,1488332958682
4,9,0,1,0,1488332959682,1488332960182
4,10,0,1,0,1488332961182,1488332961682
4,11,0,0,1,1488332962682,1488332963349
5,0,1,1,1,1488332965099,1488332965799
5,1,1,0,0,1488332966799,1488332967733
5,2,0,1,0,1488332968700,1488332969499
5,3,0,0,1,1488332970500,1488332971200
6,0,1,0,0,1488332973767,1488332974567
6,1,0,0,1,1488332975567,1488332976400
6,2,0,1,0,1488332977367,1488332978200
6,3,1,0,0,1488332979200,1488332980100
6,4,0,1,0,1488332981067,1488332981767
6,5,1,0,0,1488332982767,1488332983667
6,6,0,1,0,1488332984667,1488332985434
6,7,0,1,0,1488332986401,1488332987367
6,8,1,1,1,1488332988367,1488332989101
6,9,0,0,1,1488332990101,1488332991000
6,10,1,1,1,1488332992001,1488332993001
6,11,1,0,0,1488332994001,1488332994967
6,12,0,0,1,1488332995934,1488332996867
6,13,1,1,1,1488332997868,1488332999334
6,14,1,1,1,1488333000301,1488333001201
6,15,1,0,0,1488333002203,1488333002901
6,16,0,1,0,1488333003902,1488333004735
6,17,0,1,0,1488333005735,1488333006368
6,18,0,1,0,1488333007368,1488333007935
6,19,1,0,0,1488333008902,1488333009835
6,20,0,0,1,1488333010835,1488333012302
6,21,1,1,1,1488333013303,1488333014202
6,22,1,1,1,1488333015202,1488333016035
6,23,0,0,1,1488333017036,1488333018136
6,24,0,0,1,1488333019136,1488333020002
6,25,0,1,0,1488333021003,1488333023203
6,26,1,0,0,1488333024203,1488333025036
6,27,1,1,1,1488333026036,1488333027003
6,28,1,1,1,1488333028003,1488333028803
6,29,0,0,1,1488333029771,1488333030704
6,30,0,1,0,1488333031670,1488333032803
6,31,0,0,1,1488333033803,1488333034803
6,32,1,0,0,1488333035804,1488333036703
6,33,1,0,0,1488333037703,1488333038404
6,34,0,1,0,1488333039404,1488333040404
6,35,1,0,0,1488333041404,1488333042237
6,36,0,1,0,1488333043237,1488333044271
6,37,1,0,0,1488333045271,1488333046070
6,38,0,0,1,1488333047070,1488333048070
6,39,1,0,0,1488333049072,1488333049804
6,40,1,1,1,1488333050804,1488333051737
6,41,0,0,1,1488333052738,1488333053638
6,42,0,0,1,1488333054638,1488333055472
6,43,1,1,1,1488333056438,1488333057271
6,44,1,1,1,1488333058271,1488333059171
6,45,1,1,1,1488333060171,1488333061104
6,46,0,0,1,1488333062105,1488333063004
6,47,0,1,0,1488333064005,1488333065305
