%Recollect Version 2.3. Scene/Level: , Session: 25, GameNumber: 10
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,ED,ED,,,0,1488330723663,,1488330726026,1488330728259
3,1,2,CA,CA,,,0,1488330730264,,1488330732592,1488330734126
3,2,3,A20,A20,,,0,1488330736098,,1488330739593,1488330740959
3,3,3,E4D,E4D,,,0,1488330742965,,1488330746527,1488330747894
10,0,0,,,0,0,0,1488330758531,1488330758529,1488330746527,1488330761027
10,1,0,,,1,1,0,1488330763028,1488330763028,1488330746527,1488330765161
10,2,0,,,0,0,0,1488330767162,1488330767161,1488330746527,1488330768394
10,3,0,,,0,0,0,1488330770395,1488330770395,1488330746527,1488330771428
10,4,0,,,1,1,0,1488330773429,1488330773429,1488330746527,1488330774995
10,5,0,,,1,1,0,1488330776995,1488330776995,1488330746527,1488330779295
10,6,0,,,1,1,0,1488330781296,1488330781296,1488330746527,1488330782595
10,7,0,,,0,0,0,1488330784596,1488330784596,1488330746527,1488330785529
10,8,0,,,1,1,0,1488330787529,1488330787529,1488330746527,1488330789329
10,9,0,,,1,1,0,1488330791296,1488330791296,1488330746527,1488330792562
10,10,0,,,0,0,0,1488330794530,1488330794530,1488330746527,1488330795896
10,11,0,,,0,1,0,1488330797897,1488330797897,1488330746527,1488330799063
10,12,0,,,1,1,0,1488330801064,1488330801064,1488330746527,1488330802597
10,13,0,,,1,1,0,1488330804597,1488330804597,1488330746527,1488330807330
10,14,0,,,0,0,0,1488330809298,1488330809298,1488330746527,1488330810430
10,15,0,,,1,1,0,1488330812397,1488330812397,1488330746527,1488330814064
13,0,2,50,50,11,11,0,1488330821035,1488330827170,1488330828704,1488330831265
13,1,2,37,37,10,10,0,1488330833236,1488330838103,1488330839803,1488330841065
13,2,2,37,37,01,01,0,1488330843036,1488330847871,1488330849038,1488330850266
14,0,4,C28B,C28B,0101,0101,0,1488330855704,1488330867071,1488330868974,1488330871133
14,1,3,E1A,E1A,010,010,0,1488330873104,1488330881272,1488330882274,1488330884468
14,2,5,D8590,D8590,01011,01011,0,1488330886439,1488330901008,1488330903908,1488330906069
14,3,5,54FC2,54FC2,10001,10001,0,1488330908075,1488330921374,1488330923142,1488330925670
14,4,5,9701A,97116,01101,01101,1,1488330927674,1488330941343,1488330942610,1488330951605
14,5,3,E5C,E5C,100,100,0,1488330953577,1488330961043,1488330962410,1488330963939
14,6,4,DFE8,DFE8,1010,1010,0,1488330965944,1488330976479,1488330978678,1488330980273
14,7,3,F48,F48,011,011,0,1488330982244,1488330989745,1488330990913,1488330992974
14,8,2,D8,D8,10,10,0,1488330994978,1488330999579,1488331000513,1488331001507
14,9,2,73,73,10,10,0,1488331003479,1488331007946,1488331009079,1488331010275
14,10,2,64,64,10,10,0,1488331012247,1488331017446,1488331018713,1488331019742
14,11,4,EA9C,EA5C,0010,00Z0,0,1488331021713,1488331033681,1488331035482,1488331038343
