%Recollect Version 2.3. Scene/Level: , Session: 11, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,5,1487792948191,-1,1487792947658
6,0,2,1,1,1,5,1487792951257,1487792952591,1487792950729
6,0,3,1,1,1,5,1487792954291,1487792954958,1487792953761
6,0,4,1,1,0,1,1487792957358,-1,1487792956828
6,0,5,1,1,0,4,1487792960424,-1,1487792959894
6,0,6,1,1,1,4,1487792963458,1487792964525,1487792962928
6,0,7,1,1,0,3,1487792966492,-1,1487792965961
6,0,8,1,1,0,1,1487792969558,-1,1487792969028
6,0,9,1,1,0,6,1487792972592,-1,1487792972061
6,0,10,1,1,0,2,1487792975659,-1,1487792975128
6,0,11,1,1,0,3,1487792978692,-1,1487792978162
6,1,1,1,1,3,6,1487792984009,-1,1487792983477
6,1,2,1,1,0,1,1487792987010,-1,1487792986512
6,1,3,1,1,0,6,1487792990076,-1,1487792989546
6,1,4,1,1,1,6,1487792993077,1487792994144,1487792992579
6,1,5,1,1,0,0,1487792996143,-1,1487792995613
6,1,6,1,1,0,4,1487792999177,-1,1487792998646
6,1,7,1,1,0,1,1487793002243,-1,1487793001713
6,1,8,1,1,0,0,1487793005310,-1,1487793004780
6,1,9,1,1,0,7,1487793008344,-1,1487793007814
6,1,10,1,1,0,4,1487793011377,-1,1487793010847
6,1,11,1,1,0,1,1487793014444,-1,1487793013914
6,1,12,1,1,0,3,1487793017478,-1,1487793016947
6,1,13,1,1,0,4,1487793020511,-1,1487793020014
6,1,14,1,1,1,4,1487793023578,1487793024378,1487793023047
6,1,15,1,1,1,4,1487793026645,1487793027278,1487793026114
6,1,16,1,1,0,3,1487793029678,-1,1487793029148
6,1,17,1,1,1,3,1487793032712,1487793033246,1487793032214
6,1,18,1,1,0,0,1487793035779,-1,1487793035248
6,1,19,1,1,1,0,1487793038846,1487793039646,1487793038315
6,1,20,1,1,0,6,1487793041879,-1,1487793041349
6,1,21,1,1,1,6,1487793044946,1487793045746,1487793044416
6,2,1,2,1,3,3,1487793051013,-1,1487793050481
6,2,2,2,1,3,5,1487793054080,-1,1487793053550
6,2,3,2,1,0,2,1487793057147,-1,1487793056616
6,2,4,2,1,1,5,1487793060180,1487793061014,1487793059651
6,2,5,2,1,0,0,1487793063247,-1,1487793062717
6,2,6,2,1,0,4,1487793066281,-1,1487793065750
6,2,7,2,1,0,2,1487793069347,-1,1487793068817
6,2,8,2,1,0,5,1487793072381,-1,1487793071851
6,2,9,2,1,0,1,1487793075451,-1,1487793074921
6,2,10,2,1,1,5,1487793078485,1487793079652,1487793077954
6,2,11,2,1,0,4,1487793081552,-1,1487793081022
6,2,12,2,1,1,5,1487793084585,1487793086086,1487793084054
6,3,1,2,1,3,7,1487793089252,-1,1487793088720
6,3,2,2,1,3,0,1487793092319,-1,1487793091789
6,3,3,2,1,0,3,1487793095353,-1,1487793094855
6,3,4,2,1,0,4,1487793098386,-1,1487793097889
6,3,5,2,1,1,3,1487793101420,1487793102453,1487793100889
6,3,6,2,1,0,0,1487793104453,-1,1487793103923
6,3,7,2,1,1,3,1487793107486,1487793108820,1487793106956
6,3,8,2,1,0,1,1487793110520,-1,1487793109990
6,3,9,2,1,1,3,1487793113587,1487793114187,1487793113056
6,3,10,2,1,1,1,1487793116620,1487793117854,1487793116090
6,3,11,2,1,0,5,1487793119687,-1,1487793119156
6,3,12,2,1,1,1,1487793122721,1487793123854,1487793122190
6,3,13,2,1,0,2,1487793125755,-1,1487793125257
6,3,14,2,1,1,1,1487793128821,1487793129821,1487793128291
6,3,15,2,1,0,5,1487793131854,-1,1487793131324
6,3,16,2,1,0,7,1487793134921,-1,1487793134392
6,3,17,2,1,0,6,1487793137988,-1,1487793137458
6,3,18,2,1,0,1,1487793141022,-1,1487793140492
6,3,19,2,1,0,2,1487793144088,-1,1487793143559
6,3,20,2,1,0,3,1487793147122,-1,1487793146592
6,3,21,2,1,0,4,1487793150155,-1,1487793149626
6,3,22,2,1,0,1,1487793153189,-1,1487793152658
6,4,1,3,1,3,6,1487793166823,-1,1487793166290
6,4,2,3,1,3,5,1487793169857,-1,1487793169327
6,4,3,3,1,3,0,1487793172923,-1,1487793172393
6,4,4,3,1,1,6,1487793175957,1487793176557,1487793175426
6,4,5,3,1,0,4,1487793179024,-1,1487793178493
6,4,6,3,1,1,0,1487793182057,1487793182924,1487793181527
6,4,7,3,1,0,7,1487793185124,-1,1487793184594
6,4,8,3,0,1,4,1487793188158,-1,1487793187627
6,4,9,3,0,0,5,1487793191225,1487793192625,1487793190694
6,4,10,3,1,0,2,1487793194291,-1,1487793193762
6,4,11,3,1,0,1,1487793197325,-1,1487793196795
6,4,12,3,1,0,3,1487793200358,-1,1487793199828
6,4,13,3,1,0,7,1487793203425,-1,1487793202894
6,5,1,3,1,3,3,1487793207992,-1,1487793207494
6,5,2,3,1,3,0,1487793211026,-1,1487793210528
6,5,3,3,1,3,6,1487793214092,-1,1487793213562
6,5,4,3,1,0,2,1487793217159,-1,1487793216629
6,5,5,3,1,0,7,1487793220193,-1,1487793219662
6,5,6,3,0,1,6,1487793223226,-1,1487793222696
6,5,7,3,1,0,1,1487793226293,-1,1487793225763
6,5,8,3,1,1,7,1487793229327,1487793230394,1487793228798
6,5,9,3,1,1,6,1487793232393,1487793233227,1487793231863
6,5,10,3,0,0,2,1487793235428,1487793236794,1487793234930
6,5,11,3,1,0,2,1487793238494,-1,1487793237963
6,5,12,3,1,0,0,1487793241561,-1,1487793241030
6,5,13,3,1,0,3,1487793244594,-1,1487793244063
6,5,14,3,1,1,2,1487793247628,1487793248261,1487793247097
6,5,15,3,1,0,1,1487793250694,-1,1487793250164
6,5,16,3,1,1,3,1487793253761,1487793254762,1487793253232
6,5,17,3,1,0,4,1487793256795,-1,1487793256265
6,5,18,3,1,0,5,1487793259828,-1,1487793259298
6,5,19,3,1,0,5,1487793262862,-1,1487793262365
6,5,20,3,1,0,7,1487793265929,-1,1487793265398
6,5,21,3,1,0,7,1487793268995,-1,1487793268465
6,5,22,3,1,1,5,1487793272062,1487793273896,1487793271533
6,5,23,3,1,0,2,1487793275096,-1,1487793274565
6,6,1,4,1,3,0,1487793279696,-1,1487793279164
6,6,2,4,1,3,2,1487793282697,-1,1487793282200
6,6,3,4,1,3,1,1487793285763,-1,1487793285232
6,6,4,4,1,3,7,1487793288797,-1,1487793288266
6,6,5,4,1,1,0,1487793291863,1487793292597,1487793291333
6,6,6,4,1,1,2,1487793294930,1487793295697,1487793294400
6,6,7,4,1,1,1,1487793297964,1487793299264,1487793297433
6,6,8,4,1,1,7,1487793301031,1487793301564,1487793300501
6,6,9,4,1,0,4,1487793304064,-1,1487793303533
6,6,10,4,1,1,2,1487793307064,1487793308031,1487793306567
6,6,11,4,1,0,3,1487793310098,-1,1487793309601
6,6,12,4,1,0,0,1487793313165,-1,1487793312635
6,6,13,4,1,0,3,1487793316165,-1,1487793315668
6,6,14,4,1,0,1,1487793319232,-1,1487793318701
6,6,15,4,0,0,1,1487793322265,1487793323266,1487793321735
6,6,16,4,1,0,6,1487793325299,-1,1487793324802
6,6,17,4,1,0,2,1487793328366,-1,1487793327835
6,6,18,4,1,1,1,1487793331432,1487793332499,1487793330902
6,6,19,4,1,0,7,1487793334433,-1,1487793333935
6,6,20,4,1,0,3,1487793337500,-1,1487793336969
6,6,21,4,0,0,0,1487793340566,1487793341600,1487793340035
6,6,22,4,0,0,0,1487793343600,1487793344633,1487793343069
6,6,23,4,1,0,5,1487793346600,-1,1487793346102
6,6,24,4,0,0,2,1487793349667,1487793350800,1487793349137
6,7,1,1,0,3,4,1487793355884,-1,1487793355351
6,7,2,1,1,0,3,1487793358951,-1,1487793358420
6,7,3,1,1,0,0,1487793361951,-1,1487793361454
6,7,4,1,1,0,7,1487793365018,-1,1487793364487
6,7,5,1,1,1,7,1487793368084,1487793369051,1487793367554
6,7,6,1,1,0,4,1487793371151,-1,1487793370621
6,7,7,1,1,1,4,1487793374185,1487793374852,1487793373655
6,7,8,1,1,0,2,1487793377251,-1,1487793376721
6,7,9,1,1,0,0,1487793380285,-1,1487793379754
6,7,10,1,1,0,6,1487793383352,-1,1487793382821
6,7,11,1,1,0,3,1487793386385,-1,1487793385856
6,7,12,1,1,1,3,1487793389419,1487793390019,1487793388888
6,7,13,1,1,0,5,1487793392486,-1,1487793391955
6,7,14,1,1,1,5,1487793395553,1487793396320,1487793395022
6,7,15,1,1,0,7,1487793398586,-1,1487793398055
6,7,16,1,1,1,7,1487793401653,1487793402186,1487793401122
6,7,17,1,1,0,3,1487793404686,-1,1487793404157
