%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488323000078,1488323006076
1,1,34,34,0,1488323007082,1488323013311
2,0,15,15,0,1488323016445,1488323023110
2,1,73,73,0,1488323024112,1488323030311
2,2,164,164,0,1488323031313,1488323039579
2,3,705,705,0,1488323040580,1488323048445
2,4,2173,2173,0,1488323049447,1488323059279
2,5,1504,1504,0,1488323060281,1488323070713
2,6,42350,42350,0,1488323071682,1488323083714
2,7,24061,24061,0,1488323084683,1488323099048
2,8,061743,061743,0,1488323100018,1488323115500
2,9,625037,625308,0,1488323116468,1488323132300
2,10,7152305,,0,1488323133303,1488323157468
2,11,3157264,3157264,0,1488323158504,1488323175269
2,12,64527631,62458631,0,1488323176271,1488323197539
2,13,05631742,2613485,0,1488323198505,1488323218038
3,0,60,06,0,1488323222107,1488323228139
3,1,24,42,0,1488323229141,1488323235139
4,0,25,52,0,1488323238074,1488323244007
4,1,63,36,0,1488323244975,1488323250840
4,2,574,475,0,1488323251842,1488323259641
4,3,207,702,0,1488323260610,1488323269174
4,4,7305,5037,0,1488323270143,1488323279908
4,5,4130,0314,0,1488323280877,1488323291576
4,6,35741,14753,0,1488323292544,1488323306399
4,7,70526,62057,0,1488323307400,1488323320932
4,8,607251,152706,0,1488323321934,1488323337000
4,9,270643,346027,0,1488323337968,1488323356868
4,10,0416327,72364041,0,1488323357836,1488323380836
4,11,5632041,140236,0,1488323381838,1488323398670
