%Recollect Version 2.3. Scene/Level: , Game Number: 007
%HeartsAndFlowers:Stage,TrailNum,Target,TargetPos,ChoicePos,TimeOfPresentation,TimeOfResponse
1,0,1,0,0,1486163820331,1486163821331
1,1,1,0,0,1486163822331,1486163823231
1,2,1,1,1,1486163824198,1486163825132
1,3,1,1,1,1486163826132,1486163826865
2,0,1,0,0,1486163838099,1486163838865
2,1,1,1,1,1486163839866,1486163840599
2,2,1,1,1,1486163841599,1486163842299
2,3,1,1,1,1486163843299,1486163843966
2,4,1,0,0,1486163844966,1486163845600
2,5,1,1,1,1486163846566,1486163847232
2,6,1,0,0,1486163848233,1486163848833
2,7,1,0,0,1486163849800,1486163850433
2,8,1,1,1,1486163851433,1486163852101
2,9,1,0,0,1486163853100,1486163853566
2,10,1,0,0,1486163854567,1486163855133
2,11,1,1,1,1486163856100,1486163856700
3,0,0,1,0,1486163864934,1486163865934
3,1,0,0,1,1486163866934,1486163867800
3,2,0,1,0,1486163868768,1486163869434
3,3,0,0,1,1486163870401,1486163871067
4,0,0,0,1,1486163879184,1486163879884
4,1,0,1,0,1486163880885,1486163881618
4,2,0,0,1,1486163882618,1486163883418
4,3,0,1,0,1486163884418,1486163885085
4,4,0,0,1,1486163886085,1486163886818
4,5,0,0,1,1486163887785,1486163888485
4,6,0,1,0,1486163889485,1486163890285
4,7,0,1,0,1486163891285,1486163891818
4,8,0,1,0,1486163892819,1486163893385
4,9,0,0,1,1486163894385,1486163894985
4,10,0,1,0,1486163895986,1486163896552
4,11,0,0,1,1486163897552,1486163898219
5,0,1,1,1,1486163906319,1486163907519
5,1,1,0,0,1486163908520,1486163909286
5,2,0,1,0,1486163910287,1486163911219
5,3,0,0,1,1486163912220,1486163912953
6,0,1,0,0,1486163920020,1486163920920
6,1,1,1,1,1486163921920,1486163922720
6,2,1,1,1,1486163923688,1486163924620
6,3,0,0,1,1486163925621,1486163926754
6,4,1,1,1,1486163927754,1486163928654
6,5,1,1,1,1486163929621,1486163930387
6,6,1,0,0,1486163931389,1486163932187
6,7,0,0,1,1486163933188,1486163934087
6,8,1,1,1,1486163935054,1486163935787
6,9,0,0,1,1486163936788,1486163937654
6,10,1,0,1,1486163938655,1486163939454
6,11,1,1,1,1486163940455,1486163941155
6,12,0,1,0,1486163942155,1486163943121
6,13,1,1,1,1486163944122,1486163944988
6,14,0,0,1,1486163945988,1486163947321
6,15,0,1,0,1486163948322,1486163949188
6,16,1,0,0,1486163950189,1486163950888
6,17,0,0,0,1486163951889,1486163952688
6,18,0,1,0,1486163953689,1486163954622
6,19,1,1,1,1486163955622,1486163956490
6,20,1,0,0,1486163957489,1486163958355
6,21,0,1,0,1486163959356,1486163960389
6,22,0,1,0,1486163961390,1486163962156
6,23,1,1,1,1486163963157,1486163963989
6,24,1,0,0,1486163964990,1486163965689
6,25,0,1,0,1486163966689,1486163967389
6,26,0,1,0,1486163968390,1486163969156
6,27,0,0,1,1486163970123,1486163971089
6,28,1,1,1,1486163972090,1486163972923
6,29,1,1,1,1486163973923,1486163974657
6,30,1,0,0,1486163975624,1486163976457
6,31,0,1,0,1486163977457,1486163978224
6,32,1,0,0,1486163979190,1486163979957
6,33,0,0,1,1486163980957,1486163981823
6,34,0,0,1,1486163982824,1486163983757
6,35,1,1,1,1486163984757,1486163985658
6,36,0,0,1,1486163986657,1486163987491
6,37,0,1,0,1486163988491,1486163989390
6,38,0,0,1,1486163990391,1486163991124
6,39,1,0,0,1486163992125,1486163992891
6,40,1,0,0,1486163993858,1486163994525
6,41,0,1,0,1486163995492,1486163996257
6,42,0,0,1,1486163997259,1486163998091
6,43,0,1,0,1486163999091,1486163999758
6,44,1,0,0,1486164000759,1486164001524
6,45,0,0,1,1486164002492,1486164003391
6,46,1,0,0,1486164004392,1486164005091
6,47,0,1,0,1486164006092,1486164006725
