%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486149222108,1486149225109,1486149232500
1,G4,G,4,1486149234008,1486149237010,1486149248052
2,3W5,W,35,1486149249576,1486149254078,1486149262990
3,T7L,LT,7,1486149264524,1486149269026,1486149279899
4,1JA,AJ,1,1486149281425,1486149285926,1486149294692
0,L2,L,2,1486149301993,1486149304994,1486149310610
1,6P,P,6,1486149312143,1486149315145,1486149320251
2,B5,B,5,1486149321778,1486149324779,1486149329897
3,F7L,FL,7,1486149331428,1486149335929,1486149344498
4,R4D,DR,4,1486149346029,1486149350531,1486149356184
5,H18,H,18,1486149357712,1486149362214,1486149367525
6,T9A3,T,389,1486149369046,1486149375048,1486149398881
7,V1J5,JV,19,1486149400415,1486149406416,1486149418240
8,7N4L,LN,47,1486149419766,1486149425767,1486149439423
9,8D6G1,D,168,1486149440951,1486149448452,1486149466677
10,K2C7S,CKS,27,1486149468202,1486149475704,1486149495053
11,5P3Y9,PY,359,1486149496587,1486149504088,1486149527845
12,M4E7Q2,MPQ,247,1486149529372,1486149538374,1486149568912
13,W8H5F3,P,58,1486149570441,1486149579443,1486149611268
14,6G9A2S,AGS,269,1486149612793,1486149621795,1486149640381
15,R3B4Z1C,BCRZ,234,1486149641912,1486149652413,1486149679865
16,5T9B4K3,K,34,1486149681397,1486149691899,1486149704002
17,E1H8R4D,EHK,14,1486149705532,1486149716034,1486149734885
