%Recollect Version 2.3; iPad: ; User: RLB117; Session: 20
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,5,20,0,1,2,7,algoNotBayesian
32,5,20,0,1,3,7,algoNotBayesian
32,5,20,0,0.9090909,4,7,algoNotBayesian
32,5,20,0,1,5,7,algoNotBayesian
32,5,20,0,0.6,6,7,algoNotBayesian
32,5,20,0,0.7692308,5,7,algoNotBayesian
32,5,20,0,1,5,7,algoNotBayesian
32,5,20,0,0.5,6,7,algoNotBayesian
32,5,20,0,0.6,5,7,algoNotBayesian
32,5,20,0,0.9090909,4,7,algoNotBayesian
32,5,20,0,1,5,7,algoNotBayesian
32,5,20,0,0.6,6,7,algoNotBayesian
32,5,20,0,0,5,7,algoNotBayesian
32,5,20,0,0.5,4,7,algoNotBayesian
32,5,20,0,0.9,3,7,algoNotBayesian
32,5,21,0,0.6,3,7,algoNotBayesian
32,5,21,0,1,2,7,algoNotBayesian
32,5,21,0,1,3,7,algoNotBayesian
32,5,21,0,1,4,7,algoNotBayesian
32,5,21,0,0.5,5,7,algoNotBayesian
32,5,21,0,0.6666667,4,7,algoNotBayesian
32,5,21,0,0.875,3,7,algoNotBayesian
32,5,21,0,0.9090909,4,7,algoNotBayesian
32,5,21,0,1,5,7,algoNotBayesian
32,5,21,0,0,6,7,algoNotBayesian
32,5,21,0,1,5,7,algoNotBayesian
32,5,21,0,0.9166667,6,7,algoNotBayesian
32,5,21,0,0.3333333,7,7,algoNotBayesian
32,5,21,0,0,6,7,algoNotBayesian
32,5,21,0,0.5,5,7,algoNotBayesian
32,5,21,0,1,4,7,algoNotBayesian
32,5,21,0,0.8571429,5,7,algoNotBayesian
