%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486143465593,1486143468595,1486143478871
1,G4,G,4,1486143480394,1486143483395,1486143493794
2,3W5,W,5,1486143495328,1486143499830,1486143507407
3,T7L,TL,7,1486143510462,1486143514931,1486143521124
4,1JA,JA,1,1486143524146,1486143528648,1486143533102
0,F4,F,4,1486143540864,1486143543866,1486143548325
1,1J,J,1,1486143549848,1486143552849,1486143556817
2,A7,A,7,1486143558348,1486143561350,1486143565367
3,L1H,LH,1,1486143566899,1486143571400,1486143576182
4,T2S,TS,2,1486143577683,1486143582184,1486143588445
5,K43,K,43,1486143589967,1486143594469,1486143598544
