%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488227759751,1488227766181
1,1,34,34,0,1488227767151,1488227773847
2,0,52,52,0,1488227784185,1488227790216
2,1,36,36,0,1488227791186,1488227797349
2,2,368,368,0,1488227798319,1488227806250
2,3,208,208,0,1488227807219,1488227815184
2,4,2306,2306,0,1488227816187,1488227826251
2,5,5047,544077,0,1488227827221,1488227840236
2,6,41075,40175,0,1488227841206,1488227855003
2,7,31620,31620,0,1488227855973,1488227870770
2,8,281376,281376,0,1488227871740,1488227888771
2,9,816508,816508,0,1488227889742,1488227905839
2,10,4806317,4806317,0,1488227906842,1488227923507
2,11,0851680,0851680,0,1488227924477,1488227941674
2,12,47081536,470851366,0,1488227942677,1488227962175
2,13,25408016,25418063,0,1488227963146,1488227985677
3,0,60,06,0,1488227993464,1488228000128
3,1,24,42,0,1488228001098,1488228007095
4,0,51,15,0,1488228012832,1488228019129
4,1,37,73,0,1488228020098,1488228026195
4,2,630,036,0,1488228027166,1488228035296
4,3,580,085,0,1488228036266,1488228044597
4,4,5683,3865,0,1488228045600,1488228055197
4,5,2841,1482,0,1488228056201,1488228067365
4,6,47812,21874,0,1488228068335,1488228081999
4,7,03415,51430,0,1488228082969,1488228095899
4,8,507613,3167504,0,1488228096903,1488228110533
4,9,073280,082370,0,1488228111504,1488228125834
4,10,4083671,1763804,0,1488228126838,1488228142969
4,11,8027308,80372408,0,1488228143939,1488228159503
4,12,52480873,37808425,0,1488228160473,1488228178404
4,13,41807263,36248701,0,1488228179374,1488228198805
4,14,672183054,450381276,0,1488228199809,1488228220140
4,15,734127416,614732307,0,1488228221142,1488228245441
