%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,0,1,1,3,1,1488228293127,-1,1488228292563
6,0,1,1,1,0,3,1488228296193,-1,1488228295632
6,0,2,1,1,0,1,1488228299294,-1,1488228298731
6,0,3,1,1,1,1,1488228302360,1488228303327,1488228301798
6,0,4,1,1,1,1,1488228305427,1488228306261,1488228304898
6,0,5,1,1,0,0,1488228308527,-1,1488228307965
6,0,6,1,1,0,5,1488228311561,-1,1488228311032
6,0,7,1,1,1,5,1488228314661,1488228315395,1488228314099
6,0,8,1,1,0,4,1488228317761,-1,1488228317198
6,0,9,1,1,0,7,1488228320828,-1,1488228320266
6,0,10,1,1,0,2,1488228323928,-1,1488228323366
6,1,0,1,1,3,0,1488228330829,-1,1488228330266
6,1,1,1,1,0,4,1488228333895,-1,1488228333333
6,1,2,1,1,0,7,1488228336962,-1,1488228336433
6,1,3,1,1,0,1,1488228340062,-1,1488228339500
6,1,4,1,1,0,5,1488228343129,-1,1488228342567
6,1,5,1,1,0,0,1488228346163,-1,1488228345634
6,1,6,1,1,1,0,1488228349230,1488228349997,1488228348701
6,1,7,1,1,0,4,1488228352297,-1,1488228351768
6,1,8,1,0,0,7,1488228355397,1488228355930,1488228354834
6,1,9,1,1,1,7,1488228358430,1488228359364,1488228357901
6,1,10,1,1,1,7,1488228361497,1488228362131,1488228360935
6,1,11,1,1,0,0,1488228364564,-1,1488228364033
6,1,12,1,1,0,3,1488228367664,-1,1488228367102
6,1,13,1,1,0,1,1488228370731,-1,1488228370202
6,1,14,1,1,0,5,1488228373798,-1,1488228373268
6,1,15,1,1,0,2,1488228376864,-1,1488228376302
6,1,16,1,1,1,2,1488228379931,1488228380565,1488228379369
6,1,17,1,1,0,1,1488228382998,-1,1488228382469
6,1,18,1,1,0,0,1488228386098,-1,1488228385536
6,1,19,1,1,1,0,1488228389165,1488228389766,1488228388603
6,1,20,1,1,1,0,1488228392265,1488228392932,1488228391703
6,2,0,2,1,3,5,1488228399616,-1,1488228399053
6,2,1,2,1,3,4,1488228402683,-1,1488228402155
6,2,2,2,1,1,5,1488228405783,1488228406517,1488228405221
6,2,3,2,1,0,3,1488228408850,-1,1488228408288
6,2,4,2,1,0,1,1488228411916,-1,1488228411387
6,2,5,2,1,1,3,1488228414984,1488228416351,1488228414454
6,2,6,2,1,1,1,1488228418084,1488228418718,1488228417521
6,2,7,2,1,0,7,1488228421184,-1,1488228420621
6,2,8,2,0,0,6,1488228424251,1488228425151,1488228423721
6,2,9,2,1,0,4,1488228427317,-1,1488228426789
6,2,10,2,1,0,3,1488228430418,-1,1488228429856
