%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,F9,F9,,,0,1488226638062,,1488226640390,1488226644090
3,1,2,1E,1E,,,0,1488226646062,,1488226648390,1488226650624
3,2,3,F5C,F5C,,,0,1488226652596,,1488226656091,1488226658107
3,3,3,F89,F89,,,0,1488226660113,,1488226663609,1488226665508
10,0,0,,,0,0,0,1488226717379,1488226717378,1488226663609,1488226721244
10,1,0,,,0,0,0,1488226723430,1488226723429,1488226663609,1488226726128
10,2,0,,,0,0,0,1488226728097,1488226728096,1488226663609,1488226730428
10,3,0,,,0,0,0,1488226732396,1488226732396,1488226663609,1488226734162
10,4,0,,,1,1,0,1488226736163,1488226736163,1488226663609,1488226739429
10,5,0,,,1,1,0,1488226741397,1488226741397,1488226663609,1488226744229
10,6,0,,,1,1,0,1488226746230,1488226746230,1488226663609,1488226749229
10,7,0,,,0,0,0,1488226751197,1488226751197,1488226663609,1488226753929
10,8,0,,,1,1,0,1488226755931,1488226755931,1488226663609,1488226759296
10,9,0,,,0,0,0,1488226761265,1488226761265,1488226663609,1488226763096
10,10,0,,,1,1,0,1488226765065,1488226765065,1488226663609,1488226767063
10,11,0,,,1,1,0,1488226769031,1488226769031,1488226663609,1488226770997
10,12,0,,,1,1,0,1488226772966,1488226772966,1488226663609,1488226775198
10,13,0,,,0,0,0,1488226777165,1488226777165,1488226663609,1488226778797
10,14,0,,,0,0,0,1488226780765,1488226780765,1488226663609,1488226782398
10,15,0,,,1,1,0,1488226784366,1488226784366,1488226663609,1488226785998
13,0,2,28,28,10,10,0,1488226850690,1488226856691,1488226858025,1488226861352
13,1,2,4F,4F,11,11,0,1488226863324,1488226868291,1488226870392,1488226872186
13,2,2,61,71,00,00,0,1488226874158,1488226878892,1488226880292,1488226881987
14,0,3,871,871,111,111,0,1488226896293,1488226904660,1488226906394,1488226909021
14,1,5,8E01D,8D05D,00011,00011,0,1488226910994,1488226926461,1488226927929,1488226933973
14,2,4,A0BE,A0BE,1000,1000,0,1488226936178,1488226948913,1488226950547,1488226954804
14,3,4,8F0C,8F0C,1000,1000,0,1488226956774,1488226971075,1488226973075,1488226976936
14,4,5,9E08C,AE09C,10010,10010,0,1488226978910,1488226996477,1488226998711,1488227001805
14,5,2,2E,2E,11,11,0,1488227003777,1488227009477,1488227011812,1488227014872
14,6,2,E1,E1,10,10,0,1488227017062,1488227022429,1488227023629,1488227025923
14,7,3,CE3,CE3,011,011,0,1488227027928,1488227035763,1488227037329,1488227039891
14,8,3,8EA,8EA,010,000,0,1488227041896,1488227050530,1488227052730,1488227055425
14,9,5,75CD3,57CD3,00111,00111,0,1488227057630,1488227074632,1488227076598,1488227081459
14,10,2,28,28,00,00,0,1488227083665,1488227089199,1488227090399,1488227093061
14,11,4,9DEC,9DEC,1101,1101,0,1488227095066,1488227105667,1488227106700,1488227108694
