%Recollect Version 2.3. Scene/Level: , Game Number: 004
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,95,95,,,0,1487023578482,,1487023580843,1487023583343
3,1,2,84,84,,,0,1487023585348,,1487023587744,1487023589643
3,2,3,104,104,,,0,1487023591648,,1487023595144,1487023596777
3,3,3,0EF,0DF,,,0,1487023598782,,1487023602278,1487023604078
10,0,0,,,0,0,0,1487023629448,1487023629446,1487023602278,1487023632146
10,1,0,,,1,1,0,1487023634146,1487023634146,1487023602278,1487023636647
10,2,0,,,0,0,0,1487023638647,1487023638647,1487023602278,1487023640048
10,3,0,,,1,1,0,1487023642047,1487023642047,1487023602278,1487023644080
10,4,0,,,0,0,0,1487023646080,1487023646080,1487023602278,1487023647580
10,5,0,,,1,1,0,1487023649581,1487023649581,1487023602278,1487023651881
10,6,0,,,0,0,0,1487023653881,1487023653881,1487023602278,1487023655080
10,7,0,,,1,1,0,1487023657081,1487023657081,1487023602278,1487023659148
10,8,0,,,0,0,0,1487023661115,1487023661115,1487023602278,1487023664148
10,9,0,,,1,1,0,1487023666148,1487023666148,1487023602278,1487023667448
10,10,0,,,0,0,0,1487023669448,1487023669448,1487023602278,1487023670981
10,11,0,,,1,1,0,1487023672982,1487023672982,1487023602278,1487023674116
10,12,0,,,1,1,0,1487023676116,1487023676116,1487023602278,1487023678249
10,13,0,,,1,1,0,1487023680249,1487023680249,1487023602278,1487023681316
10,14,0,,,1,1,0,1487023683317,1487023683316,1487023602278,1487023684282
10,15,0,,,1,1,0,1487023686283,1487023686283,1487023602278,1487023687582
13,0,2,4E,4E,01,0Z,0,1487023706239,1487023711940,1487023715273,1487023720368
13,1,2,F9,F9,11,11,0,1487023722373,1487023727774,1487023729173,1487023731302
13,2,2,D2,D2,01,01,0,1487023733306,1487023737840,1487023738874,1487023740435
14,0,5,83B29,83B29,10100,10100,0,1487023750366,1487023762926,1487023763994,1487023767389
14,1,4,73E2,73E2,0011,0011,0,1487023769360,1487023779527,1487023780927,1487023783689
14,2,2,0C,0C,01,01,0,1487023785695,1487023790194,1487023791161,1487023794123
14,3,2,05,05,10,10,0,1487023796094,1487023801028,1487023802162,1487023804657
14,4,2,DE,DE,11,11,0,1487023806662,1487023811162,1487023812029,1487023813658
14,5,3,842,842,110,110,0,1487023815629,1487023823363,1487023824463,1487023826358
14,6,3,EB1,EB1,101,101,0,1487023828330,1487023835531,1487023836497,1487023838193
14,7,4,D4AF,D4AF,0000,0000,0,1487023840164,1487023850398,1487023851864,1487023853626
14,8,5,7F2DB,7F2DB,10010,10010,0,1487023855598,1487023867898,1487023869067,1487023871960
14,9,3,53A,53A,110,110,0,1487023873966,1487023881366,1487023882499,1487023884694
14,10,4,7FB9,7FBA,1100,1100,0,1487023886699,1487023896299,1487023897668,1487023900095
14,11,5,C12EF,C12DF,10100,10100,0,1487023902100,1487023914734,1487023916101,1487023918730
