%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,29,17,0,0,13,ibjcalclbacjnbcaalijjbbjbgaancmgeclkcobflneapaed,010110101110011110000110101101000000000000000000
1,30,18,0,0,13,lpiaaccnbbfmbcbdcaaombkocaobalcghnoihanbfhmaofec,000111101100111011100100110110100000000000000000
2,43,18,2,1,23,ncojanbicapjbboaigebccajopgbchbjacaljnjfpchaoboc,010010101100110100011110000110000110000101010000
3,37,17,2,0,19,canblanhhgindcopdbcacajbbbcbpfjhhchaacihmjbgagco,010101000000010001111101111100000101010000000000
4,35,15,1,0,20,bceibaaojcclejmmbkbehcaninajambooadcbncjcckiblbh,100011100110000010100110001010100101000000000000
5,40,17,0,0,24,lbomlbkcanencaffbjohafacncbfbeopjhccnblkaabpajcb,010001011000110010001011011010000011010010000000
6,37,17,0,0,21,aekbacghbcfidgfhbaldabcnncaalpjhbniocbcgbamobckd,100111001100000011001110011100001000110000000000
7,37,17,1,0,20,ojnacacbblcigppcajneabejdbjcebobacjngajnodabclcg,000101111010000110001100010101011100010000000000
8,29,14,1,0,15,jbbfaljncaccfbcbgaifjakacohofbekbcldahhblopbhajc,011010001111010101000101100001000000000000000000
9,38,19,0,0,20,dbgccakdmjbacbgmbcaahbghbjaceagjllonjcbcfglaeman,010111000011110011110100101101000000011000000000
10,30,12,2,1,16,jkkcpcbabalkgifcbjkmaaepcifbcpbofehbpncdkaoacbbc,000101011100000110001100100101100000000000000000
11,27,13,0,1,14,gihgcbacfabncbbedhiocageadmacnoklmbmhabfcceclaia,000011110110111001001100100100000000000000000000
