%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
1,0,1,1486154800466
1,0,3,1486154801733
1,0,4,1486154802266
1,0,6,1486154803566
1,0,8,1486154804567
1,0,9,1486154805900
1,0,10,1486154806366
1,0,13,1486154808500
1,0,14,1486154808933
1,0,15,1486154809933
1,0,16,1486154810267
1,0,21,1486154811967
1,0,22,1486154812267
1,0,24,1486154813567
1,0,26,1486154814434
1,0,27,1486154814800
1,0,29,1486154816367
9,0,-1,1486154818772
-1,0,33,1486154818801
-1,0,33,1486154819734
-1,0,33,1486154821034
1,1,3,1486154824034
1,1,4,1486154824636
1,1,5,1486154826168
1,1,6,1486154826568
1,1,8,1486154827301
1,1,9,1486154827734
1,1,12,1486154829368
1,1,13,1486154829934
1,1,14,1486154830434
1,1,16,1486154831468
1,1,17,1486154832268
1,1,18,1486154832602
1,1,21,1486154833535
1,1,24,1486154834668
1,1,25,1486154835035
1,1,27,1486154835901
1,1,28,1486154837035
1,1,30,1486154838302
9,1,-1,1486154839803
1,2,1,1486154842102
1,2,4,1486154843569
1,2,6,1486154844468
1,2,8,1486154845469
1,2,9,1486154845935
1,2,12,1486154846969
1,2,13,1486154847435
1,2,15,1486154848369
1,2,19,1486154850235
1,2,20,1486154850769
1,2,21,1486154851236
1,2,22,1486154852136
1,2,27,1486154853769
1,2,28,1486154854869
1,2,33,1486154856436
1,2,34,1486154857270
1,2,39,1486154858370
1,2,41,1486154859303
1,2,43,1486154860636
9,2,-1,1486154860804
-1,2,45,1486154861236
1,3,1,1486154863203
1,3,3,1486154864503
1,3,5,1486154865570
1,3,13,1486154868937
1,3,17,1486154871004
1,3,18,1486154871970
1,3,19,1486154872403
1,3,20,1486154873237
1,3,21,1486154873670
1,3,23,1486154874404
1,3,24,1486154874970
1,3,25,1486154875637
1,3,26,1486154876337
1,3,27,1486154876870
1,3,33,1486154879337
1,3,35,1486154880505
1,3,37,1486154881204
9,3,-1,1486154881805
-1,3,36,1486154881937
1,4,0,1486154886504
1,4,4,1486154887305
1,4,5,1486154888272
1,4,6,1486154888871
1,4,9,1486154890038
1,4,10,1486154890671
1,4,16,1486154892572
1,4,18,1486154893471
1,4,21,1486154894905
1,4,22,1486154895572
1,4,26,1486154896806
1,4,28,1486154897672
1,4,30,1486154898539
1,4,33,1486154899605
1,4,35,1486154901073
9,4,-1,1486154902808
-1,4,36,1486154902872
1,5,1,1486154904772
1,5,5,1486154905939
1,5,7,1486154907173
1,5,8,1486154907639
1,5,12,1486154909639
1,5,13,1486154910273
1,5,16,1486154912140
1,5,20,1486154913739
1,5,22,1486154914739
1,5,23,1486154915273
1,5,25,1486154916207
1,5,26,1486154916873
1,5,28,1486154918073
1,5,34,1486154920173
1,5,35,1486154921074
1,5,37,1486154922006
1,5,40,1486154923273
9,5,-1,1486154923807
-1,5,42,1486154924173
1,6,0,1486154926140
1,6,3,1486154926707
1,6,4,1486154927607
1,6,5,1486154928307
1,6,8,1486154929607
1,6,9,1486154931240
1,6,16,1486154934310
1,6,17,1486154935041
1,6,20,1486154936341
1,6,21,1486154936907
1,6,22,1486154937874
1,6,25,1486154939074
1,6,26,1486154940141
1,6,27,1486154940541
1,6,32,1486154942275
1,6,36,1486154943674
1,6,37,1486154944375
9,6,-1,1486154944808
-1,6,38,1486154945276
1,7,3,1486154948109
1,7,5,1486154948975
1,7,6,1486154949775
1,7,7,1486154950308
1,7,8,1486154950975
1,7,10,1486154952008
1,7,15,1486154953575
1,7,16,1486154954109
1,7,20,1486154955908
1,7,21,1486154956508
1,7,25,1486154958375
1,7,27,1486154959509
1,7,29,1486154960175
1,7,31,1486154960942
1,7,32,1486154961609
1,7,33,1486154962142
1,7,37,1486154963975
9,7,-1,1486154965810
-1,7,42,1486154966142
1,8,1,1486154967609
1,8,2,1486154967876
1,8,3,1486154968309
2,8,3,1486154969644
1,8,4,1486154971609
1,8,8,1486154973011
1,8,9,1486154974043
1,8,10,1486154974809
1,8,11,1486154975709
1,8,13,1486154976710
1,8,15,1486154977576
1,8,17,1486154978576
1,8,21,1486154980077
1,8,23,1486154981276
1,8,24,1486154982643
1,8,29,1486154986343
9,8,-1,1486154986812
1,9,1,1486154988511
1,9,3,1486154989511
1,9,4,1486154990244
1,9,5,1486154991078
1,9,10,1486154993177
1,9,11,1486154994078
1,9,12,1486154994877
1,9,13,1486154995911
1,9,16,1486154997011
1,9,17,1486154997977
1,9,18,1486154998477
1,9,19,1486154998944
1,9,21,1486154999978
1,9,24,1486155001144
1,9,26,1486155002478
1,9,27,1486155003445
1,9,29,1486155004511
1,9,37,1486155006845
1,9,38,1486155007578
9,9,-1,1486155007812
1,10,3,1486155011812
1,10,5,1486155013011
1,10,7,1486155013978
-1,10,6,1486155015646
1,10,8,1486155016245
1,10,9,1486155017245
1,10,15,1486155020212
1,10,16,1486155020846
1,10,20,1486155022212
1,10,21,1486155022879
1,10,24,1486155024080
1,10,27,1486155025646
1,10,29,1486155026412
1,10,30,1486155027613
9,10,-1,1486155028813
1,11,4,1486155033046
1,11,5,1486155033979
1,11,6,1486155034613
1,11,7,1486155035280
1,11,9,1486155036113
1,11,10,1486155036746
1,11,12,1486155037747
1,11,13,1486155039013
1,11,14,1486155039546
1,11,17,1486155041680
1,11,20,1486155043047
1,11,21,1486155043513
1,11,24,1486155045747
1,11,27,1486155047648
