%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1486429174238
2,0,0,1486429176205
1,0,1,1486429177272
-1,0,0,1486429178273
1,0,2,1486429180106
2,0,2,1486429180905
1,0,4,1486429183672
2,0,4,1486429187372
1,0,3,1486429189606
1,0,5,1486429190139
1,0,10,1486429192140
9,0,-1,1486429192441
1,1,6,1486429197707
1,1,9,1486429198773
1,1,11,1486429199640
1,1,12,1486429200473
1,1,14,1486429201306
1,1,16,1486429202173
1,1,17,1486429203106
2,1,17,1486429203740
1,1,19,1486429205173
1,1,22,1486429207307
1,1,23,1486429207841
1,1,24,1486429208607
1,1,25,1486429209107
1,1,26,1486429209707
1,1,30,1486429211674
1,1,31,1486429213175
9,1,-1,1486429213442
1,2,6,1486429218474
1,2,7,1486429219341
1,2,8,1486429220441
1,2,10,1486429221608
1,2,11,1486429222274
1,2,12,1486429222841
1,2,14,1486429223741
1,2,15,1486429224608
1,2,19,1486429226641
1,2,21,1486429227841
1,2,23,1486429228841
1,2,26,1486429230575
1,2,27,1486429231675
1,2,31,1486429233775
9,2,-1,1486429234443
-1,2,34,1486429234775
1,3,0,1486429236009
1,3,4,1486429237642
1,3,5,1486429238610
1,3,9,1486429240342
1,3,10,1486429241775
1,3,16,1486429243809
1,3,20,1486429245609
1,3,22,1486429246576
1,3,23,1486429247477
1,3,24,1486429248109
1,3,27,1486429249309
1,3,30,1486429250743
1,3,32,1486429252109
-1,3,31,1486429252510
-1,3,31,1486429253110
-1,3,31,1486429253709
-1,3,31,1486429254076
1,3,35,1486429255443
9,3,-1,1486429255447
1,4,1,1486429257443
1,4,2,1486429258010
1,4,6,1486429259710
1,4,11,1486429262177
1,4,12,1486429262976
1,4,16,1486429265744
1,4,17,1486429266677
1,4,19,1486429267444
1,4,21,1486429269610
1,4,22,1486429269910
1,4,23,1486429270910
1,4,24,1486429271510
1,4,27,1486429273645
1,4,30,1486429274711
1,4,31,1486429275379
9,4,-1,1486429276446
-1,4,34,1486429276777
1,5,3,1486429278678
1,5,4,1486429278977
1,5,8,1486429280744
1,5,10,1486429282711
1,5,15,1486429284445
1,5,16,1486429285312
1,5,17,1486429285945
1,5,20,1486429287145
1,5,21,1486429288011
1,5,24,1486429289178
1,5,25,1486429289978
1,5,28,1486429291612
1,5,30,1486429292479
1,5,33,1486429293245
-1,5,32,1486429294112
2,5,33,1486429294345
1,5,32,1486429294812
1,5,38,1486429297345
9,5,-1,1486429297445
1,6,1,1486429299313
2,6,1,1486429300412
1,6,1,1486429301146
1,6,4,1486429302712
1,6,6,1486429303579
1,6,11,1486429306212
1,6,12,1486429306546
1,6,13,1486429306879
1,6,14,1486429307746
1,6,20,1486429311346
1,6,22,1486429312346
1,6,23,1486429312846
1,6,25,1486429314579
1,6,28,1486429315713
-1,6,27,1486429316379
-1,6,27,1486429316913
1,6,30,1486429317814
9,6,-1,1486429318448
-1,6,32,1486429318713
1,7,1,1486429320347
1,7,5,1486429321780
1,7,9,1486429323047
1,7,10,1486429323947
1,7,11,1486429324913
1,7,12,1486429325147
1,7,20,1486429327947
1,7,22,1486429329347
-1,7,21,1486429329648
-1,7,21,1486429330547
1,7,26,1486429332314
1,7,28,1486429333248
1,7,29,1486429334447
1,7,30,1486429334714
1,7,31,1486429335514
1,7,34,1486429336181
1,7,36,1486429337714
1,7,39,1486429339382
9,7,-1,1486429339449
1,8,2,1486429341882
1,8,4,1486429342815
1,8,5,1486429343415
1,8,7,1486429344716
1,8,9,1486429345149
1,8,11,1486429346115
-1,8,10,1486429346582
-1,8,10,1486429347048
1,8,17,1486429350016
-1,8,16,1486429350816
1,8,19,1486429352115
1,8,24,1486429354515
1,8,26,1486429356449
1,8,27,1486429356949
1,8,29,1486429358384
9,8,-1,1486429360450
1,9,3,1486429362949
1,9,4,1486429364282
1,9,6,1486429365316
-1,9,5,1486429366517
1,9,9,1486429367983
1,9,10,1486429368550
1,9,13,1486429369916
1,9,14,1486429370549
1,9,18,1486429372950
1,9,19,1486429374350
1,9,23,1486429375417
1,9,25,1486429376083
1,9,26,1486429377051
1,9,27,1486429378117
1,9,28,1486429378316
1,9,32,1486429380717
9,9,-1,1486429381451
-1,9,36,1486429381884
1,10,0,1486429383251
1,10,2,1486429384017
1,10,6,1486429386617
1,10,8,1486429388417
1,10,11,1486429390318
1,10,12,1486429390517
1,10,13,1486429390684
1,10,14,1486429392218
1,10,20,1486429394418
1,10,25,1486429396052
1,10,26,1486429396751
1,10,28,1486429398285
1,10,30,1486429399651
1,10,32,1486429400351
9,10,-1,1486429402460
1,11,4,1486429405718
1,11,8,1486429407186
1,11,9,1486429407820
1,11,10,1486429408918
1,11,15,1486429410653
1,11,17,1486429411385
1,11,20,1486429413319
1,11,21,1486429413852
1,11,22,1486429414585
1,11,23,1486429415385
1,11,24,1486429415885
1,11,27,1486429417919
1,11,28,1486429418652
1,11,31,1486429420486
1,11,32,1486429421386
1,11,33,1486429421719
