%Recollect Version 2.3. Scene/Level: , Session: 12, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487807943363,1487807949894
1,1,34,34,0,1487807950897,1487807956394
2,0,52,52,0,1487807963197,1487807968994
2,1,36,36,0,1487807969965,1487807975862
2,2,368,368,0,1487807976832,1487807984595
2,3,208,208,0,1487807985599,1487807993096
2,4,2306,2306,1,1487807994066,1487808006797
2,5,5047,5047,0,1487808007800,1487808017497
2,6,41075,41075,1,1487808018467,1487808038048
2,7,31620,31620,0,1487808039019,1487808050550
2,8,281376,281376,0,1487808051551,1487808065017
2,9,816508,816508,0,1487808066019,1487808080918
2,10,4806317,486017,0,1487808081887,1487808107052
2,11,0851680,0851680,0,1487808108056,1487808124154
2,12,47081536,4871536,1,1487808125123,1487808164089
2,13,25408016,25408061,0,1487808165092,1487808184007
3,0,60,06,0,1487808191260,1487808197791
3,1,24,42,0,1487808198794,1487808204558
4,0,51,15,0,1487808207595,1487808214758
4,1,37,73,0,1487808215728,1487808221659
4,2,630,036,0,1487808222662,1487808230293
4,3,580,085,0,1487808231296,1487808239060
4,4,5683,3865,0,1487808240030,1487808250377
4,5,2841,1482,0,1487808251347,1487808260878
4,6,47812,21874,0,1487808261848,1487808275978
4,7,03415,51430,0,1487808276982,1487808288413
4,8,507613,316705,0,1487808289383,1487808302513
4,9,073280,082730,0,1487808303483,1487808318547
4,10,4083671,1763804,0,1487808319517,1487808338149
4,11,8027308,8037240,0,1487808339152,1487808354216
4,12,52480873,3780825,0,1487808355220,1487808393918
4,13,41807263,36271804,0,1487808394889,1487808419854
