%Recollect Version 2.3. Scene/Level: nback1, Session: 1, GameNumber: 1
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,2,1,3,6,2.13318,1488329951187,4.63342,1488329953696
0,2,1,3,7,5.13355,1488329954187,7.63367,1488329956693
0,2,1,2,7,8.13367,1488329957187,10.63379,1488329959690
0,2,1,0,2,11.13379,1488329960188,13.63403,1488329962690
0,2,1,2,2,14.13391,1488329963187,16.63416,1488329965691
0,2,1,1,2,17.13452,1488329966189,18.00098,1488329967059
0,2,1,2,7,20.10144,1488329969155,22.60107,1488329971657
0,2,1,1,2,23.10120,1488329972155,24.26794,1488329973325
0,2,1,0,0,26.13489,1488329975188,28.63501,1488329977693
0,2,1,0,4,29.13489,1488329978188,31.63501,1488329980691
0,2,1,1,0,32.13525,1488329981189,33.16846,1488329982226
0,2,1,0,1,35.13513,1488329984189,37.63562,1488329986692
0,2,1,1,0,38.13562,1488329987189,39.43530,1488329988491
0,2,1,1,1,41.13562,1488329990189,42.60278,1488329991663
0,2,1,1,0,44.13574,1488329993189,45.30261,1488329994360
0,2,1,1,1,47.13586,1488329996189,47.96936,1488329997028
0,2,0,2,1,49.86963,1488329998923,51.06982,1488330000127
0,2,0,2,0,53.13611,1488330002190,54.36975,1488330003430
0,2,1,1,1,56.13647,1488330005190,56.90356,1488330005961
0,2,1,2,1,59.10327,1488330008156,61.60339,1488330010659
0,2,1,0,4,62.10339,1488330011156,64.60352,1488330013660
0,2,1,1,1,65.10376,1488330014157,66.03723,1488330015095
0,2,1,0,6,68.10364,1488330017157,70.60388,1488330019661
0,2,1,0,7,71.10388,1488330020158,73.60400,1488330022659
0,2,0,2,1,74.10400,1488330023157,75.07080,1488330024128
0,2,1,2,1,77.10413,1488330026157,79.60413,1488330028659
0,2,1,0,4,80.10437,1488330029158,83.33789,1488330032396
1,339.01430,0.87477,2,83.84827,1488330032926
0,2,1,1,1,83.53845,1488330032593,85.13818,1488330034196
0,2,1,0,2,86.23901,1488330035293,88.67151,1488330037728
0,2,1,2,4,89.13818,1488330038192,91.63831,1488330040695
0,2,1,2,4,92.13904,1488330041193,94.63867,1488330043698
0,2,1,0,0,95.13855,1488330044192,97.63904,1488330046696
0,2,1,2,2,98.13867,1488330047192,100.63890,1488330049695
0,2,1,2,4,101.13920,1488330050193,103.63930,1488330052696
0,2,1,0,6,104.13900,1488330053193,106.60580,1488330055661
0,2,1,0,7,107.10670,1488330056161,109.60690,1488330058662
0,2,1,0,0,110.10630,1488330059159,112.63950,1488330061695
0,2,1,1,7,113.13960,1488330062193,115.14060,1488330064198
0,2,1,0,3,116.13980,1488330065194,118.63990,1488330067696
0,2,1,1,7,119.13990,1488330068193,120.47360,1488330069533
0,2,1,0,2,122.14010,1488330071195,124.64030,1488330073697
0,2,1,0,1,125.14030,1488330074194,127.64060,1488330076697
